"TOA5","CR300Series_NRCS_A3","CR300","20805","CR300-CELL205.Std.10.07","CPU:nrcs_marena_A3.CR300","31781","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2022-12-27 14:00:00",388,"Site 1",36.06351,-97.21697,330,13.89,12.84
"2022-12-27 15:00:00",389,"Site 1",36.06351,-97.21697,330,13.89,13.95
"2022-12-27 16:00:00",390,"Site 1",36.06351,-97.21697,330,13.89,14.06
"2022-12-27 17:00:00",391,"Site 1",36.06351,-97.21697,330,13.83,11.45
"2022-12-27 18:00:00",392,"Site 1",36.06351,-97.21697,330,13.21,7.213
"2022-12-27 19:00:00",393,"Site 1",36.06351,-97.21697,330,13.02,5.616
"2022-12-27 20:00:00",394,"Site 1",36.06351,-97.21697,330,12.92,4.378
"2022-12-27 21:00:00",395,"Site 1",36.06351,-97.21697,330,12.86,3.848
"2022-12-27 22:00:00",396,"Site 1",36.06351,-97.21697,330,12.83,3.708
"2022-12-27 23:00:00",397,"Site 1",36.06351,-97.21697,330,12.81,4.366
"2022-12-28 00:00:00",398,"Site 1",36.06351,-97.21697,330,12.79,5.004
"2022-12-28 01:00:00",399,"Site 1",36.06351,-97.21697,330,12.78,5.144
"2022-12-28 02:00:00",400,"Site 1",36.06351,-97.21697,330,12.78,4.921
"2022-12-28 03:00:00",401,"Site 1",36.06351,-97.21697,330,12.77,5.162
"2022-12-28 04:00:00",402,"Site 1",36.06351,-97.21697,330,12.77,5.526
"2022-12-28 05:00:00",403,"Site 1",36.06351,-97.21697,330,12.76,5.59
"2022-12-28 06:00:00",404,"Site 1",36.06351,-97.21697,330,12.76,5.977
"2022-12-28 07:00:00",405,"Site 1",36.06351,-97.21697,330,12.75,6.222
"2022-12-28 08:00:00",406,"Site 1",36.06351,-97.21697,330,12.75,6.911
"2022-12-28 09:00:00",407,"Site 1",36.06351,-97.21697,330,13.2,8.42
"2022-12-28 10:00:00",408,"Site 1",36.06351,-97.21697,330,13.81,13.62
"2022-12-28 11:00:00",409,"Site 1",36.06351,-97.21697,330,13.71,15.53
"2022-12-28 12:00:00",410,"Site 1",36.06351,-97.21697,330,13.77,19.44
"2022-12-28 13:00:00",411,"Site 1",36.06351,-97.21697,330,13.73,19.97
"2022-12-28 14:00:00",412,"Site 1",36.06351,-97.21697,330,13.74,18.9
"2022-12-28 15:00:00",413,"Site 1",36.06351,-97.21697,330,13.72,18.16
"2022-12-28 16:00:00",414,"Site 1",36.06351,-97.21697,330,13.55,17.71
"2022-12-28 17:00:00",415,"Site 1",36.06351,-97.21697,330,13.3,17.49
"2022-12-28 18:00:00",416,"Site 1",36.06351,-97.21697,330,13.02,16.67
"2022-12-28 19:00:00",417,"Site 1",36.06351,-97.21697,330,12.9,17.12
"2022-12-28 20:00:00",418,"Site 1",36.06351,-97.21697,330,12.86,16.77
"2022-12-28 21:00:00",419,"Site 1",36.06351,-97.21697,330,12.83,15.9
"2022-12-28 22:00:00",420,"Site 1",36.06351,-97.21697,330,12.82,15.04
"2022-12-28 23:00:00",421,"Site 1",36.06351,-97.21697,330,12.8,14.98
"2022-12-29 00:00:00",422,"Site 1",36.06351,-97.21697,330,12.79,15.35
"2022-12-29 01:00:00",423,"Site 1",36.06351,-97.21697,330,12.78,14.8
"2022-12-29 02:00:00",424,"Site 1",36.06351,-97.21697,330,12.78,14.39
"2022-12-29 03:00:00",425,"Site 1",36.06351,-97.21697,330,12.77,13.86
"2022-12-29 04:00:00",426,"Site 1",36.06351,-97.21697,330,12.77,12.84
"2022-12-29 05:00:00",427,"Site 1",36.06351,-97.21697,330,12.76,12.32
"2022-12-29 06:00:00",428,"Site 1",36.06351,-97.21697,330,12.76,12.34
"2022-12-29 07:00:00",429,"Site 1",36.06351,-97.21697,330,12.75,11.75
"2022-12-29 08:00:00",430,"Site 1",36.06351,-97.21697,330,12.75,11.41
"2022-12-29 09:00:00",431,"Site 1",36.06351,-97.21697,330,12.79,12.4
"2022-12-29 10:00:00",432,"Site 1",36.06351,-97.21697,330,13.06,17.79
"2022-12-29 11:00:00",433,"Site 1",36.06351,-97.21697,330,13.71,22.14
"2022-12-29 12:00:00",434,"Site 1",36.06351,-97.21697,330,13.67,23.28
"2022-12-29 13:00:00",435,"Site 1",36.06351,-97.21697,330,13.65,23.89
"2022-12-29 14:00:00",436,"Site 1",36.06351,-97.21697,330,13.65,23.22
"2022-12-29 15:00:00",437,"Site 1",36.06351,-97.21697,330,13.65,19.34
"2022-12-29 16:00:00",438,"Site 1",36.06351,-97.21697,330,13.63,17.8
"2022-12-29 17:00:00",439,"Site 1",36.06351,-97.21697,330,13.32,15.18
"2022-12-29 18:00:00",440,"Site 1",36.06351,-97.21697,330,13.05,11.2
"2022-12-29 19:00:00",441,"Site 1",36.06351,-97.21697,330,12.93,9.32
"2022-12-29 20:00:00",442,"Site 1",36.06351,-97.21697,330,12.85,8.45
"2022-12-29 21:00:00",443,"Site 1",36.06351,-97.21697,330,12.81,7.967
"2022-12-29 22:00:00",444,"Site 1",36.06351,-97.21697,330,12.79,5.956
"2022-12-29 23:00:00",445,"Site 1",36.06351,-97.21697,330,12.77,4.079
"2022-12-30 00:00:00",446,"Site 1",36.06351,-97.21697,330,12.75,2.558
"2022-12-30 01:00:00",447,"Site 1",36.06351,-97.21697,330,12.73,1.657
"2022-12-30 02:00:00",448,"Site 1",36.06351,-97.21697,330,12.72,0.661
"2022-12-30 03:00:00",449,"Site 1",36.06351,-97.21697,330,12.71,-0.412
"2022-12-30 04:00:00",450,"Site 1",36.06351,-97.21697,330,12.69,-0.878
"2022-12-30 05:00:00",451,"Site 1",36.06351,-97.21697,330,12.69,-1.876
"2022-12-30 06:00:00",452,"Site 1",36.06351,-97.21697,330,12.68,-3.258
"2022-12-30 07:00:00",453,"Site 1",36.06351,-97.21697,330,12.67,-3.35
"2022-12-30 08:00:00",454,"Site 1",36.06351,-97.21697,330,12.66,-3.364
"2022-12-30 09:00:00",455,"Site 1",36.06351,-97.21697,330,14.19,1.44
"2022-12-30 10:00:00",456,"Site 1",36.06351,-97.21697,330,14.03,8.77
"2022-12-30 11:00:00",457,"Site 1",36.06351,-97.21697,330,13.9,13.12
"2022-12-30 12:00:00",458,"Site 1",36.06351,-97.21697,330,13.83,16.93
"2022-12-30 13:00:00",459,"Site 1",36.06351,-97.21697,330,13.77,19.42
"2022-12-30 14:00:00",460,"Site 1",36.06351,-97.21697,330,13.77,18.45
"2022-12-30 15:00:00",461,"Site 1",36.06351,-97.21697,330,13.77,18.22
"2022-12-30 16:00:00",462,"Site 1",36.06351,-97.21697,330,13.77,17.78
"2022-12-30 17:00:00",463,"Site 1",36.06351,-97.21697,330,13.64,12.17
"2022-12-30 18:00:00",464,"Site 1",36.06351,-97.21697,330,13.22,6.267
"2022-12-30 19:00:00",465,"Site 1",36.06351,-97.21697,330,13.03,3.663
"2022-12-30 20:00:00",466,"Site 1",36.06351,-97.21697,330,12.92,1.994
"2022-12-30 21:00:00",467,"Site 1",36.06351,-97.21697,330,12.85,1.19
"2022-12-30 22:00:00",468,"Site 1",36.06351,-97.21697,330,12.8,0.817
"2022-12-30 23:00:00",469,"Site 1",36.06351,-97.21697,330,12.77,0.552
"2022-12-31 00:00:00",470,"Site 1",36.06351,-97.21697,330,12.74,-0.03
"2022-12-31 01:00:00",471,"Site 1",36.06351,-97.21697,330,12.73,-0.468
"2022-12-31 02:00:00",472,"Site 1",36.06351,-97.21697,330,12.71,-0.252
"2022-12-31 03:00:00",473,"Site 1",36.06351,-97.21697,330,12.7,1.052
"2022-12-31 04:00:00",474,"Site 1",36.06351,-97.21697,330,12.69,0.679
"2022-12-31 05:00:00",475,"Site 1",36.06351,-97.21697,330,12.69,-0.375
"2022-12-31 06:00:00",476,"Site 1",36.06351,-97.21697,330,12.68,0.316
"2022-12-31 07:00:00",477,"Site 1",36.06351,-97.21697,330,12.67,1.234
"2022-12-31 08:00:00",478,"Site 1",36.06351,-97.21697,330,12.67,3.222
"2022-12-31 09:00:00",479,"Site 1",36.06351,-97.21697,330,13.11,6.621
"2022-12-31 10:00:00",480,"Site 1",36.06351,-97.21697,330,13.9,14.39
"2022-12-31 11:00:00",481,"Site 1",36.06351,-97.21697,330,13.78,18.44
"2022-12-31 12:00:00",482,"Site 1",36.06351,-97.21697,330,13.71,22.11
"2022-12-31 13:00:00",483,"Site 1",36.06351,-97.21697,330,13.65,23.49
"2022-12-31 14:00:00",484,"Site 1",36.06351,-97.21697,330,13.66,21.31
"2022-12-31 15:00:00",485,"Site 1",36.06351,-97.21697,330,13.68,20.23
"2022-12-31 16:00:00",486,"Site 1",36.06351,-97.21697,330,13.71,19.42
"2022-12-31 17:00:00",487,"Site 1",36.06351,-97.21697,330,13.61,15.68
"2022-12-31 18:00:00",488,"Site 1",36.06351,-97.21697,330,13.22,10.66
"2022-12-31 19:00:00",489,"Site 1",36.06351,-97.21697,330,13.04,6.885
"2022-12-31 20:00:00",490,"Site 1",36.06351,-97.21697,330,12.92,5.209
"2022-12-31 21:00:00",491,"Site 1",36.06351,-97.21697,330,12.85,3.539
"2022-12-31 22:00:00",492,"Site 1",36.06351,-97.21697,330,12.8,2.624
"2022-12-31 23:00:00",493,"Site 1",36.06351,-97.21697,330,12.76,2.342
"2023-01-01 00:00:00",494,"Site 1",36.06351,-97.21697,330,12.74,2.066
"2023-01-01 01:00:00",495,"Site 1",36.06351,-97.21697,330,12.72,2.205
"2023-01-01 02:00:00",496,"Site 1",36.06351,-97.21697,330,12.71,3.086
"2023-01-01 03:00:00",497,"Site 1",36.06351,-97.21697,330,12.7,3.403
"2023-01-01 04:00:00",498,"Site 1",36.06351,-97.21697,330,12.7,3.478
"2023-01-01 05:00:00",499,"Site 1",36.06351,-97.21697,330,12.69,3.729
"2023-01-01 06:00:00",500,"Site 1",36.06351,-97.21697,330,12.69,4.096
"2023-01-01 07:00:00",501,"Site 1",36.06351,-97.21697,330,12.68,3.637
"2023-01-01 08:00:00",502,"Site 1",36.06351,-97.21697,330,12.68,4.087
"2023-01-01 09:00:00",503,"Site 1",36.06351,-97.21697,330,13.06,6.022
"2023-01-01 10:00:00",504,"Site 1",36.06351,-97.21697,330,13.25,10.72
"2023-01-01 11:00:00",505,"Site 1",36.06351,-97.21697,330,13.68,14.91
"2023-01-01 12:00:00",506,"Site 1",36.06351,-97.21697,330,13.74,21.54
"2023-01-01 13:00:00",507,"Site 1",36.06351,-97.21697,330,13.64,24.86
"2023-01-01 14:00:00",508,"Site 1",36.06351,-97.21697,330,13.63,24.54
"2023-01-01 15:00:00",509,"Site 1",36.06351,-97.21697,330,13.63,24.65
"2023-01-01 16:00:00",510,"Site 1",36.06351,-97.21697,330,13.55,20.07
"2023-01-01 17:00:00",511,"Site 1",36.06351,-97.21697,330,13.38,17.35
"2023-01-01 18:00:00",512,"Site 1",36.06351,-97.21697,330,13.08,11.62
"2023-01-01 19:00:00",513,"Site 1",36.06351,-97.21697,330,12.94,10.52
"2023-01-01 20:00:00",514,"Site 1",36.06351,-97.21697,330,12.86,8.18
"2023-01-01 21:00:00",515,"Site 1",36.06351,-97.21697,330,12.8,7.119
"2023-01-01 22:00:00",516,"Site 1",36.06351,-97.21697,330,12.77,7.458
"2023-01-01 23:00:00",517,"Site 1",36.06351,-97.21697,330,12.75,6.334
"2023-01-02 00:00:00",518,"Site 1",36.06351,-97.21697,330,12.73,4.846
"2023-01-02 01:00:00",519,"Site 1",36.06351,-97.21697,330,12.71,4.347
"2023-01-02 02:00:00",520,"Site 1",36.06351,-97.21697,330,12.71,5.438
"2023-01-02 03:00:00",521,"Site 1",36.06351,-97.21697,330,12.7,5.764
"2023-01-02 04:00:00",522,"Site 1",36.06351,-97.21697,330,12.69,5.112
"2023-01-02 05:00:00",523,"Site 1",36.06351,-97.21697,330,12.69,5.887
"2023-01-02 06:00:00",524,"Site 1",36.06351,-97.21697,330,12.68,8.1
"2023-01-02 07:00:00",525,"Site 1",36.06351,-97.21697,330,12.69,10.2
"2023-01-02 08:00:00",526,"Site 1",36.06351,-97.21697,330,12.69,13.6
"2023-01-02 09:00:00",527,"Site 1",36.06351,-97.21697,330,12.71,14.6
"2023-01-02 10:00:00",528,"Site 1",36.06351,-97.21697,330,12.66,18.09
"2023-01-02 11:00:00",529,"Site 1",36.06351,-97.21697,330,12.73,20.6
"2023-01-02 12:00:00",530,"Site 1",36.06351,-97.21697,330,13.44,23.55
"2023-01-02 13:00:00",531,"Site 1",36.06351,-97.21697,330,12.77,21.32
"2023-01-02 14:00:00",532,"Site 1",36.06351,-97.21697,330,12.81,17.49
"2023-01-02 15:00:00",533,"Site 1",36.06351,-97.21697,330,13.2,17.96
"2023-01-02 16:00:00",534,"Site 1",36.06351,-97.21697,330,13.25,18.26
"2023-01-02 17:00:00",535,"Site 1",36.06351,-97.21697,330,13.55,19.3
"2023-01-02 18:00:00",536,"Site 1",36.06351,-97.21697,330,13.13,16.32
"2023-01-02 19:00:00",537,"Site 1",36.06351,-97.21697,330,12.96,14.46
"2023-01-02 20:00:00",538,"Site 1",36.06351,-97.21697,330,12.86,13.5
"2023-01-02 21:00:00",539,"Site 1",36.06351,-97.21697,330,12.8,9.54
"2023-01-02 22:00:00",540,"Site 1",36.06351,-97.21697,330,12.76,7.153
"2023-01-02 23:00:00",541,"Site 1",36.06351,-97.21697,330,12.74,6.477
"2023-01-03 00:00:00",542,"Site 1",36.06351,-97.21697,330,12.71,6.136
"2023-01-03 01:00:00",543,"Site 1",36.06351,-97.21697,330,12.7,5.88
"2023-01-03 02:00:00",544,"Site 1",36.06351,-97.21697,330,12.69,5.52
"2023-01-03 03:00:00",545,"Site 1",36.06351,-97.21697,330,12.68,6.518
"2023-01-03 04:00:00",546,"Site 1",36.06351,-97.21697,330,12.67,5.132
"2023-01-03 05:00:00",547,"Site 1",36.06351,-97.21697,330,12.67,3.108
"2023-01-03 06:00:00",548,"Site 1",36.06351,-97.21697,330,12.66,2.149
"2023-01-03 07:00:00",549,"Site 1",36.06351,-97.21697,330,12.65,1.5
"2023-01-03 08:00:00",550,"Site 1",36.06351,-97.21697,330,12.65,1.35
"2023-01-03 09:00:00",551,"Site 1",36.06351,-97.21697,330,14.09,5.552
"2023-01-03 10:00:00",552,"Site 1",36.06351,-97.21697,330,13.96,11.51
"2023-01-03 11:00:00",553,"Site 1",36.06351,-97.21697,330,13.89,13.48
"2023-01-03 12:00:00",554,"Site 1",36.06351,-97.21697,330,13.86,14.54
"2023-01-03 13:00:00",555,"Site 1",36.06351,-97.21697,330,13.83,16.02
"2023-01-03 14:00:00",556,"Site 1",36.06351,-97.21697,330,13.83,13.23
"2023-01-03 15:00:00",557,"Site 1",36.06351,-97.21697,330,13.86,11.24
"2023-01-03 16:00:00",558,"Site 1",36.06351,-97.21697,330,13.95,11.28
"2023-01-03 17:00:00",559,"Site 1",36.06351,-97.21697,330,13.63,6.821
"2023-01-03 18:00:00",560,"Site 1",36.06351,-97.21697,330,13.36,4.371
"2023-01-03 19:00:00",561,"Site 1",36.06351,-97.21697,330,13.18,2.551
"2023-01-03 20:00:00",562,"Site 1",36.06351,-97.21697,330,13.05,0.453
"2023-01-03 21:00:00",563,"Site 1",36.06351,-97.21697,330,12.94,0.752
"2023-01-03 22:00:00",564,"Site 1",36.06351,-97.21697,330,12.85,-0.026
"2023-01-03 23:00:00",565,"Site 1",36.06351,-97.21697,330,12.79,0.023
"2023-01-04 00:00:00",566,"Site 1",36.06351,-97.21697,330,12.75,-0.459
"2023-01-04 01:00:00",567,"Site 1",36.06351,-97.21697,330,12.72,-2.092
"2023-01-04 02:00:00",568,"Site 1",36.06351,-97.21697,330,12.7,-2.358
"2023-01-04 03:00:00",569,"Site 1",36.06351,-97.21697,330,12.69,-3.465
"2023-01-04 04:00:00",570,"Site 1",36.06351,-97.21697,330,12.67,-3.579
"2023-01-04 05:00:00",571,"Site 1",36.06351,-97.21697,330,12.66,-3.479
"2023-01-04 06:00:00",572,"Site 1",36.06351,-97.21697,330,12.64,-3.835
"2023-01-04 07:00:00",573,"Site 1",36.06351,-97.21697,330,12.64,-4.535
"2023-01-04 08:00:00",574,"Site 1",36.06351,-97.21697,330,12.63,-3.394
"2023-01-04 09:00:00",575,"Site 1",36.06351,-97.21697,330,12.77,-1.456
"2023-01-04 10:00:00",576,"Site 1",36.06351,-97.21697,330,14.06,7.024
"2023-01-04 11:00:00",577,"Site 1",36.06351,-97.21697,330,13.93,11.53
"2023-01-04 12:00:00",578,"Site 1",36.06351,-97.21697,330,13.87,14.24
"2023-01-04 13:00:00",579,"Site 1",36.06351,-97.21697,330,13.8,15.9
"2023-01-04 14:00:00",580,"Site 1",36.06351,-97.21697,330,13.81,14.31
"2023-01-04 15:00:00",581,"Site 1",36.06351,-97.21697,330,13.81,14.45
"2023-01-04 16:00:00",582,"Site 1",36.06351,-97.21697,330,13.8,14.58
"2023-01-04 17:00:00",583,"Site 1",36.06351,-97.21697,330,13.83,13.05
"2023-01-04 18:00:00",584,"Site 1",36.06351,-97.21697,330,13.38,7.324
"2023-01-04 19:00:00",585,"Site 1",36.06351,-97.21697,330,13.17,3.7
"2023-01-04 20:00:00",586,"Site 1",36.06351,-97.21697,330,13.04,2.61
"2023-01-04 21:00:00",587,"Site 1",36.06351,-97.21697,330,12.93,1.254
"2023-01-04 22:00:00",588,"Site 1",36.06351,-97.21697,330,12.84,0.061
"2023-01-04 23:00:00",589,"Site 1",36.06351,-97.21697,330,12.78,-2.403
"2023-01-05 00:00:00",590,"Site 1",36.06351,-97.21697,330,12.74,-2.675
"2023-01-05 01:00:00",591,"Site 1",36.06351,-97.21697,330,12.71,-2.657
"2023-01-05 02:00:00",592,"Site 1",36.06351,-97.21697,330,12.69,-2.877
"2023-01-05 03:00:00",593,"Site 1",36.06351,-97.21697,330,12.67,-3.02
"2023-01-05 04:00:00",594,"Site 1",36.06351,-97.21697,330,12.66,-3.966
"2023-01-05 05:00:00",595,"Site 1",36.06351,-97.21697,330,12.64,-3.771
"2023-01-05 06:00:00",596,"Site 1",36.06351,-97.21697,330,12.63,-3.576
"2023-01-05 07:00:00",597,"Site 1",36.06351,-97.21697,330,12.62,-4.126
"2023-01-05 08:00:00",598,"Site 1",36.06351,-97.21697,330,12.62,-4.346
"2023-01-05 09:00:00",599,"Site 1",36.06351,-97.21697,330,14.2,0.891
"2023-01-05 10:00:00",600,"Site 1",36.06351,-97.21697,330,14.03,7.536
"2023-01-05 11:00:00",601,"Site 1",36.06351,-97.21697,330,13.96,10.61
"2023-01-05 12:00:00",602,"Site 1",36.06351,-97.21697,330,13.9,14.13
"2023-01-05 13:00:00",603,"Site 1",36.06351,-97.21697,330,13.83,16.25
"2023-01-05 14:00:00",604,"Site 1",36.06351,-97.21697,330,13.84,15.88
"2023-01-05 15:00:00",605,"Site 1",36.06351,-97.21697,330,13.83,16.43
"2023-01-05 16:00:00",606,"Site 1",36.06351,-97.21697,330,13.83,16.4
"2023-01-05 17:00:00",607,"Site 1",36.06351,-97.21697,330,13.72,12.99
"2023-01-05 18:00:00",608,"Site 1",36.06351,-97.21697,330,13.33,4.815
"2023-01-05 19:00:00",609,"Site 1",36.06351,-97.21697,330,13.14,1.375
"2023-01-05 20:00:00",610,"Site 1",36.06351,-97.21697,330,13.01,-0.103
"2023-01-05 21:00:00",611,"Site 1",36.06351,-97.21697,330,12.91,-0.54
"2023-01-05 22:00:00",612,"Site 1",36.06351,-97.21697,330,12.83,-1.867
"2023-01-05 23:00:00",613,"Site 1",36.06351,-97.21697,330,12.76,-1.72
"2023-01-06 00:00:00",614,"Site 1",36.06351,-97.21697,330,12.72,-2.344
"2023-01-06 01:00:00",615,"Site 1",36.06351,-97.21697,330,12.7,-2.842
"2023-01-06 02:00:00",616,"Site 1",36.06351,-97.21697,330,12.68,-2.44
"2023-01-06 03:00:00",617,"Site 1",36.06351,-97.21697,330,12.66,-2.786
"2023-01-06 04:00:00",618,"Site 1",36.06351,-97.21697,330,12.65,-2.471
"2023-01-06 05:00:00",619,"Site 1",36.06351,-97.21697,330,12.64,-1.68
"2023-01-06 06:00:00",620,"Site 1",36.06351,-97.21697,330,12.63,-1.235
"2023-01-06 07:00:00",621,"Site 1",36.06351,-97.21697,330,12.63,-0.103
"2023-01-06 08:00:00",622,"Site 1",36.06351,-97.21697,330,12.63,2.208
"2023-01-06 09:00:00",623,"Site 1",36.06351,-97.21697,330,12.66,4.421
"2023-01-06 10:00:00",624,"Site 1",36.06351,-97.21697,330,12.75,9.59
"2023-01-06 11:00:00",625,"Site 1",36.06351,-97.21697,330,13.6,12.36
"2023-01-06 12:00:00",626,"Site 1",36.06351,-97.21697,330,13.77,16.69
"2023-01-06 13:00:00",627,"Site 1",36.06351,-97.21697,330,13.77,19.32
"2023-01-06 14:00:00",628,"Site 1",36.06351,-97.21697,330,13.75,18.46
"2023-01-06 15:00:00",629,"Site 1",36.06351,-97.21697,330,13.73,16.97
"2023-01-06 16:00:00",630,"Site 1",36.06351,-97.21697,330,13.66,16.08
"2023-01-06 17:00:00",631,"Site 1",36.06351,-97.21697,330,13.5,14.47
"2023-01-06 18:00:00",632,"Site 1",36.06351,-97.21697,330,13.25,10.84
"2023-01-06 19:00:00",633,"Site 1",36.06351,-97.21697,330,13.08,9.06
"2023-01-06 20:00:00",634,"Site 1",36.06351,-97.21697,330,12.95,7.76
"2023-01-06 21:00:00",635,"Site 1",36.06351,-97.21697,330,12.86,7.366
"2023-01-06 22:00:00",636,"Site 1",36.06351,-97.21697,330,12.8,6.007
"2023-01-06 23:00:00",637,"Site 1",36.06351,-97.21697,330,12.76,6.902
"2023-01-07 00:00:00",638,"Site 1",36.06351,-97.21697,330,12.73,6.164
"2023-01-07 01:00:00",639,"Site 1",36.06351,-97.21697,330,12.71,5.488
"2023-01-07 02:00:00",640,"Site 1",36.06351,-97.21697,330,12.7,4.612
"2023-01-07 03:00:00",641,"Site 1",36.06351,-97.21697,330,12.68,1.118
"2023-01-07 04:00:00",642,"Site 1",36.06351,-97.21697,330,12.66,-0.562
"2023-01-07 05:00:00",643,"Site 1",36.06351,-97.21697,330,12.65,-1.355
"2023-01-07 06:00:00",644,"Site 1",36.06351,-97.21697,330,12.63,-1.607
"2023-01-07 07:00:00",645,"Site 1",36.06351,-97.21697,330,12.62,-2.056
"2023-01-07 08:00:00",646,"Site 1",36.06351,-97.21697,330,12.62,-1.727
"2023-01-07 09:00:00",647,"Site 1",36.06351,-97.21697,330,14.2,1.962
"2023-01-07 10:00:00",648,"Site 1",36.06351,-97.21697,330,14.03,7.425
"2023-01-07 11:00:00",649,"Site 1",36.06351,-97.21697,330,13.96,10.83
"2023-01-07 12:00:00",650,"Site 1",36.06351,-97.21697,330,13.86,13.57
"2023-01-07 13:00:00",651,"Site 1",36.06351,-97.21697,330,13.83,15.04
"2023-01-07 14:00:00",652,"Site 1",36.06351,-97.21697,330,13.84,14.47
"2023-01-07 15:00:00",653,"Site 1",36.06351,-97.21697,330,13.84,14.85
"2023-01-07 16:00:00",654,"Site 1",36.06351,-97.21697,330,13.83,13.3
"2023-01-07 17:00:00",655,"Site 1",36.06351,-97.21697,330,13.64,7.88
"2023-01-07 18:00:00",656,"Site 1",36.06351,-97.21697,330,13.36,3.439
"2023-01-07 19:00:00",657,"Site 1",36.06351,-97.21697,330,13.19,1.369
"2023-01-07 20:00:00",658,"Site 1",36.06351,-97.21697,330,13.06,-0.035
"2023-01-07 21:00:00",659,"Site 1",36.06351,-97.21697,330,12.95,-0.105
"2023-01-07 22:00:00",660,"Site 1",36.06351,-97.21697,330,12.86,-1.053
"2023-01-07 23:00:00",661,"Site 1",36.06351,-97.21697,330,12.78,-2.225
"2023-01-08 00:00:00",662,"Site 1",36.06351,-97.21697,330,12.73,-3.111
"2023-01-08 01:00:00",663,"Site 1",36.06351,-97.21697,330,12.7,-4.462
"2023-01-08 02:00:00",664,"Site 1",36.06351,-97.21697,330,12.67,-5.411
"2023-01-08 03:00:00",665,"Site 1",36.06351,-97.21697,330,12.65,-5.567
"2023-01-08 04:00:00",666,"Site 1",36.06351,-97.21697,330,12.63,-5.78
"2023-01-08 05:00:00",667,"Site 1",36.06351,-97.21697,330,12.62,-6.234
"2023-01-08 06:00:00",668,"Site 1",36.06351,-97.21697,330,12.6,-6.606
"2023-01-08 07:00:00",669,"Site 1",36.06351,-97.21697,330,12.6,-6.565
"2023-01-08 08:00:00",670,"Site 1",36.06351,-97.21697,330,12.59,-6.062
"2023-01-08 09:00:00",671,"Site 1",36.06351,-97.21697,330,14.27,-0.906
"2023-01-08 10:00:00",672,"Site 1",36.06351,-97.21697,330,14,7.966
"2023-01-08 11:00:00",673,"Site 1",36.06351,-97.21697,330,13.88,13.06
"2023-01-08 12:00:00",674,"Site 1",36.06351,-97.21697,330,13.81,16.84
"2023-01-08 13:00:00",675,"Site 1",36.06351,-97.21697,330,13.75,19.91
"2023-01-08 14:00:00",676,"Site 1",36.06351,-97.21697,330,13.75,19.41
"2023-01-08 15:00:00",677,"Site 1",36.06351,-97.21697,330,13.75,20.01
"2023-01-08 16:00:00",678,"Site 1",36.06351,-97.21697,330,13.74,19.15
"2023-01-08 17:00:00",679,"Site 1",36.06351,-97.21697,330,13.74,16.89
"2023-01-08 18:00:00",680,"Site 1",36.06351,-97.21697,330,13.3,8.61
"2023-01-08 19:00:00",681,"Site 1",36.06351,-97.21697,330,13.1,4.999
"2023-01-08 20:00:00",682,"Site 1",36.06351,-97.21697,330,12.98,3.126
"2023-01-08 21:00:00",683,"Site 1",36.06351,-97.21697,330,12.88,2.051
"2023-01-08 22:00:00",684,"Site 1",36.06351,-97.21697,330,12.8,0.948
"2023-01-08 23:00:00",685,"Site 1",36.06351,-97.21697,330,12.74,0.594
"2023-01-09 00:00:00",686,"Site 1",36.06351,-97.21697,330,12.71,-0.88
"2023-01-09 01:00:00",687,"Site 1",36.06351,-97.21697,330,12.68,-1.407
"2023-01-09 02:00:00",688,"Site 1",36.06351,-97.21697,330,12.66,-1.194
"2023-01-09 03:00:00",689,"Site 1",36.06351,-97.21697,330,12.65,-0.955
"2023-01-09 04:00:00",690,"Site 1",36.06351,-97.21697,330,12.64,-0.399
"2023-01-09 05:00:00",691,"Site 1",36.06351,-97.21697,330,12.63,-1.034
"2023-01-09 06:00:00",692,"Site 1",36.06351,-97.21697,330,12.62,-0.27
"2023-01-09 07:00:00",693,"Site 1",36.06351,-97.21697,330,12.62,0.362
"2023-01-09 08:00:00",694,"Site 1",36.06351,-97.21697,330,12.62,0.512
"2023-01-09 09:00:00",695,"Site 1",36.06351,-97.21697,330,12.78,4.392
"2023-01-09 10:00:00",696,"Site 1",36.06351,-97.21697,330,13.63,13.38
"2023-01-09 11:00:00",697,"Site 1",36.06351,-97.21697,330,13.81,17.22
"2023-01-09 12:00:00",698,"Site 1",36.06351,-97.21697,330,13.72,21.42
"2023-01-09 13:00:00",699,"Site 1",36.06351,-97.21697,330,13.68,22.96
"2023-01-09 14:00:00",700,"Site 1",36.06351,-97.21697,330,13.69,22.15
