"TOA5","CR300Series_NRCS_D3","CR300","25036","CR300-CELL205.Std.10.07","CPU:nrcs_marena_D3.CR300","2190","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2022-12-09 17:00:00",4,"Marena D3",36.06525,-97.21513,332,12.06,23.62
"2022-12-09 18:00:00",5,"Marena D3",36.06525,-97.21513,332,12.11,23
"2022-12-09 19:00:00",6,"Marena D3",36.06525,-97.21513,332,12.11,23.03
"2022-12-09 20:00:00",7,"Marena D3",36.06525,-97.21513,332,12.11,22.99
"2022-12-09 21:00:00",8,"Marena D3",36.06525,-97.21513,332,12.11,22.89
"2022-12-09 22:00:00",9,"Marena D3",36.06525,-97.21513,332,12.11,22.95
"2022-12-09 23:00:00",10,"Marena D3",36.06525,-97.21513,332,12.11,22.98
"2022-12-10 00:00:00",11,"Marena D3",36.06525,-97.21513,332,12.11,22.92
"2022-12-10 01:00:00",12,"Marena D3",36.06525,-97.21513,332,12.11,22.91
"2022-12-10 02:00:00",13,"Marena D3",36.06525,-97.21513,332,12.11,22.94
"2022-12-10 03:00:00",14,"Marena D3",36.06525,-97.21513,332,12.11,22.88
"2022-12-10 04:00:00",15,"Marena D3",36.06525,-97.21513,332,12.1,22.85
"2022-12-10 05:00:00",16,"Marena D3",36.06525,-97.21513,332,12.1,22.96
"2022-12-10 06:00:00",17,"Marena D3",36.06525,-97.21513,332,12.1,22.93
"2022-12-10 07:00:00",18,"Marena D3",36.06525,-97.21513,332,12.1,22.91
"2022-12-10 08:00:00",19,"Marena D3",36.06525,-97.21513,332,12.11,23.02
"2022-12-10 09:00:00",20,"Marena D3",36.06525,-97.21513,332,12.1,22.98
"2022-12-10 10:00:00",21,"Marena D3",36.06525,-97.21513,332,12.1,22.94
"2022-12-10 11:00:00",22,"Marena D3",36.06525,-97.21513,332,12.1,22.94
"2022-12-10 12:00:00",23,"Marena D3",36.06525,-97.21513,332,12.1,22.89
"2022-12-10 13:00:00",24,"Marena D3",36.06525,-97.21513,332,12.08,22.72
"2022-12-10 14:00:00",25,"Marena D3",36.06525,-97.21513,332,12.05,24.77
"2022-12-10 15:00:00",26,"Marena D3",36.06525,-97.21513,332,12.04,24.8
"2022-12-10 16:00:00",27,"Marena D3",36.06525,-97.21513,332,12.1,22.97
"2022-12-10 17:00:00",28,"Marena D3",36.06525,-97.21513,332,12.1,22.91
"2022-12-10 18:00:00",29,"Marena D3",36.06525,-97.21513,332,12.1,22.94
"2022-12-10 19:00:00",30,"Marena D3",36.06525,-97.21513,332,12.1,22.95
"2022-12-10 20:00:00",31,"Marena D3",36.06525,-97.21513,332,12.1,22.87
"2022-12-10 21:00:00",32,"Marena D3",36.06525,-97.21513,332,12.1,23.04
"2022-12-10 22:00:00",33,"Marena D3",36.06525,-97.21513,332,12.1,22.98
"2022-12-10 23:00:00",34,"Marena D3",36.06525,-97.21513,332,12.1,22.94
"2022-12-11 00:00:00",35,"Marena D3",36.06525,-97.21513,332,12.1,22.96
"2022-12-11 01:00:00",36,"Marena D3",36.06525,-97.21513,332,12.1,23.08
"2022-12-11 02:00:00",37,"Marena D3",36.06525,-97.21513,332,12.1,22.88
"2022-12-11 03:00:00",38,"Marena D3",36.06525,-97.21513,332,12.1,23.09
"2022-12-11 04:00:00",39,"Marena D3",36.06525,-97.21513,332,12.1,22.81
"2022-12-11 05:00:00",40,"Marena D3",36.06525,-97.21513,332,12.1,22.88
"2022-12-11 06:00:00",41,"Marena D3",36.06525,-97.21513,332,12.09,22.99
"2022-12-11 07:00:00",42,"Marena D3",36.06525,-97.21513,332,12.09,22.95
"2022-12-11 08:00:00",43,"Marena D3",36.06525,-97.21513,332,12.09,23
"2022-12-11 09:00:00",44,"Marena D3",36.06525,-97.21513,332,12.1,22.95
"2022-12-11 10:00:00",45,"Marena D3",36.06525,-97.21513,332,12.09,22.95
"2022-12-11 11:00:00",46,"Marena D3",36.06525,-97.21513,332,12.1,22.95
"2022-12-11 12:00:00",47,"Marena D3",36.06525,-97.21513,332,12.09,23.02
"2022-12-11 13:00:00",48,"Marena D3",36.06525,-97.21513,332,12.07,22.98
"2022-12-11 14:00:00",49,"Marena D3",36.06525,-97.21513,332,12.03,25.21
"2022-12-11 15:00:00",50,"Marena D3",36.06525,-97.21513,332,12.04,25.07
"2022-12-11 16:00:00",51,"Marena D3",36.06525,-97.21513,332,12.09,23.15
"2022-12-11 17:00:00",52,"Marena D3",36.06525,-97.21513,332,12.09,23.04
"2022-12-11 18:00:00",53,"Marena D3",36.06525,-97.21513,332,12.09,22.95
"2022-12-11 19:00:00",54,"Marena D3",36.06525,-97.21513,332,12.09,22.97
"2022-12-11 20:00:00",55,"Marena D3",36.06525,-97.21513,332,12.09,22.94
"2022-12-11 21:00:00",56,"Marena D3",36.06525,-97.21513,332,12.09,22.9
"2022-12-11 22:00:00",57,"Marena D3",36.06525,-97.21513,332,12.09,22.96
"2022-12-11 23:00:00",58,"Marena D3",36.06525,-97.21513,332,12.09,22.9
"2022-12-12 00:00:00",59,"Marena D3",36.06525,-97.21513,332,12.09,22.95
"2022-12-12 01:00:00",60,"Marena D3",36.06525,-97.21513,332,12.09,22.86
"2022-12-12 02:00:00",61,"Marena D3",36.06525,-97.21513,332,12.09,22.95
"2022-12-12 03:00:00",62,"Marena D3",36.06525,-97.21513,332,12.09,22.89
"2022-12-12 04:00:00",63,"Marena D3",36.06525,-97.21513,332,12.09,22.96
"2022-12-12 05:00:00",64,"Marena D3",36.06525,-97.21513,332,12.09,22.99
"2022-12-12 06:00:00",65,"Marena D3",36.06525,-97.21513,332,12.09,22.91
"2022-12-12 07:00:00",66,"Marena D3",36.06525,-97.21513,332,12.09,22.94
"2022-12-12 08:00:00",67,"Marena D3",36.06525,-97.21513,332,12.09,22.98
"2022-12-12 09:00:00",68,"Marena D3",36.06525,-97.21513,332,12.08,23.55
"2022-12-12 10:00:00",69,"Marena D3",36.06525,-97.21513,332,12,24.85
"2022-12-12 11:00:00",70,"Marena D3",36.06525,-97.21513,332,12.03,25.31
"2022-12-12 12:00:00",71,"Marena D3",36.06525,-97.21513,332,12.02,26.26
"2022-12-12 13:00:00",72,"Marena D3",36.06525,-97.21513,332,12.02,25.27
"2022-12-12 14:00:00",73,"Marena D3",36.06525,-97.21513,332,12.03,25.13
"2022-12-12 15:00:00",74,"Marena D3",36.06525,-97.21513,332,12.03,25.2
"2022-12-12 16:00:00",75,"Marena D3",36.06525,-97.21513,332,12.03,25.12
"2022-12-12 17:00:00",76,"Marena D3",36.06525,-97.21513,332,12.03,25.12
"2022-12-12 18:00:00",77,"Marena D3",36.06525,-97.21513,332,12.03,23.19
"2022-12-12 19:00:00",78,"Marena D3",36.06525,-97.21513,332,12.08,22.77
"2022-12-12 20:00:00",79,"Marena D3",36.06525,-97.21513,332,12.08,22.91
"2022-12-12 21:00:00",80,"Marena D3",36.06525,-97.21513,332,12.08,22.77
"2022-12-12 22:00:00",81,"Marena D3",36.06525,-97.21513,332,12.08,22.93
"2022-12-12 23:00:00",82,"Marena D3",36.06525,-97.21513,332,12.08,22.92
"2022-12-13 00:00:00",83,"Marena D3",36.06525,-97.21513,332,12.08,22.92
"2022-12-13 01:00:00",84,"Marena D3",36.06525,-97.21513,332,12.08,22.87
"2022-12-13 02:00:00",85,"Marena D3",36.06525,-97.21513,332,12.08,22.82
"2022-12-13 03:00:00",86,"Marena D3",36.06525,-97.21513,332,12.08,22.84
"2022-12-13 04:00:00",87,"Marena D3",36.06525,-97.21513,332,12.08,22.95
"2022-12-13 05:00:00",88,"Marena D3",36.06525,-97.21513,332,12.08,22.96
"2022-12-13 06:00:00",89,"Marena D3",36.06525,-97.21513,332,12.08,22.87
"2022-12-13 07:00:00",90,"Marena D3",36.06525,-97.21513,332,12.08,22.93
"2022-12-13 08:00:00",91,"Marena D3",36.06525,-97.21513,332,12.08,22.93
"2022-12-13 09:00:00",92,"Marena D3",36.06525,-97.21513,332,12.08,23.18
"2022-12-13 10:00:00",93,"Marena D3",36.06525,-97.21513,332,12.7,25.01
"2022-12-13 11:00:00",94,"Marena D3",36.06525,-97.21513,332,12.75,25.05
"2022-12-13 12:00:00",95,"Marena D3",36.06525,-97.21513,332,12.78,25.06
"2022-12-13 13:00:00",96,"Marena D3",36.06525,-97.21513,332,12.84,24.78
"2022-12-13 14:00:00",97,"Marena D3",36.06525,-97.21513,332,12.89,24.98
"2022-12-13 15:00:00",98,"Marena D3",36.06525,-97.21513,332,12.92,24.94
"2022-12-13 16:00:00",99,"Marena D3",36.06525,-97.21513,332,12.98,24.9
"2022-12-13 17:00:00",100,"Marena D3",36.06525,-97.21513,332,13.04,24.95
"2022-12-13 18:00:00",101,"Marena D3",36.06525,-97.21513,332,12.55,23.16
"2022-12-13 19:00:00",102,"Marena D3",36.06525,-97.21513,332,12.51,23
"2022-12-15 08:00:00",103,"Marena D3",36.06525,-97.21513,332,0,24.35
"2022-12-16 13:00:00",104,"Marena D3",36.06525,-97.21513,332,13.47,9.38
"2022-12-16 14:00:00",105,"Marena D3",36.06525,-97.21513,332,13.31,10.99
"2022-12-16 15:00:00",106,"Marena D3",36.06525,-97.21513,332,13.13,8.72
"2022-12-16 16:00:00",107,"Marena D3",36.06525,-97.21513,332,12.92,9.23
"2022-12-16 17:00:00",108,"Marena D3",36.06525,-97.21513,332,12.55,5.255
"2022-12-16 18:00:00",109,"Marena D3",36.06525,-97.21513,332,12.51,1.212
"2022-12-16 19:00:00",110,"Marena D3",36.06525,-97.21513,332,12.53,-1.138
"2022-12-16 20:00:00",111,"Marena D3",36.06525,-97.21513,332,12.52,-2.684
"2022-12-16 21:00:00",112,"Marena D3",36.06525,-97.21513,332,12.5,-2.921
"2022-12-16 22:00:00",113,"Marena D3",36.06525,-97.21513,332,12.49,-3.595
"2022-12-16 23:00:00",114,"Marena D3",36.06525,-97.21513,332,12.49,-4.081
"2022-12-17 00:00:00",115,"Marena D3",36.06525,-97.21513,332,12.48,-4.002
"2022-12-17 01:00:00",116,"Marena D3",36.06525,-97.21513,332,12.47,-3.752
"2022-12-17 02:00:00",117,"Marena D3",36.06525,-97.21513,332,12.47,-4.191
"2022-12-17 03:00:00",118,"Marena D3",36.06525,-97.21513,332,12.47,-5.008
"2022-12-17 04:00:00",119,"Marena D3",36.06525,-97.21513,332,12.46,-5.185
"2022-12-17 05:00:00",120,"Marena D3",36.06525,-97.21513,332,12.45,-5.317
"2022-12-17 06:00:00",121,"Marena D3",36.06525,-97.21513,332,12.45,-5.267
"2022-12-17 07:00:00",122,"Marena D3",36.06525,-97.21513,332,12.45,-5.808
"2022-12-17 08:00:00",123,"Marena D3",36.06525,-97.21513,332,12.45,-4.901
"2022-12-17 09:00:00",124,"Marena D3",36.06525,-97.21513,332,13.62,1.121
"2022-12-17 10:00:00",125,"Marena D3",36.06525,-97.21513,332,14.08,6.776
"2022-12-17 11:00:00",126,"Marena D3",36.06525,-97.21513,332,13.99,9.85
"2022-12-17 12:00:00",127,"Marena D3",36.06525,-97.21513,332,13.57,10.28
"2022-12-17 13:00:00",128,"Marena D3",36.06525,-97.21513,332,13.42,11.28
"2022-12-17 14:00:00",129,"Marena D3",36.06525,-97.21513,332,13.3,11.9
"2022-12-17 15:00:00",130,"Marena D3",36.06525,-97.21513,332,13.18,12.57
"2022-12-17 16:00:00",131,"Marena D3",36.06525,-97.21513,332,13.04,11.94
"2022-12-17 17:00:00",132,"Marena D3",36.06525,-97.21513,332,12.74,8.52
"2022-12-17 18:00:00",133,"Marena D3",36.06525,-97.21513,332,12.64,0.65
"2022-12-17 19:00:00",134,"Marena D3",36.06525,-97.21513,332,12.63,-2.716
"2022-12-17 20:00:00",135,"Marena D3",36.06525,-97.21513,332,12.61,-2.806
"2022-12-17 21:00:00",136,"Marena D3",36.06525,-97.21513,332,12.59,-3.296
"2022-12-17 22:00:00",137,"Marena D3",36.06525,-97.21513,332,12.58,-2.931
"2022-12-17 23:00:00",138,"Marena D3",36.06525,-97.21513,332,12.57,-3.291
"2022-12-18 00:00:00",139,"Marena D3",36.06525,-97.21513,332,12.56,-3.523
"2022-12-18 01:00:00",140,"Marena D3",36.06525,-97.21513,332,12.56,-3.87
"2022-12-18 02:00:00",141,"Marena D3",36.06525,-97.21513,332,12.55,-4.549
"2022-12-18 03:00:00",142,"Marena D3",36.06525,-97.21513,332,12.55,-4.442
"2022-12-18 04:00:00",143,"Marena D3",36.06525,-97.21513,332,12.54,-4.646
"2022-12-18 05:00:00",144,"Marena D3",36.06525,-97.21513,332,12.54,-5.37
"2022-12-18 06:00:00",145,"Marena D3",36.06525,-97.21513,332,12.54,-5.828
"2022-12-18 07:00:00",146,"Marena D3",36.06525,-97.21513,332,12.53,-5.843
"2022-12-18 08:00:00",147,"Marena D3",36.06525,-97.21513,332,12.53,-5.397
"2022-12-18 09:00:00",148,"Marena D3",36.06525,-97.21513,332,13.74,2.15
"2022-12-18 10:00:00",149,"Marena D3",36.06525,-97.21513,332,14.01,9.68
"2022-12-18 11:00:00",150,"Marena D3",36.06525,-97.21513,332,13.93,12.57
"2022-12-18 12:00:00",151,"Marena D3",36.06525,-97.21513,332,13.33,14.43
"2022-12-18 13:00:00",152,"Marena D3",36.06525,-97.21513,332,13.32,15.52
"2022-12-18 14:00:00",153,"Marena D3",36.06525,-97.21513,332,13.19,16.2
"2022-12-18 15:00:00",154,"Marena D3",36.06525,-97.21513,332,12.92,14.75
"2022-12-18 16:00:00",155,"Marena D3",36.06525,-97.21513,332,12.76,12.23
"2022-12-18 17:00:00",156,"Marena D3",36.06525,-97.21513,332,12.63,10.63
"2022-12-18 18:00:00",157,"Marena D3",36.06525,-97.21513,332,12.61,7.115
"2022-12-18 19:00:00",158,"Marena D3",36.06525,-97.21513,332,12.64,5.581
"2022-12-18 20:00:00",159,"Marena D3",36.06525,-97.21513,332,12.63,5.201
"2022-12-18 21:00:00",160,"Marena D3",36.06525,-97.21513,332,12.62,5.486
"2022-12-18 22:00:00",161,"Marena D3",36.06525,-97.21513,332,12.62,5.426
"2022-12-18 23:00:00",162,"Marena D3",36.06525,-97.21513,332,12.61,6.064
"2022-12-19 00:00:00",163,"Marena D3",36.06525,-97.21513,332,12.61,6.004
"2022-12-19 01:00:00",164,"Marena D3",36.06525,-97.21513,332,12.61,5.665
"2022-12-19 02:00:00",165,"Marena D3",36.06525,-97.21513,332,12.61,5.439
"2022-12-19 03:00:00",166,"Marena D3",36.06525,-97.21513,332,12.6,5.641
"2022-12-19 04:00:00",167,"Marena D3",36.06525,-97.21513,332,12.6,5.526
"2022-12-19 05:00:00",168,"Marena D3",36.06525,-97.21513,332,12.6,5.6
"2022-12-19 06:00:00",169,"Marena D3",36.06525,-97.21513,332,12.6,5.439
"2022-12-19 07:00:00",170,"Marena D3",36.06525,-97.21513,332,12.6,5.479
"2022-12-19 08:00:00",171,"Marena D3",36.06525,-97.21513,332,12.59,5.222
"2022-12-19 09:00:00",172,"Marena D3",36.06525,-97.21513,332,12.63,5.698
"2022-12-19 10:00:00",173,"Marena D3",36.06525,-97.21513,332,12.76,8.41
"2022-12-19 11:00:00",174,"Marena D3",36.06525,-97.21513,332,12.93,11.34
"2022-12-19 12:00:00",175,"Marena D3",36.06525,-97.21513,332,13.86,16.46
"2022-12-19 13:00:00",176,"Marena D3",36.06525,-97.21513,332,13.81,18.04
"2022-12-19 14:00:00",177,"Marena D3",36.06525,-97.21513,332,13.54,17.75
"2022-12-19 15:00:00",178,"Marena D3",36.06525,-97.21513,332,13.01,16.62
"2022-12-19 16:00:00",179,"Marena D3",36.06525,-97.21513,332,13.15,15.92
"2022-12-19 17:00:00",180,"Marena D3",36.06525,-97.21513,332,12.78,12.34
"2022-12-19 18:00:00",181,"Marena D3",36.06525,-97.21513,332,12.69,7.994
"2022-12-19 19:00:00",182,"Marena D3",36.06525,-97.21513,332,12.69,6.458
"2022-12-19 20:00:00",183,"Marena D3",36.06525,-97.21513,332,12.68,5.744
"2022-12-19 21:00:00",184,"Marena D3",36.06525,-97.21513,332,12.67,5.212
"2022-12-19 22:00:00",185,"Marena D3",36.06525,-97.21513,332,12.66,4.485
"2022-12-19 23:00:00",186,"Marena D3",36.06525,-97.21513,332,12.66,4.199
"2022-12-20 00:00:00",187,"Marena D3",36.06525,-97.21513,332,12.65,3.947
"2022-12-20 01:00:00",188,"Marena D3",36.06525,-97.21513,332,12.65,3.875
"2022-12-20 02:00:00",189,"Marena D3",36.06525,-97.21513,332,12.65,4.141
"2022-12-20 03:00:00",190,"Marena D3",36.06525,-97.21513,332,12.64,3.728
"2022-12-20 04:00:00",191,"Marena D3",36.06525,-97.21513,332,12.64,3.094
"2022-12-20 05:00:00",192,"Marena D3",36.06525,-97.21513,332,12.64,1.295
"2022-12-20 06:00:00",193,"Marena D3",36.06525,-97.21513,332,12.63,-0.531
"2022-12-20 07:00:00",194,"Marena D3",36.06525,-97.21513,332,12.63,-1.261
"2022-12-20 08:00:00",195,"Marena D3",36.06525,-97.21513,332,12.62,-2.04
"2022-12-20 09:00:00",196,"Marena D3",36.06525,-97.21513,332,12.63,-2.271
"2022-12-20 10:00:00",197,"Marena D3",36.06525,-97.21513,332,12.6,-0.467
"2022-12-20 11:00:00",198,"Marena D3",36.06525,-97.21513,332,12.6,-0.322
"2022-12-20 12:00:00",199,"Marena D3",36.06525,-97.21513,332,12.67,0.247
"2022-12-20 13:00:00",200,"Marena D3",36.06525,-97.21513,332,12.76,0.747
"2022-12-20 14:00:00",201,"Marena D3",36.06525,-97.21513,332,12.84,0.786
"2022-12-20 15:00:00",202,"Marena D3",36.06525,-97.21513,332,12.89,1.191
"2022-12-20 16:00:00",203,"Marena D3",36.06525,-97.21513,332,12.94,1.856
"2022-12-20 17:00:00",204,"Marena D3",36.06525,-97.21513,332,12.67,0.595
"2022-12-20 18:00:00",205,"Marena D3",36.06525,-97.21513,332,12.6,-3.456
"2022-12-20 19:00:00",206,"Marena D3",36.06525,-97.21513,332,12.63,-5.922
"2022-12-20 20:00:00",207,"Marena D3",36.06525,-97.21513,332,12.61,-6.346
"2022-12-20 21:00:00",208,"Marena D3",36.06525,-97.21513,332,12.6,-6.633
"2022-12-20 22:00:00",209,"Marena D3",36.06525,-97.21513,332,12.59,-6.932
"2022-12-20 23:00:00",210,"Marena D3",36.06525,-97.21513,332,12.59,-6.685
"2022-12-21 00:00:00",211,"Marena D3",36.06525,-97.21513,332,12.58,-6.059
"2022-12-21 01:00:00",212,"Marena D3",36.06525,-97.21513,332,12.58,-5.928
"2022-12-21 02:00:00",213,"Marena D3",36.06525,-97.21513,332,12.58,-5.97
"2022-12-21 03:00:00",214,"Marena D3",36.06525,-97.21513,332,12.58,-4.752
"2022-12-21 04:00:00",215,"Marena D3",36.06525,-97.21513,332,12.59,-4.119
"2022-12-21 05:00:00",216,"Marena D3",36.06525,-97.21513,332,12.59,-3.543
"2022-12-21 06:00:00",217,"Marena D3",36.06525,-97.21513,332,12.59,-3.305
"2022-12-21 07:00:00",218,"Marena D3",36.06525,-97.21513,332,12.59,-3.15
"2022-12-21 08:00:00",219,"Marena D3",36.06525,-97.21513,332,12.59,-2.869
"2022-12-21 09:00:00",220,"Marena D3",36.06525,-97.21513,332,12.61,-2.214
"2022-12-21 10:00:00",221,"Marena D3",36.06525,-97.21513,332,12.6,-0.065
"2022-12-21 11:00:00",222,"Marena D3",36.06525,-97.21513,332,12.73,0.763
"2022-12-21 12:00:00",223,"Marena D3",36.06525,-97.21513,332,12.96,3.079
"2022-12-21 13:00:00",224,"Marena D3",36.06525,-97.21513,332,13.3,5.64
"2022-12-21 14:00:00",225,"Marena D3",36.06525,-97.21513,332,13.04,7.062
"2022-12-21 15:00:00",226,"Marena D3",36.06525,-97.21513,332,12.82,7.12
"2022-12-21 16:00:00",227,"Marena D3",36.06525,-97.21513,332,12.69,6.894
"2022-12-21 17:00:00",228,"Marena D3",36.06525,-97.21513,332,12.61,6.631
"2022-12-21 18:00:00",229,"Marena D3",36.06525,-97.21513,332,12.6,4.455
"2022-12-21 19:00:00",230,"Marena D3",36.06525,-97.21513,332,12.64,4.125
"2022-12-21 20:00:00",231,"Marena D3",36.06525,-97.21513,332,12.63,3.791
"2022-12-21 21:00:00",232,"Marena D3",36.06525,-97.21513,332,12.62,2.877
"2022-12-21 22:00:00",233,"Marena D3",36.06525,-97.21513,332,12.62,1.695
"2022-12-21 23:00:00",234,"Marena D3",36.06525,-97.21513,332,12.61,0.679
"2022-12-22 00:00:00",235,"Marena D3",36.06525,-97.21513,332,12.61,2.783
"2022-12-22 01:00:00",236,"Marena D3",36.06525,-97.21513,332,12.6,3.011
"2022-12-22 02:00:00",237,"Marena D3",36.06525,-97.21513,332,12.6,3.325
"2022-12-22 03:00:00",238,"Marena D3",36.06525,-97.21513,332,12.6,2.892
"2022-12-22 04:00:00",239,"Marena D3",36.06525,-97.21513,332,12.6,-5.744
"2022-12-22 05:00:00",240,"Marena D3",36.06525,-97.21513,332,12.58,-9.73
"2022-12-22 06:00:00",241,"Marena D3",36.06525,-97.21513,332,12.57,-11.71
"2022-12-22 07:00:00",242,"Marena D3",36.06525,-97.21513,332,12.55,-13.77
"2022-12-22 08:00:00",243,"Marena D3",36.06525,-97.21513,332,12.54,-14.79
"2022-12-22 09:00:00",244,"Marena D3",36.06525,-97.21513,332,12.55,-15.48
"2022-12-22 10:00:00",245,"Marena D3",36.06525,-97.21513,332,12.63,-14.35
"2022-12-22 11:00:00",246,"Marena D3",36.06525,-97.21513,332,12.67,-14.55
"2022-12-22 12:00:00",247,"Marena D3",36.06525,-97.21513,332,12.81,-13.07
"2022-12-22 13:00:00",248,"Marena D3",36.06525,-97.21513,332,14.56,-10.75
"2022-12-22 14:00:00",249,"Marena D3",36.06525,-97.21513,332,14.51,-11.03
"2022-12-22 15:00:00",250,"Marena D3",36.06525,-97.21513,332,14.51,-11.18
"2022-12-22 16:00:00",251,"Marena D3",36.06525,-97.21513,332,13.18,-13.04
"2022-12-22 17:00:00",252,"Marena D3",36.06525,-97.21513,332,12.84,-13.87
"2022-12-22 18:00:00",253,"Marena D3",36.06525,-97.21513,332,12.71,-16.39
"2022-12-22 19:00:00",254,"Marena D3",36.06525,-97.21513,332,12.73,-17.31
"2022-12-22 20:00:00",255,"Marena D3",36.06525,-97.21513,332,12.71,-17.5
"2022-12-22 21:00:00",256,"Marena D3",36.06525,-97.21513,332,12.69,-17.55
"2022-12-22 22:00:00",257,"Marena D3",36.06525,-97.21513,332,12.67,-17.55
"2022-12-22 23:00:00",258,"Marena D3",36.06525,-97.21513,332,12.65,-17.68
"2022-12-23 00:00:00",259,"Marena D3",36.06525,-97.21513,332,12.63,-17.64
"2022-12-23 01:00:00",260,"Marena D3",36.06525,-97.21513,332,12.61,-17.63
"2022-12-23 02:00:00",261,"Marena D3",36.06525,-97.21513,332,12.6,-17.76
"2022-12-23 03:00:00",262,"Marena D3",36.06525,-97.21513,332,12.58,-17.79
"2022-12-23 04:00:00",263,"Marena D3",36.06525,-97.21513,332,12.56,-17.78
"2022-12-23 05:00:00",264,"Marena D3",36.06525,-97.21513,332,12.55,-17.69
"2022-12-23 06:00:00",265,"Marena D3",36.06525,-97.21513,332,12.54,-17.03
"2022-12-23 07:00:00",266,"Marena D3",36.06525,-97.21513,332,12.53,-16.86
"2022-12-23 08:00:00",267,"Marena D3",36.06525,-97.21513,332,12.53,-16.45
"2022-12-23 09:00:00",268,"Marena D3",36.06525,-97.21513,332,12.69,-15.13
"2022-12-23 10:00:00",269,"Marena D3",36.06525,-97.21513,332,14.51,-9.98
"2022-12-23 11:00:00",270,"Marena D3",36.06525,-97.21513,332,14.47,-7.789
"2022-12-23 12:00:00",271,"Marena D3",36.06525,-97.21513,332,14.38,-4.767
"2022-12-23 13:00:00",272,"Marena D3",36.06525,-97.21513,332,14.34,-2.963
"2022-12-23 14:00:00",273,"Marena D3",36.06525,-97.21513,332,14.29,-1.949
"2022-12-23 15:00:00",274,"Marena D3",36.06525,-97.21513,332,14.29,-1.395
"2022-12-23 16:00:00",275,"Marena D3",36.06525,-97.21513,332,14.29,-1.952
"2022-12-23 17:00:00",276,"Marena D3",36.06525,-97.21513,332,13.14,-5.221
"2022-12-23 18:00:00",277,"Marena D3",36.06525,-97.21513,332,12.82,-10.79
"2022-12-23 19:00:00",278,"Marena D3",36.06525,-97.21513,332,12.79,-12.36
"2022-12-23 20:00:00",279,"Marena D3",36.06525,-97.21513,332,12.76,-12.92
"2022-12-23 21:00:00",280,"Marena D3",36.06525,-97.21513,332,12.74,-13.57
"2022-12-23 22:00:00",281,"Marena D3",36.06525,-97.21513,332,12.73,-14.56
"2022-12-23 23:00:00",282,"Marena D3",36.06525,-97.21513,332,12.72,-14.35
"2022-12-24 00:00:00",283,"Marena D3",36.06525,-97.21513,332,12.71,-15.15
"2022-12-24 01:00:00",284,"Marena D3",36.06525,-97.21513,332,12.7,-15.17
"2022-12-24 02:00:00",285,"Marena D3",36.06525,-97.21513,332,12.69,-15.33
"2022-12-24 03:00:00",286,"Marena D3",36.06525,-97.21513,332,12.68,-14.79
"2022-12-24 04:00:00",287,"Marena D3",36.06525,-97.21513,332,12.68,-15.14
"2022-12-24 05:00:00",288,"Marena D3",36.06525,-97.21513,332,12.67,-14.93
"2022-12-24 06:00:00",289,"Marena D3",36.06525,-97.21513,332,12.67,-14.13
"2022-12-24 07:00:00",290,"Marena D3",36.06525,-97.21513,332,12.67,-13.35
"2022-12-24 08:00:00",291,"Marena D3",36.06525,-97.21513,332,12.66,-13.57
"2022-12-24 09:00:00",292,"Marena D3",36.06525,-97.21513,332,13.06,-7.974
"2022-12-24 10:00:00",293,"Marena D3",36.06525,-97.21513,332,14.3,-1.814
"2022-12-24 11:00:00",294,"Marena D3",36.06525,-97.21513,332,14.21,1.428
"2022-12-24 12:00:00",295,"Marena D3",36.06525,-97.21513,332,14.17,3.508
"2022-12-24 13:00:00",296,"Marena D3",36.06525,-97.21513,332,14.12,4.848
"2022-12-24 14:00:00",297,"Marena D3",36.06525,-97.21513,332,14.08,6.328
"2022-12-24 15:00:00",298,"Marena D3",36.06525,-97.21513,332,14.04,6.486
"2022-12-24 16:00:00",299,"Marena D3",36.06525,-97.21513,332,14.04,5.698
"2022-12-24 17:00:00",300,"Marena D3",36.06525,-97.21513,332,12.98,1.524
"2022-12-24 18:00:00",301,"Marena D3",36.06525,-97.21513,332,12.8,-4.842
"2022-12-24 19:00:00",302,"Marena D3",36.06525,-97.21513,332,12.78,-7.022
"2022-12-24 20:00:00",303,"Marena D3",36.06525,-97.21513,332,12.75,-7.411
"2022-12-24 21:00:00",304,"Marena D3",36.06525,-97.21513,332,12.74,-7.541
"2022-12-24 22:00:00",305,"Marena D3",36.06525,-97.21513,332,12.72,-7.449
"2022-12-24 23:00:00",306,"Marena D3",36.06525,-97.21513,332,12.72,-8.6
"2022-12-25 00:00:00",307,"Marena D3",36.06525,-97.21513,332,12.71,-9.34
"2022-12-25 01:00:00",308,"Marena D3",36.06525,-97.21513,332,12.7,-9.77
"2022-12-25 02:00:00",309,"Marena D3",36.06525,-97.21513,332,12.69,-10.24
"2022-12-25 03:00:00",310,"Marena D3",36.06525,-97.21513,332,12.68,-9.83
"2022-12-25 04:00:00",311,"Marena D3",36.06525,-97.21513,332,12.68,-10.09
"2022-12-25 05:00:00",312,"Marena D3",36.06525,-97.21513,332,12.68,-10.97
"2022-12-25 06:00:00",313,"Marena D3",36.06525,-97.21513,332,12.67,-11.09
"2022-12-25 07:00:00",314,"Marena D3",36.06525,-97.21513,332,12.67,-10.99
