"TOA5","CR300Series_NRCS_C3","CR300","31517","CR300-CELL205.Std.10.07","CPU:nrcs_marena_C3.CR300","53342","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2022-12-09 15:00:00",22,"Marena C3",36.06354,-97.2178,328,11.74,24.93
"2022-12-09 16:00:00",23,"Marena C3",36.06354,-97.2178,328,11.72,24.95
"2022-12-09 17:00:00",24,"Marena C3",36.06354,-97.2178,328,11.73,23.63
"2022-12-09 18:00:00",25,"Marena C3",36.06354,-97.2178,328,11.79,22.84
"2022-12-09 19:00:00",26,"Marena C3",36.06354,-97.2178,328,11.79,22.94
"2022-12-09 20:00:00",27,"Marena C3",36.06354,-97.2178,328,11.79,22.84
"2022-12-09 21:00:00",28,"Marena C3",36.06354,-97.2178,328,11.79,22.87
"2022-12-09 22:00:00",29,"Marena C3",36.06354,-97.2178,328,11.79,22.83
"2022-12-09 23:00:00",30,"Marena C3",36.06354,-97.2178,328,11.79,22.82
"2022-12-10 00:00:00",31,"Marena C3",36.06354,-97.2178,328,11.79,22.86
"2022-12-10 01:00:00",32,"Marena C3",36.06354,-97.2178,328,11.79,22.77
"2022-12-10 02:00:00",33,"Marena C3",36.06354,-97.2178,328,11.79,22.76
"2022-12-10 03:00:00",34,"Marena C3",36.06354,-97.2178,328,11.79,22.75
"2022-12-10 04:00:00",35,"Marena C3",36.06354,-97.2178,328,11.79,22.79
"2022-12-10 05:00:00",36,"Marena C3",36.06354,-97.2178,328,11.78,22.84
"2022-12-10 06:00:00",37,"Marena C3",36.06354,-97.2178,328,11.78,22.78
"2022-12-10 07:00:00",38,"Marena C3",36.06354,-97.2178,328,11.78,22.77
"2022-12-10 08:00:00",39,"Marena C3",36.06354,-97.2178,328,11.78,22.74
"2022-12-10 09:00:00",40,"Marena C3",36.06354,-97.2178,328,11.78,22.82
"2022-12-10 10:00:00",41,"Marena C3",36.06354,-97.2178,328,11.78,22.78
"2022-12-10 11:00:00",42,"Marena C3",36.06354,-97.2178,328,11.78,22.82
"2022-12-10 12:00:00",43,"Marena C3",36.06354,-97.2178,328,11.78,22.84
"2022-12-10 13:00:00",44,"Marena C3",36.06354,-97.2178,328,11.75,22.78
"2022-12-10 14:00:00",45,"Marena C3",36.06354,-97.2178,328,11.71,24.58
"2022-12-10 15:00:00",46,"Marena C3",36.06354,-97.2178,328,11.71,24.57
"2022-12-10 16:00:00",47,"Marena C3",36.06354,-97.2178,328,11.76,22.83
"2022-12-10 17:00:00",48,"Marena C3",36.06354,-97.2178,328,11.77,22.76
"2022-12-10 18:00:00",49,"Marena C3",36.06354,-97.2178,328,11.77,22.73
"2022-12-10 19:00:00",50,"Marena C3",36.06354,-97.2178,328,11.76,22.78
"2022-12-10 20:00:00",51,"Marena C3",36.06354,-97.2178,328,11.76,22.77
"2022-12-10 21:00:00",52,"Marena C3",36.06354,-97.2178,328,11.76,22.78
"2022-12-10 22:00:00",53,"Marena C3",36.06354,-97.2178,328,11.76,22.83
"2022-12-10 23:00:00",54,"Marena C3",36.06354,-97.2178,328,11.76,22.87
"2022-12-11 00:00:00",55,"Marena C3",36.06354,-97.2178,328,11.76,22.73
"2022-12-11 01:00:00",56,"Marena C3",36.06354,-97.2178,328,11.76,22.91
"2022-12-11 02:00:00",57,"Marena C3",36.06354,-97.2178,328,11.76,22.91
"2022-12-11 03:00:00",58,"Marena C3",36.06354,-97.2178,328,11.76,22.94
"2022-12-11 04:00:00",59,"Marena C3",36.06354,-97.2178,328,11.76,22.82
"2022-12-11 05:00:00",60,"Marena C3",36.06354,-97.2178,328,11.76,22.8
"2022-12-11 06:00:00",61,"Marena C3",36.06354,-97.2178,328,11.76,22.72
"2022-12-11 07:00:00",62,"Marena C3",36.06354,-97.2178,328,11.75,22.74
"2022-12-11 08:00:00",63,"Marena C3",36.06354,-97.2178,328,11.75,22.92
"2022-12-11 09:00:00",64,"Marena C3",36.06354,-97.2178,328,11.75,22.92
"2022-12-11 10:00:00",65,"Marena C3",36.06354,-97.2178,328,11.75,22.87
"2022-12-11 11:00:00",66,"Marena C3",36.06354,-97.2178,328,11.75,22.62
"2022-12-11 12:00:00",67,"Marena C3",36.06354,-97.2178,328,11.75,22.82
"2022-12-11 13:00:00",68,"Marena C3",36.06354,-97.2178,328,11.72,22.83
"2022-12-11 14:00:00",69,"Marena C3",36.06354,-97.2178,328,11.69,24.7
"2022-12-11 15:00:00",70,"Marena C3",36.06354,-97.2178,328,11.68,24.8
"2022-12-11 16:00:00",71,"Marena C3",36.06354,-97.2178,328,11.73,22.94
"2022-12-11 17:00:00",72,"Marena C3",36.06354,-97.2178,328,11.74,22.78
"2022-12-11 18:00:00",73,"Marena C3",36.06354,-97.2178,328,11.74,22.83
"2022-12-11 19:00:00",74,"Marena C3",36.06354,-97.2178,328,11.74,22.71
"2022-12-11 20:00:00",75,"Marena C3",36.06354,-97.2178,328,11.74,22.81
"2022-12-11 21:00:00",76,"Marena C3",36.06354,-97.2178,328,11.74,22.85
"2022-12-11 22:00:00",77,"Marena C3",36.06354,-97.2178,328,11.73,22.83
"2022-12-11 23:00:00",78,"Marena C3",36.06354,-97.2178,328,11.73,22.71
"2022-12-12 00:00:00",79,"Marena C3",36.06354,-97.2178,328,11.73,22.74
"2022-12-12 01:00:00",80,"Marena C3",36.06354,-97.2178,328,11.73,22.8
"2022-12-12 02:00:00",81,"Marena C3",36.06354,-97.2178,328,11.73,22.89
"2022-12-12 03:00:00",82,"Marena C3",36.06354,-97.2178,328,11.73,22.78
"2022-12-12 04:00:00",83,"Marena C3",36.06354,-97.2178,328,11.73,22.81
"2022-12-12 05:00:00",84,"Marena C3",36.06354,-97.2178,328,11.73,22.85
"2022-12-12 06:00:00",85,"Marena C3",36.06354,-97.2178,328,11.73,22.77
"2022-12-12 07:00:00",86,"Marena C3",36.06354,-97.2178,328,11.73,22.82
"2022-12-12 08:00:00",87,"Marena C3",36.06354,-97.2178,328,11.73,22.84
"2022-12-12 09:00:00",88,"Marena C3",36.06354,-97.2178,328,11.68,24.16
"2022-12-12 10:00:00",89,"Marena C3",36.06354,-97.2178,328,11.66,24.72
"2022-12-12 11:00:00",90,"Marena C3",36.06354,-97.2178,328,11.63,24.98
"2022-12-12 12:00:00",91,"Marena C3",36.06354,-97.2178,328,11.59,24.76
"2022-12-12 13:00:00",92,"Marena C3",36.06354,-97.2178,328,11.63,24.82
"2022-12-12 14:00:00",93,"Marena C3",36.06354,-97.2178,328,11.63,24.92
"2022-12-12 15:00:00",94,"Marena C3",36.06354,-97.2178,328,11.62,24.96
"2022-12-12 16:00:00",95,"Marena C3",36.06354,-97.2178,328,12.54,24.87
"2022-12-12 17:00:00",96,"Marena C3",36.06354,-97.2178,328,12.81,24.95
"2022-12-12 18:00:00",97,"Marena C3",36.06354,-97.2178,328,13,23.04
"2022-12-12 19:00:00",98,"Marena C3",36.06354,-97.2178,328,13.2,22.82
"2022-12-12 20:00:00",99,"Marena C3",36.06354,-97.2178,328,13.38,22.68
"2022-12-12 21:00:00",100,"Marena C3",36.06354,-97.2178,328,13.65,22.75
"2022-12-12 22:00:00",101,"Marena C3",36.06354,-97.2178,328,13.9,22.83
"2022-12-12 23:00:00",102,"Marena C3",36.06354,-97.2178,328,14.47,22.68
"2022-12-13 00:00:00",103,"Marena C3",36.06354,-97.2178,328,15.2,22.81
"2022-12-13 01:00:00",104,"Marena C3",36.06354,-97.2178,328,15.73,22.71
"2022-12-13 02:00:00",105,"Marena C3",36.06354,-97.2178,328,15.98,22.69
"2022-12-13 03:00:00",106,"Marena C3",36.06354,-97.2178,328,16.13,22.77
"2022-12-13 04:00:00",107,"Marena C3",36.06354,-97.2178,328,16.17,22.85
"2022-12-13 05:00:00",108,"Marena C3",36.06354,-97.2178,328,16.15,22.81
"2022-12-13 06:00:00",109,"Marena C3",36.06354,-97.2178,328,16.09,22.75
"2022-12-13 07:00:00",110,"Marena C3",36.06354,-97.2178,328,16.04,22.59
"2022-12-13 08:00:00",111,"Marena C3",36.06354,-97.2178,328,15.87,22.86
"2022-12-13 09:00:00",112,"Marena C3",36.06354,-97.2178,328,13.76,23.06
"2022-12-13 10:00:00",113,"Marena C3",36.06354,-97.2178,328,13.26,24.74
"2022-12-13 11:00:00",114,"Marena C3",36.06354,-97.2178,328,13.21,24.76
"2022-12-13 12:00:00",115,"Marena C3",36.06354,-97.2178,328,13.19,24.66
"2022-12-13 13:00:00",116,"Marena C3",36.06354,-97.2178,328,13.17,24.69
"2022-12-13 14:00:00",117,"Marena C3",36.06354,-97.2178,328,13.14,24.64
"2022-12-13 15:00:00",118,"Marena C3",36.06354,-97.2178,328,13.13,24.53
"2022-12-13 16:00:00",119,"Marena C3",36.06354,-97.2178,328,13.12,24.51
"2022-12-13 17:00:00",120,"Marena C3",36.06354,-97.2178,328,13.11,24.52
"2022-12-13 18:00:00",121,"Marena C3",36.06354,-97.2178,328,13.11,22.89
"2022-12-15 11:00:00",122,"Marena C3",36.06354,-97.2178,328,13.74,9.57
"2022-12-15 12:00:00",123,"Marena C3",36.06354,-97.2178,328,13.58,11.19
"2022-12-15 13:00:00",124,"Marena C3",36.06354,-97.2178,328,13.46,11.85
"2022-12-15 14:00:00",125,"Marena C3",36.06354,-97.2178,328,13.37,12.06
"2022-12-15 15:00:00",126,"Marena C3",36.06354,-97.2178,328,13.28,11.26
"2022-12-15 16:00:00",127,"Marena C3",36.06354,-97.2178,328,13.17,9.79
"2022-12-15 17:00:00",128,"Marena C3",36.06354,-97.2178,328,12.99,6.69
"2022-12-15 18:00:00",129,"Marena C3",36.06354,-97.2178,328,12.96,0.064
"2022-12-15 19:00:00",130,"Marena C3",36.06354,-97.2178,328,12.95,-3.187
"2022-12-15 20:00:00",131,"Marena C3",36.06354,-97.2178,328,12.94,-3.432
"2022-12-15 21:00:00",132,"Marena C3",36.06354,-97.2178,328,12.93,-2.404
"2022-12-15 22:00:00",133,"Marena C3",36.06354,-97.2178,328,12.93,-1.686
"2022-12-15 23:00:00",134,"Marena C3",36.06354,-97.2178,328,12.92,-2.381
"2022-12-16 00:00:00",135,"Marena C3",36.06354,-97.2178,328,12.92,-0.888
"2022-12-16 01:00:00",136,"Marena C3",36.06354,-97.2178,328,12.91,-1.867
"2022-12-16 02:00:00",137,"Marena C3",36.06354,-97.2178,328,12.91,-2.117
"2022-12-16 03:00:00",138,"Marena C3",36.06354,-97.2178,328,12.9,-3.098
"2022-12-16 04:00:00",139,"Marena C3",36.06354,-97.2178,328,12.9,-2.442
"2022-12-16 05:00:00",140,"Marena C3",36.06354,-97.2178,328,12.9,-2.257
"2022-12-16 06:00:00",141,"Marena C3",36.06354,-97.2178,328,12.9,-1.881
"2022-12-16 07:00:00",142,"Marena C3",36.06354,-97.2178,328,12.9,-1.705
"2022-12-16 08:00:00",143,"Marena C3",36.06354,-97.2178,328,12.89,-1.364
"2022-12-16 09:00:00",144,"Marena C3",36.06354,-97.2178,328,12.95,1.844
"2022-12-16 10:00:00",145,"Marena C3",36.06354,-97.2178,328,14.03,8.49
"2022-12-16 11:00:00",146,"Marena C3",36.06354,-97.2178,328,13.8,8.91
"2022-12-16 12:00:00",147,"Marena C3",36.06354,-97.2178,328,13.66,10.37
"2022-12-16 13:00:00",148,"Marena C3",36.06354,-97.2178,328,13.57,10.65
"2022-12-16 14:00:00",149,"Marena C3",36.06354,-97.2178,328,13.49,10.83
"2022-12-16 15:00:00",150,"Marena C3",36.06354,-97.2178,328,13.39,10.54
"2022-12-16 16:00:00",151,"Marena C3",36.06354,-97.2178,328,13.25,9.05
"2022-12-16 17:00:00",152,"Marena C3",36.06354,-97.2178,328,13.03,5.213
"2022-12-16 18:00:00",153,"Marena C3",36.06354,-97.2178,328,13.02,0.891
"2022-12-16 19:00:00",154,"Marena C3",36.06354,-97.2178,328,13.02,-1.413
"2022-12-16 20:00:00",155,"Marena C3",36.06354,-97.2178,328,13.02,-3.368
"2022-12-16 21:00:00",156,"Marena C3",36.06354,-97.2178,328,13.01,-3.668
"2022-12-16 22:00:00",157,"Marena C3",36.06354,-97.2178,328,13,-4.13
"2022-12-16 23:00:00",158,"Marena C3",36.06354,-97.2178,328,12.99,-4.384
"2022-12-17 00:00:00",159,"Marena C3",36.06354,-97.2178,328,12.99,-4.725
"2022-12-17 01:00:00",160,"Marena C3",36.06354,-97.2178,328,12.99,-4.458
"2022-12-17 02:00:00",161,"Marena C3",36.06354,-97.2178,328,12.98,-4.776
"2022-12-17 03:00:00",162,"Marena C3",36.06354,-97.2178,328,12.98,-5.774
"2022-12-17 04:00:00",163,"Marena C3",36.06354,-97.2178,328,12.98,-6.178
"2022-12-17 05:00:00",164,"Marena C3",36.06354,-97.2178,328,12.98,-6.311
"2022-12-17 06:00:00",165,"Marena C3",36.06354,-97.2178,328,12.97,-6.198
"2022-12-17 07:00:00",166,"Marena C3",36.06354,-97.2178,328,12.97,-6.532
"2022-12-17 08:00:00",167,"Marena C3",36.06354,-97.2178,328,12.97,-5.37
"2022-12-17 09:00:00",168,"Marena C3",36.06354,-97.2178,328,14.22,0.704
"2022-12-17 10:00:00",169,"Marena C3",36.06354,-97.2178,328,14.08,6.456
"2022-12-17 11:00:00",170,"Marena C3",36.06354,-97.2178,328,14,10.38
"2022-12-17 12:00:00",171,"Marena C3",36.06354,-97.2178,328,13.93,12.49
"2022-12-17 13:00:00",172,"Marena C3",36.06354,-97.2178,328,13.89,14.11
"2022-12-17 14:00:00",173,"Marena C3",36.06354,-97.2178,328,13.71,12.58
"2022-12-17 15:00:00",174,"Marena C3",36.06354,-97.2178,328,13.5,12.64
"2022-12-17 16:00:00",175,"Marena C3",36.06354,-97.2178,328,13.34,11.67
"2022-12-17 17:00:00",176,"Marena C3",36.06354,-97.2178,328,13.1,7.438
"2022-12-17 18:00:00",177,"Marena C3",36.06354,-97.2178,328,13.07,-0.539
"2022-12-17 19:00:00",178,"Marena C3",36.06354,-97.2178,328,13.07,-3.6
"2022-12-17 20:00:00",179,"Marena C3",36.06354,-97.2178,328,13.06,-4.55
"2022-12-17 21:00:00",180,"Marena C3",36.06354,-97.2178,328,13.05,-5.138
"2022-12-17 22:00:00",181,"Marena C3",36.06354,-97.2178,328,13.04,-4.507
"2022-12-17 23:00:00",182,"Marena C3",36.06354,-97.2178,328,13.04,-4.507
"2022-12-18 00:00:00",183,"Marena C3",36.06354,-97.2178,328,13.03,-4.576
"2022-12-18 01:00:00",184,"Marena C3",36.06354,-97.2178,328,13.03,-4.985
"2022-12-18 02:00:00",185,"Marena C3",36.06354,-97.2178,328,13.03,-6.121
"2022-12-18 03:00:00",186,"Marena C3",36.06354,-97.2178,328,13.02,-6.846
"2022-12-18 04:00:00",187,"Marena C3",36.06354,-97.2178,328,13.02,-6.31
"2022-12-18 05:00:00",188,"Marena C3",36.06354,-97.2178,328,13.02,-6.336
"2022-12-18 06:00:00",189,"Marena C3",36.06354,-97.2178,328,13.01,-6.717
"2022-12-18 07:00:00",190,"Marena C3",36.06354,-97.2178,328,13.01,-7.432
"2022-12-18 08:00:00",191,"Marena C3",36.06354,-97.2178,328,13.01,-6.442
"2022-12-18 09:00:00",192,"Marena C3",36.06354,-97.2178,328,14.2,1.219
"2022-12-18 10:00:00",193,"Marena C3",36.06354,-97.2178,328,14.02,9.29
"2022-12-18 11:00:00",194,"Marena C3",36.06354,-97.2178,328,13.92,12.73
"2022-12-18 12:00:00",195,"Marena C3",36.06354,-97.2178,328,13.86,16.14
"2022-12-18 13:00:00",196,"Marena C3",36.06354,-97.2178,328,13.82,17.86
"2022-12-18 14:00:00",197,"Marena C3",36.06354,-97.2178,328,13.76,17.85
"2022-12-18 15:00:00",198,"Marena C3",36.06354,-97.2178,328,13.27,15.7
"2022-12-18 16:00:00",199,"Marena C3",36.06354,-97.2178,328,13.15,12.22
"2022-12-18 17:00:00",200,"Marena C3",36.06354,-97.2178,328,13.06,10.4
"2022-12-18 18:00:00",201,"Marena C3",36.06354,-97.2178,328,13.05,7.061
"2022-12-18 19:00:00",202,"Marena C3",36.06354,-97.2178,328,13.06,5.432
"2022-12-18 20:00:00",203,"Marena C3",36.06354,-97.2178,328,13.05,4.744
"2022-12-18 21:00:00",204,"Marena C3",36.06354,-97.2178,328,13.05,5.011
"2022-12-18 22:00:00",205,"Marena C3",36.06354,-97.2178,328,13.04,5.142
"2022-12-18 23:00:00",206,"Marena C3",36.06354,-97.2178,328,13.04,5.85
"2022-12-19 00:00:00",207,"Marena C3",36.06354,-97.2178,328,13.04,5.72
"2022-12-19 01:00:00",208,"Marena C3",36.06354,-97.2178,328,13.03,5.611
"2022-12-19 02:00:00",209,"Marena C3",36.06354,-97.2178,328,13.03,5.29
"2022-12-19 03:00:00",210,"Marena C3",36.06354,-97.2178,328,13.03,5.402
"2022-12-19 04:00:00",211,"Marena C3",36.06354,-97.2178,328,13.03,5.452
"2022-12-19 05:00:00",212,"Marena C3",36.06354,-97.2178,328,13.02,5.488
"2022-12-19 06:00:00",213,"Marena C3",36.06354,-97.2178,328,13.02,5.381
"2022-12-19 07:00:00",214,"Marena C3",36.06354,-97.2178,328,13.02,5.207
"2022-12-19 08:00:00",215,"Marena C3",36.06354,-97.2178,328,13.02,5.151
"2022-12-19 09:00:00",216,"Marena C3",36.06354,-97.2178,328,13.05,5.541
"2022-12-19 10:00:00",217,"Marena C3",36.06354,-97.2178,328,13.14,8.4
"2022-12-19 11:00:00",218,"Marena C3",36.06354,-97.2178,328,13.42,12.03
"2022-12-19 12:00:00",219,"Marena C3",36.06354,-97.2178,328,13.83,16.61
"2022-12-19 13:00:00",220,"Marena C3",36.06354,-97.2178,328,13.8,17.99
"2022-12-19 14:00:00",221,"Marena C3",36.06354,-97.2178,328,13.77,19.73
"2022-12-19 15:00:00",222,"Marena C3",36.06354,-97.2178,328,13.34,17.55
"2022-12-19 16:00:00",223,"Marena C3",36.06354,-97.2178,328,13.79,16.97
"2022-12-19 17:00:00",224,"Marena C3",36.06354,-97.2178,328,13.11,11.98
"2022-12-19 18:00:00",225,"Marena C3",36.06354,-97.2178,328,13.08,7.508
"2022-12-19 19:00:00",226,"Marena C3",36.06354,-97.2178,328,13.07,6.275
"2022-12-19 20:00:00",227,"Marena C3",36.06354,-97.2178,328,13.06,5.558
"2022-12-19 21:00:00",228,"Marena C3",36.06354,-97.2178,328,13.05,4.813
"2022-12-19 22:00:00",229,"Marena C3",36.06354,-97.2178,328,13.05,4.201
"2022-12-19 23:00:00",230,"Marena C3",36.06354,-97.2178,328,13.04,3.735
"2022-12-20 00:00:00",231,"Marena C3",36.06354,-97.2178,328,13.04,3.41
"2022-12-20 01:00:00",232,"Marena C3",36.06354,-97.2178,328,13.03,3.394
"2022-12-20 02:00:00",233,"Marena C3",36.06354,-97.2178,328,13.03,3.269
"2022-12-20 03:00:00",234,"Marena C3",36.06354,-97.2178,328,13.03,3.311
"2022-12-20 04:00:00",235,"Marena C3",36.06354,-97.2178,328,13.03,2.644
"2022-12-20 05:00:00",236,"Marena C3",36.06354,-97.2178,328,13.02,1.234
"2022-12-20 06:00:00",237,"Marena C3",36.06354,-97.2178,328,13.02,-0.771
"2022-12-20 07:00:00",238,"Marena C3",36.06354,-97.2178,328,13.01,-1.34
"2022-12-20 08:00:00",239,"Marena C3",36.06354,-97.2178,328,13.01,-1.936
"2022-12-20 09:00:00",240,"Marena C3",36.06354,-97.2178,328,13.02,-2.474
"2022-12-20 10:00:00",241,"Marena C3",36.06354,-97.2178,328,13.02,-0.741
"2022-12-20 11:00:00",242,"Marena C3",36.06354,-97.2178,328,13.03,-0.536
"2022-12-20 12:00:00",243,"Marena C3",36.06354,-97.2178,328,13.11,0.142
"2022-12-20 13:00:00",244,"Marena C3",36.06354,-97.2178,328,13.19,0.54
"2022-12-20 14:00:00",245,"Marena C3",36.06354,-97.2178,328,13.29,0.719
"2022-12-20 15:00:00",246,"Marena C3",36.06354,-97.2178,328,13.46,1.286
"2022-12-20 16:00:00",247,"Marena C3",36.06354,-97.2178,328,13.41,1.357
"2022-12-20 17:00:00",248,"Marena C3",36.06354,-97.2178,328,13.07,0.465
"2022-12-20 18:00:00",249,"Marena C3",36.06354,-97.2178,328,13.03,-4.018
"2022-12-20 19:00:00",250,"Marena C3",36.06354,-97.2178,328,13.06,-7.406
"2022-12-20 20:00:00",251,"Marena C3",36.06354,-97.2178,328,13.05,-7.597
"2022-12-20 21:00:00",252,"Marena C3",36.06354,-97.2178,328,13.04,-8.15
"2022-12-20 22:00:00",253,"Marena C3",36.06354,-97.2178,328,13.03,-8.05
"2022-12-20 23:00:00",254,"Marena C3",36.06354,-97.2178,328,13.02,-7.688
"2022-12-21 00:00:00",255,"Marena C3",36.06354,-97.2178,328,13.02,-6.746
"2022-12-21 01:00:00",256,"Marena C3",36.06354,-97.2178,328,13.01,-6.61
"2022-12-21 02:00:00",257,"Marena C3",36.06354,-97.2178,328,13.01,-6.427
"2022-12-21 03:00:00",258,"Marena C3",36.06354,-97.2178,328,13,-4.897
"2022-12-21 04:00:00",259,"Marena C3",36.06354,-97.2178,328,13,-4.302
"2022-12-21 05:00:00",260,"Marena C3",36.06354,-97.2178,328,13,-3.903
"2022-12-21 06:00:00",261,"Marena C3",36.06354,-97.2178,328,13,-3.574
"2022-12-21 07:00:00",262,"Marena C3",36.06354,-97.2178,328,13,-3.494
"2022-12-21 08:00:00",263,"Marena C3",36.06354,-97.2178,328,13,-3.012
"2022-12-21 09:00:00",264,"Marena C3",36.06354,-97.2178,328,13.01,-2.275
"2022-12-21 10:00:00",265,"Marena C3",36.06354,-97.2178,328,13.01,-0.291
"2022-12-21 11:00:00",266,"Marena C3",36.06354,-97.2178,328,13.11,1.12
"2022-12-21 12:00:00",267,"Marena C3",36.06354,-97.2178,328,13.66,3.755
"2022-12-21 13:00:00",268,"Marena C3",36.06354,-97.2178,328,14.07,6.941
"2022-12-21 14:00:00",269,"Marena C3",36.06354,-97.2178,328,14.04,7.596
"2022-12-21 15:00:00",270,"Marena C3",36.06354,-97.2178,328,13.17,7.11
"2022-12-21 16:00:00",271,"Marena C3",36.06354,-97.2178,328,13.07,6.928
"2022-12-21 17:00:00",272,"Marena C3",36.06354,-97.2178,328,13,6.64
"2022-12-21 18:00:00",273,"Marena C3",36.06354,-97.2178,328,12.98,4.447
"2022-12-21 19:00:00",274,"Marena C3",36.06354,-97.2178,328,13.03,3.808
"2022-12-21 20:00:00",275,"Marena C3",36.06354,-97.2178,328,13.02,3.82
"2022-12-21 21:00:00",276,"Marena C3",36.06354,-97.2178,328,13.02,2.476
"2022-12-21 22:00:00",277,"Marena C3",36.06354,-97.2178,328,13.02,0.985
"2022-12-21 23:00:00",278,"Marena C3",36.06354,-97.2178,328,13.01,-0.512
"2022-12-22 00:00:00",279,"Marena C3",36.06354,-97.2178,328,13.01,2.369
"2022-12-22 01:00:00",280,"Marena C3",36.06354,-97.2178,328,13,2.873
"2022-12-22 02:00:00",281,"Marena C3",36.06354,-97.2178,328,13,3.434
"2022-12-22 03:00:00",282,"Marena C3",36.06354,-97.2178,328,13,2.85
"2022-12-22 04:00:00",283,"Marena C3",36.06354,-97.2178,328,13.01,-5.962
"2022-12-22 05:00:00",284,"Marena C3",36.06354,-97.2178,328,13,-10.05
"2022-12-22 06:00:00",285,"Marena C3",36.06354,-97.2178,328,12.99,-12.07
"2022-12-22 07:00:00",286,"Marena C3",36.06354,-97.2178,328,12.98,-14.22
"2022-12-22 08:00:00",287,"Marena C3",36.06354,-97.2178,328,12.97,-15.28
"2022-12-22 09:00:00",288,"Marena C3",36.06354,-97.2178,328,12.98,-15.84
"2022-12-22 10:00:00",289,"Marena C3",36.06354,-97.2178,328,13.03,-14.62
"2022-12-22 11:00:00",290,"Marena C3",36.06354,-97.2178,328,13.1,-15.16
"2022-12-22 12:00:00",291,"Marena C3",36.06354,-97.2178,328,13.22,-13.59
"2022-12-22 13:00:00",292,"Marena C3",36.06354,-97.2178,328,14.55,-11.22
"2022-12-22 14:00:00",293,"Marena C3",36.06354,-97.2178,328,14.55,-11.49
"2022-12-22 15:00:00",294,"Marena C3",36.06354,-97.2178,328,14.55,-11.56
"2022-12-22 16:00:00",295,"Marena C3",36.06354,-97.2178,328,14.04,-13.2
"2022-12-22 17:00:00",296,"Marena C3",36.06354,-97.2178,328,13.13,-14.14
"2022-12-22 18:00:00",297,"Marena C3",36.06354,-97.2178,328,13.04,-16.71
"2022-12-22 19:00:00",298,"Marena C3",36.06354,-97.2178,328,13.07,-17.69
"2022-12-22 20:00:00",299,"Marena C3",36.06354,-97.2178,328,13.05,-17.82
"2022-12-22 21:00:00",300,"Marena C3",36.06354,-97.2178,328,13.04,-17.95
"2022-12-22 22:00:00",301,"Marena C3",36.06354,-97.2178,328,13.03,-17.94
"2022-12-22 23:00:00",302,"Marena C3",36.06354,-97.2178,328,13.02,-18.06
"2022-12-23 00:00:00",303,"Marena C3",36.06354,-97.2178,328,13.01,-17.99
"2022-12-23 01:00:00",304,"Marena C3",36.06354,-97.2178,328,13,-18.01
"2022-12-23 02:00:00",305,"Marena C3",36.06354,-97.2178,328,12.99,-18.16
"2022-12-23 03:00:00",306,"Marena C3",36.06354,-97.2178,328,12.99,-18.22
"2022-12-23 04:00:00",307,"Marena C3",36.06354,-97.2178,328,12.98,-18.19
"2022-12-23 05:00:00",308,"Marena C3",36.06354,-97.2178,328,12.97,-18.08
"2022-12-23 06:00:00",309,"Marena C3",36.06354,-97.2178,328,12.97,-17.55
"2022-12-23 07:00:00",310,"Marena C3",36.06354,-97.2178,328,12.96,-17.36
"2022-12-23 08:00:00",311,"Marena C3",36.06354,-97.2178,328,12.96,-16.8
"2022-12-23 09:00:00",312,"Marena C3",36.06354,-97.2178,328,13.12,-15.64
"2022-12-23 10:00:00",313,"Marena C3",36.06354,-97.2178,328,14.51,-10.56
"2022-12-23 11:00:00",314,"Marena C3",36.06354,-97.2178,328,14.48,-8.44
"2022-12-23 12:00:00",315,"Marena C3",36.06354,-97.2178,328,14.4,-5.194
"2022-12-23 13:00:00",316,"Marena C3",36.06354,-97.2178,328,14.32,-2.989
"2022-12-23 14:00:00",317,"Marena C3",36.06354,-97.2178,328,14.32,-2.482
"2022-12-23 15:00:00",318,"Marena C3",36.06354,-97.2178,328,14.28,-1.941
"2022-12-23 16:00:00",319,"Marena C3",36.06354,-97.2178,328,14.28,-2.697
"2022-12-23 17:00:00",320,"Marena C3",36.06354,-97.2178,328,13.29,-5.881
"2022-12-23 18:00:00",321,"Marena C3",36.06354,-97.2178,328,13.11,-11.28
"2022-12-23 19:00:00",322,"Marena C3",36.06354,-97.2178,328,13.11,-12.89
"2022-12-23 20:00:00",323,"Marena C3",36.06354,-97.2178,328,13.1,-13.22
"2022-12-23 21:00:00",324,"Marena C3",36.06354,-97.2178,328,13.08,-14.5
"2022-12-23 22:00:00",325,"Marena C3",36.06354,-97.2178,328,13.07,-15.29
"2022-12-23 23:00:00",326,"Marena C3",36.06354,-97.2178,328,13.07,-15.04
"2022-12-24 00:00:00",327,"Marena C3",36.06354,-97.2178,328,13.05,-15.71
"2022-12-24 01:00:00",328,"Marena C3",36.06354,-97.2178,328,13.04,-15.82
"2022-12-24 02:00:00",329,"Marena C3",36.06354,-97.2178,328,13.04,-16
"2022-12-24 03:00:00",330,"Marena C3",36.06354,-97.2178,328,13.03,-15.47
"2022-12-24 04:00:00",331,"Marena C3",36.06354,-97.2178,328,13.02,-16
"2022-12-24 05:00:00",332,"Marena C3",36.06354,-97.2178,328,13.02,-15.71
"2022-12-24 06:00:00",333,"Marena C3",36.06354,-97.2178,328,13.01,-14.7
