"TOA5","CR300Series_NRCS_B3","CR300","25039","CR300-CELL205.Std.10.07","CPU:nrcs_marena_B3.CR300","30482","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2023-01-11 12:00:00",750,"Marena B3",36.06222,-97.21667,329,13.62,16.72
"2023-01-11 13:00:00",751,"Marena B3",36.06222,-97.21667,329,13.42,17.82
"2023-01-11 14:00:00",752,"Marena B3",36.06222,-97.21667,329,13.33,19.35
"2023-01-11 15:00:00",753,"Marena B3",36.06222,-97.21667,329,13.21,19.24
"2023-01-11 16:00:00",754,"Marena B3",36.06222,-97.21667,329,12.99,19.25
"2023-01-11 17:00:00",755,"Marena B3",36.06222,-97.21667,329,12.86,17.19
"2023-01-11 18:00:00",756,"Marena B3",36.06222,-97.21667,329,12.77,14.03
"2023-01-11 19:00:00",757,"Marena B3",36.06222,-97.21667,329,12.77,12.55
"2023-01-11 20:00:00",758,"Marena B3",36.06222,-97.21667,329,12.75,11.39
"2023-01-11 21:00:00",759,"Marena B3",36.06222,-97.21667,329,12.73,12.46
"2023-01-11 22:00:00",760,"Marena B3",36.06222,-97.21667,329,12.72,9.78
"2023-01-11 23:00:00",761,"Marena B3",36.06222,-97.21667,329,12.7,8.69
"2023-01-12 00:00:00",762,"Marena B3",36.06222,-97.21667,329,12.69,7.363
"2023-01-12 01:00:00",763,"Marena B3",36.06222,-97.21667,329,12.68,6.184
"2023-01-12 02:00:00",764,"Marena B3",36.06222,-97.21667,329,12.67,4.38
"2023-01-12 03:00:00",765,"Marena B3",36.06222,-97.21667,329,12.65,2.891
"2023-01-12 04:00:00",766,"Marena B3",36.06222,-97.21667,329,12.65,3.563
"2023-01-12 05:00:00",767,"Marena B3",36.06222,-97.21667,329,12.64,3.428
"2023-01-12 06:00:00",768,"Marena B3",36.06222,-97.21667,329,12.64,1.864
"2023-01-12 07:00:00",769,"Marena B3",36.06222,-97.21667,329,12.63,1.279
"2023-01-12 08:00:00",770,"Marena B3",36.06222,-97.21667,329,12.63,0.986
"2023-01-12 09:00:00",771,"Marena B3",36.06222,-97.21667,329,12.65,1.451
"2023-01-12 10:00:00",772,"Marena B3",36.06222,-97.21667,329,12.93,5.407
"2023-01-12 11:00:00",773,"Marena B3",36.06222,-97.21667,329,13.98,10.07
"2023-01-12 12:00:00",774,"Marena B3",36.06222,-97.21667,329,13.95,11.54
"2023-01-12 13:00:00",775,"Marena B3",36.06222,-97.21667,329,13.92,12.85
"2023-01-12 14:00:00",776,"Marena B3",36.06222,-97.21667,329,13.91,12.82
"2023-01-12 15:00:00",777,"Marena B3",36.06222,-97.21667,329,13.92,12.43
"2023-01-12 16:00:00",778,"Marena B3",36.06222,-97.21667,329,13.92,12.22
"2023-01-12 17:00:00",779,"Marena B3",36.06222,-97.21667,329,13.92,11.07
"2023-01-12 18:00:00",780,"Marena B3",36.06222,-97.21667,329,13.28,3.413
"2023-01-12 19:00:00",781,"Marena B3",36.06222,-97.21667,329,13.13,-0.386
"2023-01-12 20:00:00",782,"Marena B3",36.06222,-97.21667,329,13.02,-1.827
"2023-01-12 21:00:00",783,"Marena B3",36.06222,-97.21667,329,12.92,-2.914
"2023-01-12 22:00:00",784,"Marena B3",36.06222,-97.21667,329,12.84,-3.27
"2023-01-12 23:00:00",785,"Marena B3",36.06222,-97.21667,329,12.79,-3.713
"2023-01-13 00:00:00",786,"Marena B3",36.06222,-97.21667,329,12.75,-4.786
"2023-01-13 01:00:00",787,"Marena B3",36.06222,-97.21667,329,12.72,-5.001
"2023-01-13 02:00:00",788,"Marena B3",36.06222,-97.21667,329,12.7,-5.681
"2023-01-13 03:00:00",789,"Marena B3",36.06222,-97.21667,329,12.68,-5.586
"2023-01-13 04:00:00",790,"Marena B3",36.06222,-97.21667,329,12.66,-5.583
"2023-01-13 05:00:00",791,"Marena B3",36.06222,-97.21667,329,12.65,-6.68
"2023-01-13 06:00:00",792,"Marena B3",36.06222,-97.21667,329,12.63,-7.722
"2023-01-13 07:00:00",793,"Marena B3",36.06222,-97.21667,329,12.61,-7.664
"2023-01-13 08:00:00",794,"Marena B3",36.06222,-97.21667,329,12.61,-6.322
"2023-01-13 09:00:00",795,"Marena B3",36.06222,-97.21667,329,13.17,-0.837
"2023-01-13 10:00:00",796,"Marena B3",36.06222,-97.21667,329,14.16,4.467
"2023-01-13 11:00:00",797,"Marena B3",36.06222,-97.21667,329,14.02,9.58
"2023-01-13 12:00:00",798,"Marena B3",36.06222,-97.21667,329,13.88,12.7
"2023-01-13 13:00:00",799,"Marena B3",36.06222,-97.21667,329,13.8,14.8
"2023-01-13 14:00:00",800,"Marena B3",36.06222,-97.21667,329,13.82,15.61
"2023-01-13 15:00:00",801,"Marena B3",36.06222,-97.21667,329,13.82,14.79
"2023-01-13 16:00:00",802,"Marena B3",36.06222,-97.21667,329,13.85,14.82
"2023-01-13 17:00:00",803,"Marena B3",36.06222,-97.21667,329,13.7,12.62
"2023-01-13 18:00:00",804,"Marena B3",36.06222,-97.21667,329,13.25,4.548
"2023-01-13 19:00:00",805,"Marena B3",36.06222,-97.21667,329,13.1,1.155
"2023-01-13 20:00:00",806,"Marena B3",36.06222,-97.21667,329,12.99,-0.899
"2023-01-13 21:00:00",807,"Marena B3",36.06222,-97.21667,329,12.89,-2.079
"2023-01-13 22:00:00",808,"Marena B3",36.06222,-97.21667,329,12.82,-2.219
"2023-01-13 23:00:00",809,"Marena B3",36.06222,-97.21667,329,12.77,-2.49
"2023-01-14 00:00:00",810,"Marena B3",36.06222,-97.21667,329,12.74,-2.766
"2023-01-14 01:00:00",811,"Marena B3",36.06222,-97.21667,329,12.71,-3.473
"2023-01-14 02:00:00",812,"Marena B3",36.06222,-97.21667,329,12.69,-3.477
"2023-01-14 03:00:00",813,"Marena B3",36.06222,-97.21667,329,12.67,-3.983
"2023-01-14 04:00:00",814,"Marena B3",36.06222,-97.21667,329,12.66,-3.925
"2023-01-14 05:00:00",815,"Marena B3",36.06222,-97.21667,329,12.64,-4.45
"2023-01-14 06:00:00",816,"Marena B3",36.06222,-97.21667,329,12.63,-4.532
"2023-01-14 07:00:00",817,"Marena B3",36.06222,-97.21667,329,12.62,-4.866
"2023-01-14 08:00:00",818,"Marena B3",36.06222,-97.21667,329,12.61,-4.138
"2023-01-14 09:00:00",819,"Marena B3",36.06222,-97.21667,329,12.82,0.246
"2023-01-14 10:00:00",820,"Marena B3",36.06222,-97.21667,329,14.05,8.26
"2023-01-14 11:00:00",821,"Marena B3",36.06222,-97.21667,329,13.96,12.82
"2023-01-14 12:00:00",822,"Marena B3",36.06222,-97.21667,329,13.82,16.4
"2023-01-14 13:00:00",823,"Marena B3",36.06222,-97.21667,329,13.79,18.62
"2023-01-14 14:00:00",824,"Marena B3",36.06222,-97.21667,329,13.76,19.34
"2023-01-14 15:00:00",825,"Marena B3",36.06222,-97.21667,329,13.76,18.87
"2023-01-14 16:00:00",826,"Marena B3",36.06222,-97.21667,329,13.76,18.21
"2023-01-14 17:00:00",827,"Marena B3",36.06222,-97.21667,329,13.76,16.74
"2023-01-14 18:00:00",828,"Marena B3",36.06222,-97.21667,329,13.23,11.15
"2023-01-14 19:00:00",829,"Marena B3",36.06222,-97.21667,329,13.07,9.11
"2023-01-14 20:00:00",830,"Marena B3",36.06222,-97.21667,329,12.95,7.21
"2023-01-14 21:00:00",831,"Marena B3",36.06222,-97.21667,329,12.87,6.192
"2023-01-14 22:00:00",832,"Marena B3",36.06222,-97.21667,329,12.81,6.519
"2023-01-14 23:00:00",833,"Marena B3",36.06222,-97.21667,329,12.77,6.811
"2023-01-15 00:00:00",834,"Marena B3",36.06222,-97.21667,329,12.76,6.852
"2023-01-15 01:00:00",835,"Marena B3",36.06222,-97.21667,329,12.74,7.704
"2023-01-15 02:00:00",836,"Marena B3",36.06222,-97.21667,329,12.73,7.73
"2023-01-15 03:00:00",837,"Marena B3",36.06222,-97.21667,329,12.71,6.274
"2023-01-15 04:00:00",838,"Marena B3",36.06222,-97.21667,329,12.7,6.172
"2023-01-15 05:00:00",839,"Marena B3",36.06222,-97.21667,329,12.69,5.775
"2023-01-15 06:00:00",840,"Marena B3",36.06222,-97.21667,329,12.68,6.227
"2023-01-15 07:00:00",841,"Marena B3",36.06222,-97.21667,329,12.67,5.453
"2023-01-15 08:00:00",842,"Marena B3",36.06222,-97.21667,329,12.67,5.621
"2023-01-15 09:00:00",843,"Marena B3",36.06222,-97.21667,329,12.8,8.18
"2023-01-15 10:00:00",844,"Marena B3",36.06222,-97.21667,329,13.05,11.34
"2023-01-15 11:00:00",845,"Marena B3",36.06222,-97.21667,329,13.22,13.67
"2023-01-15 12:00:00",846,"Marena B3",36.06222,-97.21667,329,13.47,14.19
"2023-01-15 13:00:00",847,"Marena B3",36.06222,-97.21667,329,13.57,16.82
"2023-01-15 14:00:00",848,"Marena B3",36.06222,-97.21667,329,13.76,19.27
"2023-01-15 15:00:00",849,"Marena B3",36.06222,-97.21667,329,13.73,19.41
"2023-01-15 16:00:00",850,"Marena B3",36.06222,-97.21667,329,13.62,19.19
"2023-01-15 17:00:00",851,"Marena B3",36.06222,-97.21667,329,13.36,17.85
"2023-01-15 18:00:00",852,"Marena B3",36.06222,-97.21667,329,13.02,14.87
"2023-01-15 19:00:00",853,"Marena B3",36.06222,-97.21667,329,12.91,15.05
"2023-01-15 20:00:00",854,"Marena B3",36.06222,-97.21667,329,12.84,15.14
"2023-01-15 21:00:00",855,"Marena B3",36.06222,-97.21667,329,12.8,15.55
"2023-01-15 22:00:00",856,"Marena B3",36.06222,-97.21667,329,12.78,16.04
"2023-01-15 23:00:00",857,"Marena B3",36.06222,-97.21667,329,12.76,16.33
"2023-01-16 00:00:00",858,"Marena B3",36.06222,-97.21667,329,12.75,16.27
"2023-01-16 01:00:00",859,"Marena B3",36.06222,-97.21667,329,12.73,16.28
"2023-01-16 02:00:00",860,"Marena B3",36.06222,-97.21667,329,12.72,16.14
"2023-01-16 03:00:00",861,"Marena B3",36.06222,-97.21667,329,12.71,15.57
"2023-01-16 04:00:00",862,"Marena B3",36.06222,-97.21667,329,12.7,15.31
"2023-01-16 05:00:00",863,"Marena B3",36.06222,-97.21667,329,12.7,14.77
"2023-01-16 06:00:00",864,"Marena B3",36.06222,-97.21667,329,12.69,12.95
"2023-01-16 07:00:00",865,"Marena B3",36.06222,-97.21667,329,12.68,10.84
"2023-01-16 08:00:00",866,"Marena B3",36.06222,-97.21667,329,12.68,9.47
"2023-01-16 09:00:00",867,"Marena B3",36.06222,-97.21667,329,12.78,12.95
"2023-01-16 10:00:00",868,"Marena B3",36.06222,-97.21667,329,13.82,18.17
"2023-01-16 11:00:00",869,"Marena B3",36.06222,-97.21667,329,13.76,19.97
"2023-01-16 12:00:00",870,"Marena B3",36.06222,-97.21667,329,13.73,21.61
"2023-01-16 13:00:00",871,"Marena B3",36.06222,-97.21667,329,13.7,22.42
"2023-01-16 14:00:00",872,"Marena B3",36.06222,-97.21667,329,13.7,22.41
"2023-01-16 15:00:00",873,"Marena B3",36.06222,-97.21667,329,13.7,21.16
"2023-01-16 16:00:00",874,"Marena B3",36.06222,-97.21667,329,13.7,20.83
"2023-01-16 17:00:00",875,"Marena B3",36.06222,-97.21667,329,13.7,19.28
"2023-01-16 18:00:00",876,"Marena B3",36.06222,-97.21667,329,13.15,11.86
"2023-01-16 19:00:00",877,"Marena B3",36.06222,-97.21667,329,13,8.07
"2023-01-16 20:00:00",878,"Marena B3",36.06222,-97.21667,329,12.9,6.389
"2023-01-16 21:00:00",879,"Marena B3",36.06222,-97.21667,329,12.82,4.798
"2023-01-16 22:00:00",880,"Marena B3",36.06222,-97.21667,329,12.77,3.299
"2023-01-16 23:00:00",881,"Marena B3",36.06222,-97.21667,329,12.74,2.297
"2023-01-17 00:00:00",882,"Marena B3",36.06222,-97.21667,329,12.71,2.039
"2023-01-17 01:00:00",883,"Marena B3",36.06222,-97.21667,329,12.7,2.471
"2023-01-17 02:00:00",884,"Marena B3",36.06222,-97.21667,329,12.69,3.102
"2023-01-17 03:00:00",885,"Marena B3",36.06222,-97.21667,329,12.67,3.095
"2023-01-17 04:00:00",886,"Marena B3",36.06222,-97.21667,329,12.66,1.505
"2023-01-17 05:00:00",887,"Marena B3",36.06222,-97.21667,329,12.65,0.455
"2023-01-17 06:00:00",888,"Marena B3",36.06222,-97.21667,329,12.64,0.449
"2023-01-17 07:00:00",889,"Marena B3",36.06222,-97.21667,329,12.63,-0.624
"2023-01-17 08:00:00",890,"Marena B3",36.06222,-97.21667,329,12.63,0.508
"2023-01-17 09:00:00",891,"Marena B3",36.06222,-97.21667,329,12.91,4.732
"2023-01-17 10:00:00",892,"Marena B3",36.06222,-97.21667,329,13.53,13.03
"2023-01-17 11:00:00",893,"Marena B3",36.06222,-97.21667,329,13.82,17.75
"2023-01-17 12:00:00",894,"Marena B3",36.06222,-97.21667,329,13.79,18.81
"2023-01-17 13:00:00",895,"Marena B3",36.06222,-97.21667,329,13.76,19.9
"2023-01-17 14:00:00",896,"Marena B3",36.06222,-97.21667,329,13.73,20.46
"2023-01-17 15:00:00",897,"Marena B3",36.06222,-97.21667,329,13.66,18.83
"2023-01-17 16:00:00",898,"Marena B3",36.06222,-97.21667,329,13.26,17.47
"2023-01-17 17:00:00",899,"Marena B3",36.06222,-97.21667,329,12.99,16.29
"2023-01-17 18:00:00",900,"Marena B3",36.06222,-97.21667,329,12.8,12.37
"2023-01-17 19:00:00",901,"Marena B3",36.06222,-97.21667,329,12.78,11.13
"2023-01-17 20:00:00",902,"Marena B3",36.06222,-97.21667,329,12.76,11.22
"2023-01-17 21:00:00",903,"Marena B3",36.06222,-97.21667,329,12.74,11.01
"2023-01-17 22:00:00",904,"Marena B3",36.06222,-97.21667,329,12.72,10.66
"2023-01-17 23:00:00",905,"Marena B3",36.06222,-97.21667,329,12.7,8.93
"2023-01-18 00:00:00",906,"Marena B3",36.06222,-97.21667,329,12.69,8.38
"2023-01-18 01:00:00",907,"Marena B3",36.06222,-97.21667,329,12.68,8.43
"2023-01-18 02:00:00",908,"Marena B3",36.06222,-97.21667,329,12.67,8.65
"2023-01-18 03:00:00",909,"Marena B3",36.06222,-97.21667,329,12.66,9.61
"2023-01-18 04:00:00",910,"Marena B3",36.06222,-97.21667,329,12.66,9.89
"2023-01-18 05:00:00",911,"Marena B3",36.06222,-97.21667,329,12.66,9.81
"2023-01-18 06:00:00",912,"Marena B3",36.06222,-97.21667,329,12.65,9.97
"2023-01-18 07:00:00",913,"Marena B3",36.06222,-97.21667,329,12.65,9.94
"2023-01-18 08:00:00",914,"Marena B3",36.06222,-97.21667,329,12.65,9.76
"2023-01-18 09:00:00",915,"Marena B3",36.06222,-97.21667,329,12.66,9.85
"2023-01-18 10:00:00",916,"Marena B3",36.06222,-97.21667,329,12.72,12.47
"2023-01-18 11:00:00",917,"Marena B3",36.06222,-97.21667,329,13.81,18.16
"2023-01-18 12:00:00",918,"Marena B3",36.06222,-97.21667,329,13.73,20.79
"2023-01-18 13:00:00",919,"Marena B3",36.06222,-97.21667,329,13.73,21.23
"2023-01-18 14:00:00",920,"Marena B3",36.06222,-97.21667,329,13.73,21.06
"2023-01-18 15:00:00",921,"Marena B3",36.06222,-97.21667,329,13.73,20.34
"2023-01-18 16:00:00",922,"Marena B3",36.06222,-97.21667,329,13.73,19.75
"2023-01-18 17:00:00",923,"Marena B3",36.06222,-97.21667,329,13.73,18.82
"2023-01-18 18:00:00",924,"Marena B3",36.06222,-97.21667,329,13.18,12.05
"2023-01-18 19:00:00",925,"Marena B3",36.06222,-97.21667,329,13.03,9.43
"2023-01-18 20:00:00",926,"Marena B3",36.06222,-97.21667,329,12.92,6.752
"2023-01-18 21:00:00",927,"Marena B3",36.06222,-97.21667,329,12.84,5.828
"2023-01-18 22:00:00",928,"Marena B3",36.06222,-97.21667,329,12.78,3.587
"2023-01-18 23:00:00",929,"Marena B3",36.06222,-97.21667,329,12.74,1.89
"2023-01-19 00:00:00",930,"Marena B3",36.06222,-97.21667,329,12.71,1.673
"2023-01-19 01:00:00",931,"Marena B3",36.06222,-97.21667,329,12.7,0.932
"2023-01-19 02:00:00",932,"Marena B3",36.06222,-97.21667,329,12.68,0.166
"2023-01-19 03:00:00",933,"Marena B3",36.06222,-97.21667,329,12.66,-0.567
"2023-01-19 04:00:00",934,"Marena B3",36.06222,-97.21667,329,12.65,-1.073
"2023-01-19 05:00:00",935,"Marena B3",36.06222,-97.21667,329,12.63,-1.834
"2023-01-19 06:00:00",936,"Marena B3",36.06222,-97.21667,329,12.62,-2.158
"2023-01-19 07:00:00",937,"Marena B3",36.06222,-97.21667,329,12.61,-2.228
"2023-01-19 08:00:00",938,"Marena B3",36.06222,-97.21667,329,12.61,-2.192
"2023-01-19 09:00:00",939,"Marena B3",36.06222,-97.21667,329,13.27,2.542
"2023-01-19 10:00:00",940,"Marena B3",36.06222,-97.21667,329,14.05,6.723
"2023-01-19 11:00:00",941,"Marena B3",36.06222,-97.21667,329,13.99,10.03
"2023-01-19 12:00:00",942,"Marena B3",36.06222,-97.21667,329,13.95,11.6
"2023-01-19 13:00:00",943,"Marena B3",36.06222,-97.21667,329,13.92,13.44
"2023-01-19 14:00:00",944,"Marena B3",36.06222,-97.21667,329,13.88,13.71
"2023-01-19 15:00:00",945,"Marena B3",36.06222,-97.21667,329,13.88,13.33
"2023-01-19 16:00:00",946,"Marena B3",36.06222,-97.21667,329,13.89,13.54
"2023-01-19 17:00:00",947,"Marena B3",36.06222,-97.21667,329,13.88,12.88
"2023-01-19 18:00:00",948,"Marena B3",36.06222,-97.21667,329,13.29,4.862
"2023-01-19 19:00:00",949,"Marena B3",36.06222,-97.21667,329,13.14,1.224
"2023-01-19 20:00:00",950,"Marena B3",36.06222,-97.21667,329,13.03,-0.491
"2023-01-19 21:00:00",951,"Marena B3",36.06222,-97.21667,329,12.93,-1.347
"2023-01-19 22:00:00",952,"Marena B3",36.06222,-97.21667,329,12.84,-2.299
"2023-01-19 23:00:00",953,"Marena B3",36.06222,-97.21667,329,12.78,-2.672
"2023-01-20 00:00:00",954,"Marena B3",36.06222,-97.21667,329,12.73,-3.708
"2023-01-20 01:00:00",955,"Marena B3",36.06222,-97.21667,329,12.7,-3.766
"2023-01-20 02:00:00",956,"Marena B3",36.06222,-97.21667,329,12.67,-4.382
"2023-01-20 03:00:00",957,"Marena B3",36.06222,-97.21667,329,12.65,-4.782
"2023-01-20 04:00:00",958,"Marena B3",36.06222,-97.21667,329,12.63,-5.683
"2023-01-20 05:00:00",959,"Marena B3",36.06222,-97.21667,329,12.62,-4.764
"2023-01-20 06:00:00",960,"Marena B3",36.06222,-97.21667,329,12.6,-5.068
"2023-01-20 07:00:00",961,"Marena B3",36.06222,-97.21667,329,12.59,-6.11
"2023-01-20 08:00:00",962,"Marena B3",36.06222,-97.21667,329,12.58,-5.353
"2023-01-20 09:00:00",963,"Marena B3",36.06222,-97.21667,329,13.3,0.746
"2023-01-20 10:00:00",964,"Marena B3",36.06222,-97.21667,329,14.05,7.461
"2023-01-20 11:00:00",965,"Marena B3",36.06222,-97.21667,329,13.96,11.49
"2023-01-20 12:00:00",966,"Marena B3",36.06222,-97.21667,329,13.89,14.62
"2023-01-20 13:00:00",967,"Marena B3",36.06222,-97.21667,329,13.82,16.84
"2023-01-20 14:00:00",968,"Marena B3",36.06222,-97.21667,329,13.79,18.21
"2023-01-20 15:00:00",969,"Marena B3",36.06222,-97.21667,329,13.79,17.68
"2023-01-20 16:00:00",970,"Marena B3",36.06222,-97.21667,329,13.79,17.33
"2023-01-20 17:00:00",971,"Marena B3",36.06222,-97.21667,329,13.79,15.7
"2023-01-20 18:00:00",972,"Marena B3",36.06222,-97.21667,329,13.25,7.66
"2023-01-20 19:00:00",973,"Marena B3",36.06222,-97.21667,329,13.1,3.792
"2023-01-20 20:00:00",974,"Marena B3",36.06222,-97.21667,329,12.98,3.244
"2023-01-20 21:00:00",975,"Marena B3",36.06222,-97.21667,329,12.88,4.374
"2023-01-20 22:00:00",976,"Marena B3",36.06222,-97.21667,329,12.81,5.515
"2023-01-20 23:00:00",977,"Marena B3",36.06222,-97.21667,329,12.77,5.334
"2023-01-21 00:00:00",978,"Marena B3",36.06222,-97.21667,329,12.74,5.274
"2023-01-21 01:00:00",979,"Marena B3",36.06222,-97.21667,329,12.72,4.529
"2023-01-21 02:00:00",980,"Marena B3",36.06222,-97.21667,329,12.7,4.24
"2023-01-21 03:00:00",981,"Marena B3",36.06222,-97.21667,329,12.69,4.347
"2023-01-21 04:00:00",982,"Marena B3",36.06222,-97.21667,329,12.67,4.589
"2023-01-21 05:00:00",983,"Marena B3",36.06222,-97.21667,329,12.66,4.647
"2023-01-21 06:00:00",984,"Marena B3",36.06222,-97.21667,329,12.64,4.318
"2023-01-21 07:00:00",985,"Marena B3",36.06222,-97.21667,329,12.64,4.115
"2023-01-21 08:00:00",986,"Marena B3",36.06222,-97.21667,329,12.63,3.954
"2023-01-21 09:00:00",987,"Marena B3",36.06222,-97.21667,329,12.63,3.368
"2023-01-21 10:00:00",988,"Marena B3",36.06222,-97.21667,329,12.54,5.02
"2023-01-21 11:00:00",989,"Marena B3",36.06222,-97.21667,329,12.54,5.912
"2023-01-21 12:00:00",990,"Marena B3",36.06222,-97.21667,329,12.61,6.709
"2023-01-21 13:00:00",991,"Marena B3",36.06222,-97.21667,329,12.67,8.07
"2023-01-21 14:00:00",992,"Marena B3",36.06222,-97.21667,329,13.31,12.29
"2023-01-21 15:00:00",993,"Marena B3",36.06222,-97.21667,329,13.73,10.29
"2023-01-21 16:00:00",994,"Marena B3",36.06222,-97.21667,329,13.91,12.42
"2023-01-21 17:00:00",995,"Marena B3",36.06222,-97.21667,329,13.35,10.07
"2023-01-21 18:00:00",996,"Marena B3",36.06222,-97.21667,329,13.03,5.795
"2023-01-21 19:00:00",997,"Marena B3",36.06222,-97.21667,329,12.93,1.957
"2023-01-21 20:00:00",998,"Marena B3",36.06222,-97.21667,329,12.85,3.654
"2023-01-21 21:00:00",999,"Marena B3",36.06222,-97.21667,329,12.79,3.172
"2023-01-21 22:00:00",1000,"Marena B3",36.06222,-97.21667,329,12.75,2.719
"2023-01-21 23:00:00",1001,"Marena B3",36.06222,-97.21667,329,12.72,2.67
"2023-01-22 00:00:00",1002,"Marena B3",36.06222,-97.21667,329,12.69,2.856
"2023-01-22 01:00:00",1003,"Marena B3",36.06222,-97.21667,329,12.67,1.883
"2023-01-22 02:00:00",1004,"Marena B3",36.06222,-97.21667,329,12.65,1.529
"2023-01-22 03:00:00",1005,"Marena B3",36.06222,-97.21667,329,12.63,1.375
"2023-01-22 04:00:00",1006,"Marena B3",36.06222,-97.21667,329,12.61,1.359
"2023-01-22 05:00:00",1007,"Marena B3",36.06222,-97.21667,329,12.61,1.025
"2023-01-22 06:00:00",1008,"Marena B3",36.06222,-97.21667,329,12.6,0.779
"2023-01-22 07:00:00",1009,"Marena B3",36.06222,-97.21667,329,12.6,0.704
"2023-01-22 08:00:00",1010,"Marena B3",36.06222,-97.21667,329,12.6,0.752
"2023-01-22 09:00:00",1011,"Marena B3",36.06222,-97.21667,329,12.6,1.202
"2023-01-22 10:00:00",1012,"Marena B3",36.06222,-97.21667,329,12.62,3.111
"2023-01-22 11:00:00",1013,"Marena B3",36.06222,-97.21667,329,12.82,3.878
"2023-01-22 12:00:00",1014,"Marena B3",36.06222,-97.21667,329,13.1,5.038
"2023-01-22 13:00:00",1015,"Marena B3",36.06222,-97.21667,329,13.67,6.319
"2023-01-22 14:00:00",1016,"Marena B3",36.06222,-97.21667,329,13.7,6.208
"2023-01-22 15:00:00",1017,"Marena B3",36.06222,-97.21667,329,13.72,6.511
"2023-01-22 16:00:00",1018,"Marena B3",36.06222,-97.21667,329,14,9.24
"2023-01-22 17:00:00",1019,"Marena B3",36.06222,-97.21667,329,14.02,8.9
"2023-01-22 18:00:00",1020,"Marena B3",36.06222,-97.21667,329,13.39,1.778
"2023-01-22 19:00:00",1021,"Marena B3",36.06222,-97.21667,329,13.21,-2.3
"2023-01-22 20:00:00",1022,"Marena B3",36.06222,-97.21667,329,13.09,-4.044
"2023-01-22 21:00:00",1023,"Marena B3",36.06222,-97.21667,329,12.98,-4.959
"2023-01-22 22:00:00",1024,"Marena B3",36.06222,-97.21667,329,12.89,-5.158
"2023-01-22 23:00:00",1025,"Marena B3",36.06222,-97.21667,329,12.82,-5.344
"2023-01-23 00:00:00",1026,"Marena B3",36.06222,-97.21667,329,12.76,-5.234
"2023-01-23 01:00:00",1027,"Marena B3",36.06222,-97.21667,329,12.72,-5.668
"2023-01-23 02:00:00",1028,"Marena B3",36.06222,-97.21667,329,12.69,-5.731
"2023-01-23 03:00:00",1029,"Marena B3",36.06222,-97.21667,329,12.66,-5.27
"2023-01-23 04:00:00",1030,"Marena B3",36.06222,-97.21667,329,12.64,-5.911
"2023-01-23 05:00:00",1031,"Marena B3",36.06222,-97.21667,329,12.62,-6.398
"2023-01-23 06:00:00",1032,"Marena B3",36.06222,-97.21667,329,12.6,-7.406
"2023-01-23 07:00:00",1033,"Marena B3",36.06222,-97.21667,329,12.58,-7.95
"2023-01-23 08:00:00",1034,"Marena B3",36.06222,-97.21667,329,12.57,-7.227
"2023-01-23 09:00:00",1035,"Marena B3",36.06222,-97.21667,329,13.37,0.068
"2023-01-23 10:00:00",1036,"Marena B3",36.06222,-97.21667,329,14.09,6.728
"2023-01-23 11:00:00",1037,"Marena B3",36.06222,-97.21667,329,13.96,11.73
"2023-01-23 12:00:00",1038,"Marena B3",36.06222,-97.21667,329,13.92,13.58
"2023-01-23 13:00:00",1039,"Marena B3",36.06222,-97.21667,329,13.85,15.13
"2023-01-23 14:00:00",1040,"Marena B3",36.06222,-97.21667,329,13.85,15.96
"2023-01-23 15:00:00",1041,"Marena B3",36.06222,-97.21667,329,13.85,14.94
"2023-01-23 16:00:00",1042,"Marena B3",36.06222,-97.21667,329,13.85,14.28
"2023-01-23 17:00:00",1043,"Marena B3",36.06222,-97.21667,329,13.57,12.02
"2023-01-23 18:00:00",1044,"Marena B3",36.06222,-97.21667,329,13.21,4.275
"2023-01-23 19:00:00",1045,"Marena B3",36.06222,-97.21667,329,13.07,1.684
"2023-01-23 20:00:00",1046,"Marena B3",36.06222,-97.21667,329,12.96,0.053
"2023-01-23 21:00:00",1047,"Marena B3",36.06222,-97.21667,329,12.87,-1.06
"2023-01-23 22:00:00",1048,"Marena B3",36.06222,-97.21667,329,12.8,-1.039
"2023-01-23 23:00:00",1049,"Marena B3",36.06222,-97.21667,329,12.75,0.005
"2023-01-24 00:00:00",1050,"Marena B3",36.06222,-97.21667,329,12.72,0.653
"2023-01-24 01:00:00",1051,"Marena B3",36.06222,-97.21667,329,12.71,-0.631
"2023-01-24 02:00:00",1052,"Marena B3",36.06222,-97.21667,329,12.69,-2.158
"2023-01-24 03:00:00",1053,"Marena B3",36.06222,-97.21667,329,12.67,-2.47
"2023-01-24 04:00:00",1054,"Marena B3",36.06222,-97.21667,329,12.65,-1.547
"2023-01-24 05:00:00",1055,"Marena B3",36.06222,-97.21667,329,12.64,0.138
"2023-01-24 06:00:00",1056,"Marena B3",36.06222,-97.21667,329,12.63,0.411
"2023-01-24 07:00:00",1057,"Marena B3",36.06222,-97.21667,329,12.62,0.713
"2023-01-24 08:00:00",1058,"Marena B3",36.06222,-97.21667,329,12.62,0.816
"2023-01-24 09:00:00",1059,"Marena B3",36.06222,-97.21667,329,12.61,1.052
"2023-01-24 10:00:00",1060,"Marena B3",36.06222,-97.21667,329,12.53,2.001
