"TOA5","CR300Series_NRCS_B3","CR300","25039","CR300-CELL205.Std.10.07","CPU:nrcs_marena_B3.CR300","30482","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2023-03-03 11:00:00",1973,"Marena B3",36.06222,-97.21667,329,13.88,14.86
"2023-03-03 12:00:00",1974,"Marena B3",36.06222,-97.21667,329,13.82,17.11
"2023-03-03 13:00:00",1975,"Marena B3",36.06222,-97.21667,329,13.76,19.74
"2023-03-03 14:00:00",1976,"Marena B3",36.06222,-97.21667,329,13.73,21.07
"2023-03-03 15:00:00",1977,"Marena B3",36.06222,-97.21667,329,13.7,22.05
"2023-03-03 16:00:00",1978,"Marena B3",36.06222,-97.21667,329,13.7,22.63
"2023-03-03 17:00:00",1979,"Marena B3",36.06222,-97.21667,329,13.67,21.83
"2023-03-03 18:00:00",1980,"Marena B3",36.06222,-97.21667,329,13.45,16.84
"2023-03-03 19:00:00",1981,"Marena B3",36.06222,-97.21667,329,13.13,9.69
"2023-03-03 20:00:00",1982,"Marena B3",36.06222,-97.21667,329,12.99,5.617
"2023-03-03 21:00:00",1983,"Marena B3",36.06222,-97.21667,329,12.88,3.832
"2023-03-03 22:00:00",1984,"Marena B3",36.06222,-97.21667,329,12.8,2.452
"2023-03-03 23:00:00",1985,"Marena B3",36.06222,-97.21667,329,12.74,1.888
"2023-03-04 00:00:00",1986,"Marena B3",36.06222,-97.21667,329,12.7,1.434
"2023-03-04 01:00:00",1987,"Marena B3",36.06222,-97.21667,329,12.67,1.301
"2023-03-04 02:00:00",1988,"Marena B3",36.06222,-97.21667,329,12.65,1.418
"2023-03-04 03:00:00",1989,"Marena B3",36.06222,-97.21667,329,12.64,-0.159
"2023-03-04 04:00:00",1990,"Marena B3",36.06222,-97.21667,329,12.63,-0.217
"2023-03-04 05:00:00",1991,"Marena B3",36.06222,-97.21667,329,12.62,0.611
"2023-03-04 06:00:00",1992,"Marena B3",36.06222,-97.21667,329,12.61,0.693
"2023-03-04 07:00:00",1993,"Marena B3",36.06222,-97.21667,329,12.6,0.474
"2023-03-04 08:00:00",1994,"Marena B3",36.06222,-97.21667,329,12.71,3.357
"2023-03-04 09:00:00",1995,"Marena B3",36.06222,-97.21667,329,13.98,10.31
"2023-03-04 10:00:00",1996,"Marena B3",36.06222,-97.21667,329,13.83,16.75
"2023-03-04 11:00:00",1997,"Marena B3",36.06222,-97.21667,329,13.74,20.68
"2023-03-04 12:00:00",1998,"Marena B3",36.06222,-97.21667,329,13.68,23.22
"2023-03-04 13:00:00",1999,"Marena B3",36.06222,-97.21667,329,13.62,25.65
"2023-03-04 14:00:00",2000,"Marena B3",36.06222,-97.21667,329,13.59,26.51
"2023-03-04 15:00:00",2001,"Marena B3",36.06222,-97.21667,329,13.59,26.4
"2023-03-04 16:00:00",2002,"Marena B3",36.06222,-97.21667,329,13.59,25.75
"2023-03-04 17:00:00",2003,"Marena B3",36.06222,-97.21667,329,13.58,24.51
"2023-03-04 18:00:00",2004,"Marena B3",36.06222,-97.21667,329,13.33,18.39
"2023-03-04 19:00:00",2005,"Marena B3",36.06222,-97.21667,329,13.08,12.5
"2023-03-04 20:00:00",2006,"Marena B3",36.06222,-97.21667,329,12.95,10.43
"2023-03-04 21:00:00",2007,"Marena B3",36.06222,-97.21667,329,12.84,10.13
"2023-03-04 22:00:00",2008,"Marena B3",36.06222,-97.21667,329,12.77,9.76
"2023-03-04 23:00:00",2009,"Marena B3",36.06222,-97.21667,329,12.72,8.74
"2023-03-05 00:00:00",2010,"Marena B3",36.06222,-97.21667,329,12.69,7.252
"2023-03-05 01:00:00",2011,"Marena B3",36.06222,-97.21667,329,12.67,5.384
"2023-03-05 02:00:00",2012,"Marena B3",36.06222,-97.21667,329,12.65,5.042
"2023-03-05 03:00:00",2013,"Marena B3",36.06222,-97.21667,329,12.64,5.596
"2023-03-05 04:00:00",2014,"Marena B3",36.06222,-97.21667,329,12.63,5.041
"2023-03-05 05:00:00",2015,"Marena B3",36.06222,-97.21667,329,12.61,5.296
"2023-03-05 06:00:00",2016,"Marena B3",36.06222,-97.21667,329,12.61,6.264
"2023-03-05 07:00:00",2017,"Marena B3",36.06222,-97.21667,329,12.6,6.369
"2023-03-05 08:00:00",2018,"Marena B3",36.06222,-97.21667,329,12.72,8.75
"2023-03-05 09:00:00",2019,"Marena B3",36.06222,-97.21667,329,13.89,14.34
"2023-03-05 10:00:00",2020,"Marena B3",36.06222,-97.21667,329,13.74,21.58
"2023-03-05 11:00:00",2021,"Marena B3",36.06222,-97.21667,329,13.65,24.45
"2023-03-05 12:00:00",2022,"Marena B3",36.06222,-97.21667,329,13.59,27.79
"2023-03-05 13:00:00",2023,"Marena B3",36.06222,-97.21667,329,13.56,29.34
"2023-03-05 14:00:00",2024,"Marena B3",36.06222,-97.21667,329,13.53,30.67
"2023-03-05 15:00:00",2025,"Marena B3",36.06222,-97.21667,329,13.51,30.1
"2023-03-05 16:00:00",2026,"Marena B3",36.06222,-97.21667,329,13.5,30.49
"2023-03-05 17:00:00",2027,"Marena B3",36.06222,-97.21667,329,13.4,29.88
"2023-03-05 18:00:00",2028,"Marena B3",36.06222,-97.21667,329,13.07,23.78
"2023-03-05 19:00:00",2029,"Marena B3",36.06222,-97.21667,329,12.94,21.1
"2023-03-05 20:00:00",2030,"Marena B3",36.06222,-97.21667,329,12.83,19.98
"2023-03-05 21:00:00",2031,"Marena B3",36.06222,-97.21667,329,12.76,18.93
"2023-03-05 22:00:00",2032,"Marena B3",36.06222,-97.21667,329,12.72,18.2
"2023-03-05 23:00:00",2033,"Marena B3",36.06222,-97.21667,329,12.7,17.72
"2023-03-06 00:00:00",2034,"Marena B3",36.06222,-97.21667,329,12.69,17.36
"2023-03-06 01:00:00",2035,"Marena B3",36.06222,-97.21667,329,12.68,16.94
"2023-03-06 02:00:00",2036,"Marena B3",36.06222,-97.21667,329,12.66,16.21
"2023-03-06 03:00:00",2037,"Marena B3",36.06222,-97.21667,329,12.65,15.82
"2023-03-06 04:00:00",2038,"Marena B3",36.06222,-97.21667,329,12.64,14.76
"2023-03-06 05:00:00",2039,"Marena B3",36.06222,-97.21667,329,12.63,13.28
"2023-03-06 06:00:00",2040,"Marena B3",36.06222,-97.21667,329,12.63,11.85
"2023-03-06 07:00:00",2041,"Marena B3",36.06222,-97.21667,329,12.62,10.47
"2023-03-06 08:00:00",2042,"Marena B3",36.06222,-97.21667,329,12.71,11.76
"2023-03-06 09:00:00",2043,"Marena B3",36.06222,-97.21667,329,13.88,14.56
"2023-03-06 10:00:00",2044,"Marena B3",36.06222,-97.21667,329,13.75,19.8
"2023-03-06 11:00:00",2045,"Marena B3",36.06222,-97.21667,329,13.67,23.6
"2023-03-06 12:00:00",2046,"Marena B3",36.06222,-97.21667,329,13.65,24.02
"2023-03-06 13:00:00",2047,"Marena B3",36.06222,-97.21667,329,13.64,24.91
"2023-03-06 14:00:00",2048,"Marena B3",36.06222,-97.21667,329,13.62,25.41
"2023-03-06 15:00:00",2049,"Marena B3",36.06222,-97.21667,329,13.62,25.69
"2023-03-06 16:00:00",2050,"Marena B3",36.06222,-97.21667,329,13.61,25.66
"2023-03-06 17:00:00",2051,"Marena B3",36.06222,-97.21667,329,13.45,23.75
"2023-03-06 18:00:00",2052,"Marena B3",36.06222,-97.21667,329,13.3,19.22
"2023-03-06 19:00:00",2053,"Marena B3",36.06222,-97.21667,329,13.09,15.1
"2023-03-06 20:00:00",2054,"Marena B3",36.06222,-97.21667,329,12.95,14.49
"2023-03-06 21:00:00",2055,"Marena B3",36.06222,-97.21667,329,12.84,13.07
"2023-03-06 22:00:00",2056,"Marena B3",36.06222,-97.21667,329,12.77,12.38
"2023-03-06 23:00:00",2057,"Marena B3",36.06222,-97.21667,329,12.72,11.81
"2023-03-07 00:00:00",2058,"Marena B3",36.06222,-97.21667,329,12.69,11.56
"2023-03-07 01:00:00",2059,"Marena B3",36.06222,-97.21667,329,12.68,10.47
"2023-03-07 02:00:00",2060,"Marena B3",36.06222,-97.21667,329,12.66,9.4
"2023-03-07 03:00:00",2061,"Marena B3",36.06222,-97.21667,329,12.64,7.813
"2023-03-07 04:00:00",2062,"Marena B3",36.06222,-97.21667,329,12.62,6.542
"2023-03-07 05:00:00",2063,"Marena B3",36.06222,-97.21667,329,12.61,5.861
"2023-03-07 06:00:00",2064,"Marena B3",36.06222,-97.21667,329,12.6,5.727
"2023-03-07 07:00:00",2065,"Marena B3",36.06222,-97.21667,329,12.58,5.527
"2023-03-07 08:00:00",2066,"Marena B3",36.06222,-97.21667,329,12.6,5.825
"2023-03-07 09:00:00",2067,"Marena B3",36.06222,-97.21667,329,12.75,6.958
"2023-03-07 10:00:00",2068,"Marena B3",36.06222,-97.21667,329,13.08,8.94
"2023-03-07 11:00:00",2069,"Marena B3",36.06222,-97.21667,329,13.23,10.8
"2023-03-07 12:00:00",2070,"Marena B3",36.06222,-97.21667,329,13.25,10.38
"2023-03-07 13:00:00",2071,"Marena B3",36.06222,-97.21667,329,13.26,10.74
"2023-03-07 14:00:00",2072,"Marena B3",36.06222,-97.21667,329,13.23,11.66
"2023-03-07 15:00:00",2073,"Marena B3",36.06222,-97.21667,329,13.61,11.16
"2023-03-07 16:00:00",2074,"Marena B3",36.06222,-97.21667,329,13.51,10.84
"2023-03-07 17:00:00",2075,"Marena B3",36.06222,-97.21667,329,13.15,8.57
"2023-03-07 18:00:00",2076,"Marena B3",36.06222,-97.21667,329,13,7.901
"2023-03-07 19:00:00",2077,"Marena B3",36.06222,-97.21667,329,12.9,7.457
"2023-03-07 20:00:00",2078,"Marena B3",36.06222,-97.21667,329,12.81,6.892
"2023-03-07 21:00:00",2079,"Marena B3",36.06222,-97.21667,329,12.75,6.954
"2023-03-07 22:00:00",2080,"Marena B3",36.06222,-97.21667,329,12.7,6.573
"2023-03-07 23:00:00",2081,"Marena B3",36.06222,-97.21667,329,12.66,5.946
"2023-03-08 00:00:00",2082,"Marena B3",36.06222,-97.21667,329,12.62,5.769
"2023-03-08 01:00:00",2083,"Marena B3",36.06222,-97.21667,329,12.6,6.134
"2023-03-08 02:00:00",2084,"Marena B3",36.06222,-97.21667,329,12.58,6.106
"2023-03-08 03:00:00",2085,"Marena B3",36.06222,-97.21667,329,12.57,6.12
"2023-03-08 04:00:00",2086,"Marena B3",36.06222,-97.21667,329,12.57,6.171
"2023-03-08 05:00:00",2087,"Marena B3",36.06222,-97.21667,329,12.57,6.241
"2023-03-08 06:00:00",2088,"Marena B3",36.06222,-97.21667,329,12.57,6.242
"2023-03-08 07:00:00",2089,"Marena B3",36.06222,-97.21667,329,12.57,6.435
"2023-03-08 08:00:00",2090,"Marena B3",36.06222,-97.21667,329,12.58,6.837
"2023-03-08 09:00:00",2091,"Marena B3",36.06222,-97.21667,329,12.75,8.94
"2023-03-08 10:00:00",2092,"Marena B3",36.06222,-97.21667,329,13.76,13.71
"2023-03-08 11:00:00",2093,"Marena B3",36.06222,-97.21667,329,13.87,13.86
"2023-03-08 12:00:00",2094,"Marena B3",36.06222,-97.21667,329,13.86,13.1
"2023-03-08 13:00:00",2095,"Marena B3",36.06222,-97.21667,329,13.86,13.47
"2023-03-08 14:00:00",2096,"Marena B3",36.06222,-97.21667,329,13.87,14.19
"2023-03-08 15:00:00",2097,"Marena B3",36.06222,-97.21667,329,13.88,14.15
"2023-03-08 16:00:00",2098,"Marena B3",36.06222,-97.21667,329,13.83,14.33
"2023-03-08 17:00:00",2099,"Marena B3",36.06222,-97.21667,329,13.41,12.94
"2023-03-08 18:00:00",2100,"Marena B3",36.06222,-97.21667,329,13.22,10.37
"2023-03-08 19:00:00",2101,"Marena B3",36.06222,-97.21667,329,13.08,9.2
"2023-03-08 20:00:00",2102,"Marena B3",36.06222,-97.21667,329,12.96,8.78
"2023-03-08 21:00:00",2103,"Marena B3",36.06222,-97.21667,329,12.86,8.63
"2023-03-08 22:00:00",2104,"Marena B3",36.06222,-97.21667,329,12.79,8.74
"2023-03-08 23:00:00",2105,"Marena B3",36.06222,-97.21667,329,12.74,8.66
"2023-03-09 00:00:00",2106,"Marena B3",36.06222,-97.21667,329,12.71,8.52
"2023-03-09 01:00:00",2107,"Marena B3",36.06222,-97.21667,329,12.69,7.45
"2023-03-09 02:00:00",2108,"Marena B3",36.06222,-97.21667,329,12.67,7.67
"2023-03-09 03:00:00",2109,"Marena B3",36.06222,-97.21667,329,12.65,7.758
"2023-03-09 04:00:00",2110,"Marena B3",36.06222,-97.21667,329,12.63,7.654
"2023-03-09 05:00:00",2111,"Marena B3",36.06222,-97.21667,329,12.61,7.512
"2023-03-09 06:00:00",2112,"Marena B3",36.06222,-97.21667,329,12.59,7.306
"2023-03-09 07:00:00",2113,"Marena B3",36.06222,-97.21667,329,12.59,7.344
"2023-03-09 08:00:00",2114,"Marena B3",36.06222,-97.21667,329,12.59,7.715
"2023-03-09 09:00:00",2115,"Marena B3",36.06222,-97.21667,329,12.81,8.39
"2023-03-09 10:00:00",2116,"Marena B3",36.06222,-97.21667,329,12.71,9.71
"2023-03-09 11:00:00",2117,"Marena B3",36.06222,-97.21667,329,12.6,9.96
"2023-03-09 12:00:00",2118,"Marena B3",36.06222,-97.21667,329,12.61,10.64
"2023-03-09 13:00:00",2119,"Marena B3",36.06222,-97.21667,329,13.01,12.15
"2023-03-09 14:00:00",2120,"Marena B3",36.06222,-97.21667,329,13.62,15.22
"2023-03-09 15:00:00",2121,"Marena B3",36.06222,-97.21667,329,13.7,14.28
"2023-03-09 16:00:00",2122,"Marena B3",36.06222,-97.21667,329,13.73,16.3
"2023-03-09 17:00:00",2123,"Marena B3",36.06222,-97.21667,329,13.37,15.5
"2023-03-09 18:00:00",2124,"Marena B3",36.06222,-97.21667,329,13.29,13.14
"2023-03-09 19:00:00",2125,"Marena B3",36.06222,-97.21667,329,13.14,9.63
"2023-03-09 20:00:00",2126,"Marena B3",36.06222,-97.21667,329,13.01,7.943
"2023-03-09 21:00:00",2127,"Marena B3",36.06222,-97.21667,329,12.91,6.96
"2023-03-09 22:00:00",2128,"Marena B3",36.06222,-97.21667,329,12.82,5.708
"2023-03-09 23:00:00",2129,"Marena B3",36.06222,-97.21667,329,12.75,3.249
"2023-03-10 00:00:00",2130,"Marena B3",36.06222,-97.21667,329,12.71,2.335
"2023-03-10 01:00:00",2131,"Marena B3",36.06222,-97.21667,329,12.68,1.729
"2023-03-10 02:00:00",2132,"Marena B3",36.06222,-97.21667,329,12.65,1.967
"2023-03-10 03:00:00",2133,"Marena B3",36.06222,-97.21667,329,12.63,1.686
"2023-03-10 04:00:00",2134,"Marena B3",36.06222,-97.21667,329,12.6,0.491
"2023-03-10 05:00:00",2135,"Marena B3",36.06222,-97.21667,329,12.57,-0.928
"2023-03-10 06:00:00",2136,"Marena B3",36.06222,-97.21667,329,12.55,-1.743
"2023-03-10 07:00:00",2137,"Marena B3",36.06222,-97.21667,329,12.54,-1.665
"2023-03-10 08:00:00",2138,"Marena B3",36.06222,-97.21667,329,12.71,1.376
"2023-03-10 09:00:00",2139,"Marena B3",36.06222,-97.21667,329,14.08,6.299
"2023-03-10 10:00:00",2140,"Marena B3",36.06222,-97.21667,329,13.96,11.37
"2023-03-10 11:00:00",2141,"Marena B3",36.06222,-97.21667,329,13.89,14.74
"2023-03-10 12:00:00",2142,"Marena B3",36.06222,-97.21667,329,13.85,16.14
"2023-03-10 13:00:00",2143,"Marena B3",36.06222,-97.21667,329,13.82,17.87
"2023-03-10 14:00:00",2144,"Marena B3",36.06222,-97.21667,329,13.76,18.64
"2023-03-10 15:00:00",2145,"Marena B3",36.06222,-97.21667,329,13.76,19.03
"2023-03-10 16:00:00",2146,"Marena B3",36.06222,-97.21667,329,13.76,18.27
"2023-03-10 17:00:00",2147,"Marena B3",36.06222,-97.21667,329,13.76,17.35
"2023-03-10 18:00:00",2148,"Marena B3",36.06222,-97.21667,329,13.41,11.33
"2023-03-10 19:00:00",2149,"Marena B3",36.06222,-97.21667,329,13.2,8.79
"2023-03-10 20:00:00",2150,"Marena B3",36.06222,-97.21667,329,13.06,7.117
"2023-03-10 21:00:00",2151,"Marena B3",36.06222,-97.21667,329,12.95,6.691
"2023-03-10 22:00:00",2152,"Marena B3",36.06222,-97.21667,329,12.85,7.771
"2023-03-10 23:00:00",2153,"Marena B3",36.06222,-97.21667,329,12.78,7.833
"2023-03-11 00:00:00",2154,"Marena B3",36.06222,-97.21667,329,12.73,7.819
"2023-03-11 01:00:00",2155,"Marena B3",36.06222,-97.21667,329,12.7,7.707
"2023-03-11 02:00:00",2156,"Marena B3",36.06222,-97.21667,329,12.68,7.007
"2023-03-11 03:00:00",2157,"Marena B3",36.06222,-97.21667,329,12.67,7.688
"2023-03-11 04:00:00",2158,"Marena B3",36.06222,-97.21667,329,12.65,9.45
"2023-03-11 05:00:00",2159,"Marena B3",36.06222,-97.21667,329,12.64,10.08
"2023-03-11 06:00:00",2160,"Marena B3",36.06222,-97.21667,329,12.63,10.58
"2023-03-11 07:00:00",2161,"Marena B3",36.06222,-97.21667,329,12.61,11.62
"2023-03-11 08:00:00",2162,"Marena B3",36.06222,-97.21667,329,12.62,13.16
"2023-03-11 09:00:00",2163,"Marena B3",36.06222,-97.21667,329,12.77,14.07
"2023-03-11 10:00:00",2164,"Marena B3",36.06222,-97.21667,329,13.24,20.14
"2023-03-11 11:00:00",2165,"Marena B3",36.06222,-97.21667,329,13.64,25.41
"2023-03-11 12:00:00",2166,"Marena B3",36.06222,-97.21667,329,13.57,28.7
"2023-03-11 13:00:00",2167,"Marena B3",36.06222,-97.21667,329,13.54,30.56
"2023-03-11 14:00:00",2168,"Marena B3",36.06222,-97.21667,329,13.51,31.13
"2023-03-11 15:00:00",2169,"Marena B3",36.06222,-97.21667,329,13.51,28.85
"2023-03-11 16:00:00",2170,"Marena B3",36.06222,-97.21667,329,13.53,23.69
"2023-03-11 17:00:00",2171,"Marena B3",36.06222,-97.21667,329,13.58,20.64
"2023-03-11 18:00:00",2172,"Marena B3",36.06222,-97.21667,329,13.32,15.52
"2023-03-11 19:00:00",2173,"Marena B3",36.06222,-97.21667,329,13.14,12.78
"2023-03-11 20:00:00",2174,"Marena B3",36.06222,-97.21667,329,13,9.76
"2023-03-11 21:00:00",2175,"Marena B3",36.06222,-97.21667,329,12.9,7.491
"2023-03-11 22:00:00",2176,"Marena B3",36.06222,-97.21667,329,12.81,6.275
"2023-03-11 23:00:00",2177,"Marena B3",36.06222,-97.21667,329,12.74,5.489
"2023-03-12 00:00:00",2178,"Marena B3",36.06222,-97.21667,329,12.69,5.668
"2023-03-12 01:00:00",2179,"Marena B3",36.06222,-97.21667,329,12.66,4.097
"2023-03-12 02:00:00",2180,"Marena B3",36.06222,-97.21667,329,12.64,3.239
"2023-03-12 03:00:00",2181,"Marena B3",36.06222,-97.21667,329,12.62,3.167
"2023-03-12 04:00:00",2182,"Marena B3",36.06222,-97.21667,329,12.61,2.982
"2023-03-12 05:00:00",2183,"Marena B3",36.06222,-97.21667,329,12.6,1.901
"2023-03-12 06:00:00",2184,"Marena B3",36.06222,-97.21667,329,12.59,2.475
"2023-03-12 07:00:00",2185,"Marena B3",36.06222,-97.21667,329,12.58,2.486
"2023-03-12 08:00:00",2186,"Marena B3",36.06222,-97.21667,329,12.61,3.414
"2023-03-12 09:00:00",2187,"Marena B3",36.06222,-97.21667,329,12.84,4.488
"2023-03-12 10:00:00",2188,"Marena B3",36.06222,-97.21667,329,13.94,8.52
"2023-03-12 11:00:00",2189,"Marena B3",36.06222,-97.21667,329,13.91,9.77
"2023-03-12 12:00:00",2190,"Marena B3",36.06222,-97.21667,329,13.96,11.03
"2023-03-12 13:00:00",2191,"Marena B3",36.06222,-97.21667,329,13.92,12.84
"2023-03-12 14:00:00",2192,"Marena B3",36.06222,-97.21667,329,13.89,14.41
"2023-03-12 15:00:00",2193,"Marena B3",36.06222,-97.21667,329,13.86,15.67
"2023-03-12 16:00:00",2194,"Marena B3",36.06222,-97.21667,329,13.57,12.8
"2023-03-12 17:00:00",2195,"Marena B3",36.06222,-97.21667,329,13.47,11.63
"2023-03-12 18:00:00",2196,"Marena B3",36.06222,-97.21667,329,13.55,9.49
"2023-03-12 19:00:00",2197,"Marena B3",36.06222,-97.21667,329,13.36,4.691
"2023-03-12 20:00:00",2198,"Marena B3",36.06222,-97.21667,329,13.21,1.172
"2023-03-12 21:00:00",2199,"Marena B3",36.06222,-97.21667,329,13.09,0.077
"2023-03-12 22:00:00",2200,"Marena B3",36.06222,-97.21667,329,12.98,-0.9
"2023-03-12 23:00:00",2201,"Marena B3",36.06222,-97.21667,329,12.88,-1.796
"2023-03-13 00:00:00",2202,"Marena B3",36.06222,-97.21667,329,12.79,-1.601
"2023-03-13 01:00:00",2203,"Marena B3",36.06222,-97.21667,329,12.72,-1.2
"2023-03-13 02:00:00",2204,"Marena B3",36.06222,-97.21667,329,12.68,-2.383
"2023-03-13 03:00:00",2205,"Marena B3",36.06222,-97.21667,329,12.64,-3.148
"2023-03-13 04:00:00",2206,"Marena B3",36.06222,-97.21667,329,12.61,-4.146
"2023-03-13 05:00:00",2207,"Marena B3",36.06222,-97.21667,329,12.59,-4.168
"2023-03-13 06:00:00",2208,"Marena B3",36.06222,-97.21667,329,12.56,-4.561
"2023-03-13 07:00:00",2209,"Marena B3",36.06222,-97.21667,329,12.54,-2.74
"2023-03-13 08:00:00",2210,"Marena B3",36.06222,-97.21667,329,12.62,-1.504
"2023-03-13 09:00:00",2211,"Marena B3",36.06222,-97.21667,329,12.93,0.063
"2023-03-13 10:00:00",2212,"Marena B3",36.06222,-97.21667,329,13.32,2.346
"2023-03-13 11:00:00",2213,"Marena B3",36.06222,-97.21667,329,13.89,3.73
"2023-03-13 12:00:00",2214,"Marena B3",36.06222,-97.21667,329,14.09,6.297
"2023-03-13 13:00:00",2215,"Marena B3",36.06222,-97.21667,329,14.02,9.07
"2023-03-13 14:00:00",2216,"Marena B3",36.06222,-97.21667,329,13.95,12.01
"2023-03-13 15:00:00",2217,"Marena B3",36.06222,-97.21667,329,13.89,13.86
"2023-03-13 16:00:00",2218,"Marena B3",36.06222,-97.21667,329,13.86,15.41
"2023-03-13 17:00:00",2219,"Marena B3",36.06222,-97.21667,329,13.86,13.36
"2023-03-13 18:00:00",2220,"Marena B3",36.06222,-97.21667,329,13.65,8.43
"2023-03-13 19:00:00",2221,"Marena B3",36.06222,-97.21667,329,13.35,2.974
"2023-03-13 20:00:00",2222,"Marena B3",36.06222,-97.21667,329,13.2,2.996
"2023-03-13 21:00:00",2223,"Marena B3",36.06222,-97.21667,329,13.07,2.839
"2023-03-13 22:00:00",2224,"Marena B3",36.06222,-97.21667,329,12.97,2.909
"2023-03-13 23:00:00",2225,"Marena B3",36.06222,-97.21667,329,12.87,2.638
"2023-03-14 00:00:00",2226,"Marena B3",36.06222,-97.21667,329,12.79,2.357
"2023-03-14 01:00:00",2227,"Marena B3",36.06222,-97.21667,329,12.73,2.457
"2023-03-14 02:00:00",2228,"Marena B3",36.06222,-97.21667,329,12.69,2.22
"2023-03-14 03:00:00",2229,"Marena B3",36.06222,-97.21667,329,12.66,2.14
"2023-03-14 04:00:00",2230,"Marena B3",36.06222,-97.21667,329,12.63,2.019
"2023-03-14 05:00:00",2231,"Marena B3",36.06222,-97.21667,329,12.6,1.616
"2023-03-14 06:00:00",2232,"Marena B3",36.06222,-97.21667,329,12.57,-0.915
"2023-03-14 07:00:00",2233,"Marena B3",36.06222,-97.21667,329,12.56,-2.502
"2023-03-14 08:00:00",2234,"Marena B3",36.06222,-97.21667,329,12.81,2.265
"2023-03-14 09:00:00",2235,"Marena B3",36.06222,-97.21667,329,14.09,5.65
"2023-03-14 10:00:00",2236,"Marena B3",36.06222,-97.21667,329,13.95,11.34
"2023-03-14 11:00:00",2237,"Marena B3",36.06222,-97.21667,329,13.89,14.29
"2023-03-14 12:00:00",2238,"Marena B3",36.06222,-97.21667,329,13.86,15.85
"2023-03-14 13:00:00",2239,"Marena B3",36.06222,-97.21667,329,13.82,16.35
"2023-03-14 14:00:00",2240,"Marena B3",36.06222,-97.21667,329,13.77,18.88
"2023-03-14 15:00:00",2241,"Marena B3",36.06222,-97.21667,329,13.76,19.05
"2023-03-14 16:00:00",2242,"Marena B3",36.06222,-97.21667,329,13.76,19.46
"2023-03-14 17:00:00",2243,"Marena B3",36.06222,-97.21667,329,13.76,18.85
"2023-03-14 18:00:00",2244,"Marena B3",36.06222,-97.21667,329,13.54,13.99
"2023-03-14 19:00:00",2245,"Marena B3",36.06222,-97.21667,329,13.24,8.87
"2023-03-14 20:00:00",2246,"Marena B3",36.06222,-97.21667,329,13.09,5.459
"2023-03-14 21:00:00",2247,"Marena B3",36.06222,-97.21667,329,12.98,3.783
"2023-03-14 22:00:00",2248,"Marena B3",36.06222,-97.21667,329,12.88,3.312
"2023-03-14 23:00:00",2249,"Marena B3",36.06222,-97.21667,329,12.79,2.046
"2023-03-15 00:00:00",2250,"Marena B3",36.06222,-97.21667,329,12.72,2.94
"2023-03-15 01:00:00",2251,"Marena B3",36.06222,-97.21667,329,12.68,3.695
"2023-03-15 02:00:00",2252,"Marena B3",36.06222,-97.21667,329,12.66,3.732
"2023-03-15 03:00:00",2253,"Marena B3",36.06222,-97.21667,329,12.64,3.545
"2023-03-15 04:00:00",2254,"Marena B3",36.06222,-97.21667,329,12.61,3.59
"2023-03-15 05:00:00",2255,"Marena B3",36.06222,-97.21667,329,12.59,2.987
"2023-03-15 06:00:00",2256,"Marena B3",36.06222,-97.21667,329,12.57,2.557
"2023-03-15 07:00:00",2257,"Marena B3",36.06222,-97.21667,329,12.57,3.885
"2023-03-15 08:00:00",2258,"Marena B3",36.06222,-97.21667,329,12.64,5.743
"2023-03-15 09:00:00",2259,"Marena B3",36.06222,-97.21667,329,13.52,9.09
"2023-03-15 10:00:00",2260,"Marena B3",36.06222,-97.21667,329,13.92,13.59
"2023-03-15 11:00:00",2261,"Marena B3",36.06222,-97.21667,329,13.83,17.03
"2023-03-15 12:00:00",2262,"Marena B3",36.06222,-97.21667,329,13.77,19.32
"2023-03-15 13:00:00",2263,"Marena B3",36.06222,-97.21667,329,13.74,20.81
"2023-03-15 14:00:00",2264,"Marena B3",36.06222,-97.21667,329,13.7,22
"2023-03-15 15:00:00",2265,"Marena B3",36.06222,-97.21667,329,13.7,21.92
"2023-03-15 16:00:00",2266,"Marena B3",36.06222,-97.21667,329,13.64,24.99
"2023-03-15 17:00:00",2267,"Marena B3",36.06222,-97.21667,329,13.64,24.01
"2023-03-15 18:00:00",2268,"Marena B3",36.06222,-97.21667,329,13.5,19.04
"2023-03-15 19:00:00",2269,"Marena B3",36.06222,-97.21667,329,13.19,15.36
"2023-03-15 20:00:00",2270,"Marena B3",36.06222,-97.21667,329,13.03,13.98
"2023-03-15 21:00:00",2271,"Marena B3",36.06222,-97.21667,329,12.92,13.47
"2023-03-15 22:00:00",2272,"Marena B3",36.06222,-97.21667,329,12.82,13.39
"2023-03-15 23:00:00",2273,"Marena B3",36.06222,-97.21667,329,12.75,13.5
"2023-03-16 00:00:00",2274,"Marena B3",36.06222,-97.21667,329,12.71,14.07
"2023-03-16 01:00:00",2275,"Marena B3",36.06222,-97.21667,329,12.69,15.16
"2023-03-16 02:00:00",2276,"Marena B3",36.06222,-97.21667,329,12.68,15.62
"2023-03-16 03:00:00",2277,"Marena B3",36.06222,-97.21667,329,12.66,15.54
"2023-03-16 04:00:00",2278,"Marena B3",36.06222,-97.21667,329,12.64,15.49
