"TOA5","3","CR300","7201","CR300.Std.07.00","CPU:Site 3 (Field).CR300","44992","Teros12"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","BattV","TEROS12_5_VWC_Avg","TEROS12_10_VWC_Avg","TEROS12_20_VWC_Avg","TEROS12_50_VWC_Avg","TEROS12_5_T_Avg","TEROS12_10_T_Avg","TEROS12_20_T_Avg","TEROS12_50_T_Avg","TEROS12_5_EC_Avg","TEROS12_10_EC_Avg","TEROS12_20_EC_Avg","TEROS12_50_EC_Avg","TEROS12_5_Perm_Avg","TEROS12_10_Perm_Avg","TEROS12_20_Perm_Avg","TEROS12_50_Perm_Avg","TEROS12_5_Raw_Avg","TEROS12_10_Raw_Avg","TEROS12_20_Raw_Avg","TEROS12_50_Raw_Avg"
"TS","RN","name","decdegrees","decdegrees","m","Volts","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","Deg C","Deg C","Deg C","Deg C","dS/m","dS/m","dS/m","dS/m","Unitless","Unitless","Unitless","Unitless","Unitless","Unitless","Unitless","Unitless"
"","","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-03-31 16:00:00",0,"Site 3",30.55886,-96.41177,75,13.44,0.147,0.136,0.232,0.338,26.13,24,21.1,19.6,22.33,18,74.33,338,7.099,6.61,10.98,17.09,2173,2145,2392,2665
"2023-03-31 17:00:00",1,"Site 3",30.55886,-96.41177,75,13.44,0.147,0.136,0.232,0.337,27.05,25.1,21.6,19.7,23,18,76,339.5,7.071,6.581,10.95,16.98,2171,2143,2390,2662
"2023-03-31 18:00:00",2,"Site 3",30.55886,-96.41177,75,13.44,0.146,0.136,0.231,0.336,27,25.47,21.97,19.7,23,18,76,340,7.06,6.587,10.89,16.89,2171,2144,2387,2658
"2023-04-01 13:00:00",3,"Site 3",30.55886,-96.41177,75,13.46,0.146,0.134,0.23,0.337,24.6,22.35,20.15,20.3,22,18,75.5,345,7.03,6.507,10.89,17.03,2169,2139,2387,2663
"2023-04-01 14:00:00",4,"Site 3",30.55886,-96.41177,75,13.42,0.145,0.134,0.231,0.336,26.27,23.6,20.5,20.2,22,18,75.33,340.3,6.991,6.515,10.9,16.91,2167,2139,2388,2659
"2023-04-01 15:00:00",5,"Site 3",30.55886,-96.41177,75,13.42,0.144,0.133,0.229,0.338,27.3,24.93,21.1,20.2,22,18,74.67,344.3,6.951,6.466,10.82,17.07,2165,2137,2383,2665
"2023-04-01 17:00:00",6,"Site 3",30.55886,-96.41177,75,13.48,0.144,0.134,0.228,0.337,26.4,25.3,22.25,20.2,22,18,75.5,345.5,6.942,6.509,10.78,17.02,2164,2139,2381,2663
"2023-04-02 15:00:00",7,"Site 3",30.55886,-96.41177,75,13.53,0.142,0.133,0.228,0.339,22.8,22,20.5,20.3,22,18,75,342,6.879,6.459,10.79,17.16,2160,2136,2382,2668
"2023-04-02 16:00:00",8,"Site 3",30.55886,-96.41177,75,13.51,0.142,0.132,0.226,0.339,23.6,22.5,20.7,20.3,22,17,76,344,6.852,6.431,10.7,17.13,2159,2135,2377,2667
"2023-04-03 13:00:00",9,"Site 3",30.55886,-96.41177,75,13.44,0.157,0.136,0.226,0.339,26.5,24.1,21.3,20.5,30,19,75,339,7.542,6.595,10.67,17.15,2199,2144,2375,2668
"2023-04-03 14:00:00",10,"Site 3",30.55886,-96.41177,75,13.42,0.156,0.135,0.224,0.337,27.67,25.07,21.63,20.5,30,19,75.67,337.7,7.471,6.569,10.61,16.99,2194,2143,2372,2662
"2023-04-03 15:00:00",11,"Site 3",30.55886,-96.41177,75,13.42,0.154,0.135,0.224,0.336,28.87,26.27,22.2,20.5,30,19,76,338.7,7.395,6.529,10.59,16.93,2190,2140,2371,2660
"2023-04-03 16:00:00",12,"Site 3",30.55886,-96.41177,75,13.42,0.153,0.135,0.224,0.337,29.27,27.03,22.8,20.5,30,19.33,75.67,343.7,7.331,6.525,10.57,17,2186,2140,2370,2662
"2023-04-03 17:00:00",13,"Site 3",30.55886,-96.41177,75,13.42,0.151,0.134,0.223,0.339,29.47,27.5,23.33,20.53,30,19.67,76,340.7,7.282,6.507,10.54,17.15,2184,2139,2368,2668
"2023-04-03 18:00:00",14,"Site 3",30.55886,-96.41177,75,13.41,0.15,0.134,0.223,0.337,29.07,27.7,23.8,20.6,29.67,20,76,346.3,7.226,6.504,10.54,17.01,2180,2139,2368,2663
"2023-04-03 19:00:00",15,"Site 3",30.55886,-96.41177,75,13.51,0.147,0.134,0.224,0.34,24.3,23.5,22.2,21.4,27,20,76,348,7.066,6.494,10.59,17.21,2171,2138,2371,2670
"2023-04-04 13:00:00",16,"Site 3",30.55886,-96.41177,75,13.48,0.145,0.134,0.222,0.337,25.4,24.2,22.4,21.4,27,19,76,348,7.008,6.481,10.5,16.97,2168,2138,2366,2661
