"TOA5","2","CR300","7174","CR300.Std.07.00","CPU:Site 2 (Field).CR300","63613","Status"
"TIMESTAMP","RECORD","OSVersion","OSDate","OSSignature","SerialNumber","RevBoard","StationName","ProgName","StartTime","RunSignature","ProgSignature","WatchdogErrors","PanelTemp","Battery","LithiumBattery","CompileResults","StartUpCode","ProgErrors","VarOutOfBound","SkippedScan","WiFiUpdateReq","DataStorageSize","DataStorageFree","SerialFlashErrors","MemorySize","MemoryFree","CommsMemFree","FullMemReset","MeasureTime","ProcessTime","MaxProcTime","PortStatus(1)","PortStatus(2)","PortConfig(1)","PortConfig(2)","SW12Volts","PakBusRoutes","CalGainSlow2500","CalGainMed2500","CalGainFast2500","CalGainSlow34","CalGainMed34","CalGainFast34","CalOffset"
"TS","RN","","","","","","","","","","","","DegC","Volts","","","","","","","","bytes","bytes","","bytes","bytes","","","usec","usec","usec","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-04 13:19:17.96",10,"CR300.Std.07.00","2/8/2018",8783,"7174","011.000","7174","CPU:Site 2 (Field).CR300","2023-03-24 14:40:26.000657",57611,63613,0,32.69682,13.47664,"OK, ON POWER UP","CPU:Site 2 (Field).CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,20480,0,566804,14400,"40(40),359(355),24(19),22(21),0(0)",0,207100,122505823,124056627,-1,-1,"Input","Input",0,"1,4093,4093,1000  ",0.9994352,0.9999354,0.9998665,0.9993024,0.9997581,0.9998452,0.03365055
"2023-04-04 13:19:25.66",11,"CR300.Std.07.00","2/8/2018",8783,"7174","011.000","7174","CPU:Site 2 (Field).CR300","2023-03-24 14:40:26.000657",57611,63613,0,32.7339,13.47785,"OK, ON POWER UP","CPU:Site 2 (Field).CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,20480,0,566804,14400,"40(40),359(355),24(19),22(21),0(0)",0,207100,122505823,124056627,-1,-1,"Input","Input",0,"1,4093,4093,1000  ",0.9994352,0.9999354,0.9998665,0.9993024,0.9997581,0.9998452,0.03365055
"2023-04-04 13:26:43.631",3,"CR300.Std.07.00","2/8/2018",8783,"7201","011.000","7201","CPU:Site 3 (Field).CR300","2023-04-04 12:40:01.000427",57611,44992,0,32.43153,13.48486,"OK, ON POWER UP","CPU:Site 3 (Field).CR300 -- Compiled OK.  ",-1,0,0,0,0,31457280,20480,0,566804,14400,"40(40),359(358),23(21),22(21),0(0)",0,207100,124367803,124435063,-1,-1,"Input","Input",0,"1,4093,4093,1000  ",0.9995549,1.000088,1.000093,0.9993373,0.9996463,1.000858,0.01733378
