"TOA5","2","CR300","7174","CR300.Std.07.00","CPU:Site 2 (Field).CR300","63613","SoilVUE"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","BattV","SoilVUE_5_VWC_Avg","SoilVUE_10_VWC_Avg","SoilVUE_20_VWC_Avg","SoilVUE_30_VWC_Avg","SoilVUE_40_VWC_Avg","SoilVUE_50_VWC_Avg","SoilVUE_5_T_Avg","SoilVUE_10_T_Avg","SoilVUE_20_T_Avg","SoilVUE_30_T_Avg","SoilVUE_40_T_Avg","SoilVUE_50_T_Avg","SoilVUE_5_BulkEC_Avg","SoilVUE_10_BulkEC_Avg","SoilVUE_20_BulkEC_Avg","SoilVUE_30_BulkEC_Avg","SoilVUE_40_BulkEC_Avg","SoilVUE_50_BulkEC_Avg","SoilVUE_5_Ka_Avg","SoilVUE_10_Ka_Avg","SoilVUE_20_Ka_Avg","SoilVUE_30_Ka_Avg","SoilVUE_40_Ka_Avg","SoilVUE_50_Ka_Avg"
"2023-03-24 23:00:00",8,"Site 2",30.5498,-96.4115,75,12.54,0.214,0.226,0.087,0.175,0.27,0.165,20.11,21.65,22.22,21.59,20.59,19.74,0.129,0.197,0.013,0.11,0.431,0.026,11.72,12.46,5.319,9.52,15.34,8.95
"2023-03-25 00:00:00",9,"Site 2",30.5498,-96.4115,75,12.47,0.21,0.226,0.086,0.176,0.27,0.163,19.35,20.99,21.83,21.47,20.63,19.81,0.129,0.198,0.013,0.11,0.431,0.028,11.52,12.45,5.3,9.55,15.36,8.86
"2023-03-25 01:00:00",10,"Site 2",30.5498,-96.4115,75,12.43,0.211,0.224,0.085,0.177,0.271,0.163,18.68,20.4,21.44,21.31,20.63,19.86,0.128,0.197,0.012,0.111,0.43,0.03,11.56,12.36,5.268,9.61,15.42,8.89
"2023-03-25 02:00:00",11,"Site 2",30.5498,-96.4115,75,12.41,0.209,0.224,0.084,0.176,0.269,0.162,18.04,19.84,21.06,21.13,20.6,19.89,0.128,0.197,0.012,0.11,0.431,0.029,11.46,12.31,5.214,9.53,15.3,8.81
"2023-03-25 03:00:00",12,"Site 2",30.5498,-96.4115,75,12.39,0.206,0.224,0.082,0.173,0.27,0.162,17.45,19.32,20.69,20.95,20.54,19.91,0.126,0.196,0.012,0.11,0.431,0.028,11.27,12.35,5.114,9.41,15.36,8.82
"2023-03-25 04:00:00",13,"Site 2",30.5498,-96.4115,75,12.36,0.207,0.223,0.084,0.174,0.269,0.162,16.89,18.83,20.33,20.75,20.49,19.91,0.126,0.195,0.012,0.109,0.434,0.029,11.31,12.28,5.208,9.47,15.26,8.83
"2023-03-25 05:00:00",14,"Site 2",30.5498,-96.4115,75,12.34,0.206,0.222,0.083,0.173,0.269,0.164,16.41,18.36,19.96,20.53,20.4,19.91,0.125,0.193,0.011,0.109,0.435,0.029,11.28,12.21,5.155,9.4,15.26,8.92
"2023-03-25 06:00:00",15,"Site 2",30.5498,-96.4115,75,12.32,0.204,0.222,0.082,0.173,0.269,0.161,15.94,17.92,19.62,20.31,20.3,19.9,0.124,0.194,0.012,0.109,0.432,0.028,11.11,12.24,5.14,9.38,15.3,8.77
"2023-03-25 07:00:00",16,"Site 2",30.5498,-96.4115,75,12.29,0.203,0.222,0.082,0.173,0.269,0.162,15.46,17.5,19.28,20.09,20.19,19.87,0.124,0.192,0.01,0.11,0.433,0.028,11.08,12.21,5.139,9.38,15.3,8.83
"2023-03-25 08:00:00",17,"Site 2",30.5498,-96.4115,75,12.31,0.203,0.221,0.082,0.173,0.269,0.162,15.02,17.08,18.95,19.88,20.08,19.82,0.122,0.191,0.011,0.108,0.433,0.026,11.09,12.16,5.127,9.41,15.24,8.81
"2023-03-25 09:00:00",18,"Site 2",30.5498,-96.4115,75,12.42,0.202,0.22,0.081,0.172,0.267,0.162,15.52,16.84,18.62,19.64,19.95,19.78,0.121,0.192,0.009,0.107,0.436,0.025,11.01,12.1,5.104,9.36,15.17,8.82
"2023-03-25 10:00:00",19,"Site 2",30.5498,-96.4115,75,12.55,0.205,0.221,0.082,0.172,0.268,0.161,18.03,17.41,18.45,19.44,19.83,19.73,0.122,0.19,0.009,0.107,0.433,0.026,11.2,12.16,5.151,9.34,15.2,8.75
"2023-03-25 11:00:00",20,"Site 2",30.5498,-96.4115,75,12.66,0.204,0.22,0.079,0.17,0.265,0.161,20.54,18.57,18.53,19.26,19.7,19.66,0.119,0.191,0.009,0.105,0.433,0.026,11.11,12.07,5.029,9.21,15,8.75
"2023-03-25 12:00:00",21,"Site 2",30.5498,-96.4115,75,12.88,0.207,0.221,0.082,0.172,0.265,0.162,23.5,19.99,18.87,19.2,19.58,19.6,0.119,0.192,0.008,0.107,0.43,0.025,11.33,12.14,5.116,9.33,15.01,8.82
"2023-03-25 13:00:00",22,"Site 2",30.5498,-96.4115,75,13.39,0.208,0.22,0.078,0.173,0.266,0.165,26.64,21.82,19.44,19.25,19.5,19.53,0.121,0.195,0.01,0.106,0.428,0.026,11.39,12.09,4.986,9.37,15.09,8.98
"2023-03-25 14:00:00",23,"Site 2",30.5498,-96.4115,75,13.48,0.207,0.22,0.079,0.169,0.266,0.159,29.09,23.7,20.25,19.42,19.46,19.48,0.121,0.197,0.01,0.105,0.426,0.028,11.29,12.11,5.016,9.18,15.1,8.66
"2023-03-25 15:00:00",24,"Site 2",30.5498,-96.4115,75,13.49,0.204,0.222,0.082,0.171,0.267,0.165,30.7,25.26,21.16,19.72,19.47,19.43,0.121,0.197,0.009,0.103,0.42,0.029,11.16,12.19,5.126,9.28,15.11,8.95
"2023-03-25 16:00:00",25,"Site 2",30.5498,-96.4115,75,13.5,0.202,0.216,0.079,0.17,0.263,0.162,31.39,26.41,22.05,20.08,19.54,19.4,0.122,0.197,0.008,0.097,0.417,0.035,11.03,11.86,5.019,9.25,14.87,8.8
"2023-03-25 17:00:00",26,"Site 2",30.5498,-96.4115,75,13.48,0.199,0.214,0.08,0.168,0.265,0.164,30.93,26.93,22.81,20.52,19.66,19.39,0.12,0.195,0.008,0.088,0.414,0.04,10.87,11.73,5.047,9.13,14.97,8.89
"2023-03-25 18:00:00",27,"Site 2",30.5498,-96.4115,75,13.46,0.193,0.214,0.077,0.167,0.262,0.162,29.15,26.73,23.35,20.93,19.83,19.43,0.119,0.192,0.005,0.078,0.412,0.043,10.48,11.71,4.931,9.08,14.81,8.83
"2023-03-25 19:00:00",28,"Site 2",30.5498,-96.4115,75,13.46,0.196,0.206,0.077,0.17,0.262,0.163,26.7,25.98,23.58,21.3,20.02,19.49,0.118,0.189,0.005,0.073,0.411,0.047,10.65,11.25,4.954,9.23,14.82,8.85
"2023-03-25 20:00:00",29,"Site 2",30.5498,-96.4115,75,12.77,0.187,0.21,0.079,0.169,0.262,0.162,24.12,24.86,23.54,21.55,20.22,19.55,0.119,0.187,0.004,0.07,0.412,0.049,10.15,11.47,5.022,9.17,14.8,8.81
"2023-03-25 21:00:00",30,"Site 2",30.5498,-96.4115,75,12.69,0.186,0.209,0.078,0.168,0.264,0.162,22.19,23.65,23.27,21.71,20.4,19.63,0.116,0.184,0.005,0.069,0.412,0.049,10.1,11.41,4.968,9.12,14.95,8.82
"2023-03-25 22:00:00",31,"Site 2",30.5498,-96.4115,75,12.63,0.185,0.206,0.076,0.168,0.265,0.163,20.92,22.62,22.85,21.74,20.53,19.74,0.116,0.181,0.004,0.067,0.413,0.051,10.04,11.28,4.901,9.1,15,8.88
"2023-03-25 23:00:00",32,"Site 2",30.5498,-96.4115,75,12.59,0.185,0.205,0.078,0.165,0.265,0.163,20,21.76,22.4,21.68,20.63,19.83,0.114,0.181,0.005,0.065,0.413,0.052,10.04,11.21,4.96,8.99,15.01,8.88
"2023-03-26 00:00:00",33,"Site 2",30.5498,-96.4115,75,12.56,0.184,0.205,0.076,0.166,0.265,0.163,19.29,21.06,21.95,21.55,20.67,19.91,0.115,0.179,0.006,0.064,0.414,0.052,10.02,11.18,4.878,9.02,14.99,8.88
"2023-03-26 01:00:00",34,"Site 2",30.5498,-96.4115,75,12.52,0.183,0.206,0.076,0.166,0.266,0.164,18.61,20.45,21.53,21.39,20.7,19.97,0.113,0.178,0.004,0.062,0.412,0.051,9.94,11.28,4.888,9,15.1,8.91
"2023-03-26 02:00:00",35,"Site 2",30.5498,-96.4115,75,12.48,0.181,0.204,0.076,0.165,0.265,0.162,17.96,19.87,21.13,21.22,20.67,20.01,0.111,0.176,0.004,0.06,0.414,0.052,9.84,11.12,4.897,8.97,15.01,8.82
"2023-03-26 03:00:00",36,"Site 2",30.5498,-96.4115,75,12.45,0.18,0.203,0.075,0.166,0.264,0.164,17.43,19.35,20.74,21.02,20.63,20.04,0.112,0.177,0.004,0.062,0.416,0.053,9.8,11.1,4.865,9,14.95,8.9
"2023-03-26 04:00:00",37,"Site 2",30.5498,-96.4115,75,12.41,0.182,0.206,0.076,0.165,0.264,0.163,16.94,18.88,20.37,20.81,20.57,20.05,0.108,0.175,0.003,0.059,0.416,0.053,9.88,11.28,4.884,8.98,14.91,8.84
"2023-03-26 05:00:00",38,"Site 2",30.5498,-96.4115,75,12.37,0.18,0.208,0.074,0.164,0.266,0.164,16.63,18.46,20.02,20.6,20.49,20.05,0.111,0.171,0.003,0.059,0.415,0.051,9.79,11.36,4.831,8.93,15.05,8.92
"2023-03-26 06:00:00",39,"Site 2",30.5498,-96.4115,75,12.34,0.18,0.202,0.072,0.163,0.266,0.164,16.4,18.17,19.7,20.39,20.4,20.04,0.108,0.172,0.003,0.058,0.416,0.051,9.78,11.04,4.723,8.89,15.04,8.89
"2023-03-26 07:00:00",40,"Site 2",30.5498,-96.4115,75,12.32,0.177,0.201,0.074,0.163,0.266,0.163,16.06,17.84,19.41,20.17,20.29,20.01,0.108,0.171,0.003,0.057,0.414,0.051,9.6,10.99,4.806,8.87,15.06,8.89
"2023-03-26 08:00:00",41,"Site 2",30.5498,-96.4115,75,12.36,0.176,0.202,0.073,0.162,0.265,0.164,15.8,17.54,19.14,19.98,20.18,19.98,0.107,0.169,0.002,0.058,0.414,0.049,9.57,11.05,4.764,8.84,15.01,8.89
"2023-03-26 09:00:00",42,"Site 2",30.5498,-96.4115,75,12.67,0.178,0.202,0.072,0.162,0.266,0.162,16.66,17.48,18.89,19.78,20.07,19.94,0.105,0.169,0.002,0.058,0.416,0.05,9.65,10.99,4.74,8.83,15.04,8.82
"2023-03-26 10:00:00",43,"Site 2",30.5498,-96.4115,75,12.42,0.176,0.2,0.072,0.163,0.266,0.165,17.84,17.94,18.77,19.61,19.96,19.89,0.105,0.169,0.001,0.058,0.413,0.047,9.55,10.89,4.743,8.88,15.07,8.99
"2023-03-26 11:00:00",44,"Site 2",30.5498,-96.4115,75,12.62,0.178,0.2,0.072,0.163,0.266,0.162,18.29,18.25,18.79,19.47,19.85,19.83,0.104,0.17,0,0.058,0.413,0.047,9.66,10.9,4.724,8.86,15.06,8.8
"2023-03-26 12:00:00",45,"Site 2",30.5498,-96.4115,75,12.84,0.177,0.201,0.071,0.162,0.264,0.163,18.69,18.55,18.85,19.38,19.74,19.77,0.103,0.17,0.002,0.058,0.413,0.046,9.62,10.98,4.703,8.82,14.93,8.85
"2023-03-26 13:00:00",46,"Site 2",30.5498,-96.4115,75,12.89,0.177,0.202,0.071,0.164,0.263,0.163,19.34,18.89,18.94,19.33,19.66,19.71,0.103,0.169,0.002,0.057,0.412,0.047,9.64,11.03,4.707,8.9,14.85,8.85
"2023-03-26 14:00:00",47,"Site 2",30.5498,-96.4115,75,12.87,0.177,0.203,0.072,0.164,0.263,0.163,19.99,19.31,19.09,19.31,19.59,19.65,0.105,0.169,0.004,0.057,0.41,0.045,9.64,11.06,4.754,8.9,14.89,8.85
"2023-03-26 15:00:00",48,"Site 2",30.5498,-96.4115,75,13.44,0.178,0.202,0.071,0.162,0.263,0.163,20.96,19.75,19.25,19.33,19.54,19.6,0.105,0.17,0.002,0.056,0.41,0.047,9.64,11,4.71,8.83,14.86,8.85
"2023-03-26 16:00:00",49,"Site 2",30.5498,-96.4115,75,13.15,0.177,0.202,0.071,0.163,0.263,0.164,22.27,20.53,19.5,19.37,19.51,19.56,0.105,0.17,0.002,0.057,0.407,0.046,9.62,11.01,4.714,8.86,14.86,8.9
"2023-03-26 17:00:00",50,"Site 2",30.5498,-96.4115,75,13.48,0.175,0.199,0.071,0.162,0.262,0.163,22.5,20.99,19.82,19.46,19.5,19.52,0.104,0.169,0,0.057,0.407,0.047,9.51,10.86,4.715,8.81,14.79,8.86
"2023-03-26 18:00:00",51,"Site 2",30.5498,-96.4115,75,13.56,0.176,0.2,0.07,0.163,0.263,0.165,23.01,21.41,20.1,19.57,19.5,19.5,0.105,0.17,0.002,0.056,0.408,0.047,9.56,10.89,4.683,8.89,14.87,8.95
"2023-03-26 19:00:00",52,"Site 2",30.5498,-96.4115,75,13.55,0.174,0.201,0.072,0.162,0.263,0.161,22.63,21.63,20.37,19.7,19.53,19.47,0.105,0.17,0.002,0.055,0.407,0.047,9.44,10.97,4.756,8.79,14.84,8.77
"2023-03-26 20:00:00",53,"Site 2",30.5498,-96.4115,75,12.76,0.172,0.198,0.071,0.161,0.261,0.164,21.18,21.32,20.53,19.84,19.56,19.47,0.106,0.169,0.002,0.056,0.408,0.046,9.35,10.78,4.708,8.77,14.74,8.89
"2023-03-26 21:00:00",54,"Site 2",30.5498,-96.4115,75,12.7,0.172,0.198,0.072,0.163,0.262,0.164,20.09,20.76,20.52,19.94,19.61,19.47,0.106,0.168,0.002,0.057,0.409,0.048,9.36,10.78,4.729,8.84,14.81,8.91
"2023-03-26 22:00:00",55,"Site 2",30.5498,-96.4115,75,12.65,0.171,0.198,0.071,0.161,0.261,0.16,19.77,20.34,20.4,19.99,19.65,19.47,0.105,0.167,0.001,0.057,0.408,0.047,9.29,10.78,4.7,8.77,14.74,8.71
"2023-03-26 23:00:00",56,"Site 2",30.5498,-96.4115,75,12.62,0.173,0.197,0.071,0.162,0.261,0.162,19.94,20.21,20.26,19.99,19.69,19.5,0.105,0.165,0,0.056,0.408,0.047,9.41,10.74,4.708,8.84,14.74,8.81
"2023-03-27 00:00:00",57,"Site 2",30.5498,-96.4115,75,12.58,0.174,0.2,0.068,0.163,0.261,0.163,19.83,20.11,20.17,19.97,19.72,19.51,0.105,0.167,0.001,0.055,0.409,0.047,9.47,10.93,4.606,8.84,14.73,8.87
"2023-03-27 01:00:00",58,"Site 2",30.5498,-96.4115,75,12.55,0.172,0.2,0.07,0.16,0.263,0.163,19.65,20.01,20.1,19.95,19.73,19.53,0.104,0.166,0.001,0.054,0.41,0.047,9.34,10.92,4.663,8.7,14.85,8.85
"2023-03-27 02:00:00",59,"Site 2",30.5498,-96.4115,75,12.5,0.172,0.196,0.071,0.162,0.263,0.165,18.97,19.77,20.02,19.93,19.73,19.53,0.104,0.167,0.001,0.056,0.409,0.047,9.34,10.7,4.708,8.79,14.86,8.95
"2023-03-27 03:00:00",60,"Site 2",30.5498,-96.4115,75,12.46,0.172,0.196,0.071,0.162,0.261,0.163,18.2,19.35,19.88,19.88,19.73,19.53,0.104,0.167,0.002,0.055,0.411,0.047,9.35,10.69,4.697,8.82,14.76,8.84
"2023-03-27 04:00:00",61,"Site 2",30.5498,-96.4115,75,12.42,0.17,0.196,0.07,0.16,0.261,0.163,17.63,18.93,19.69,19.83,19.72,19.53,0.104,0.164,0.002,0.055,0.41,0.048,9.24,10.68,4.655,8.7,14.74,8.85
"2023-03-27 05:00:00",62,"Site 2",30.5498,-96.4115,75,12.38,0.169,0.197,0.069,0.161,0.263,0.161,17.12,18.53,19.47,19.73,19.68,19.53,0.103,0.163,0.001,0.054,0.411,0.046,9.2,10.71,4.633,8.74,14.87,8.76
"2023-03-27 06:00:00",63,"Site 2",30.5498,-96.4115,75,12.35,0.169,0.195,0.07,0.161,0.262,0.164,16.88,18.2,19.25,19.63,19.65,19.53,0.102,0.163,0.001,0.054,0.409,0.046,9.17,10.61,4.66,8.75,14.81,8.9
"2023-03-27 07:00:00",64,"Site 2",30.5498,-96.4115,75,12.33,0.168,0.194,0.069,0.159,0.26,0.163,16.66,17.96,19.03,19.52,19.62,19.53,0.102,0.162,0,0.055,0.41,0.047,9.15,10.58,4.629,8.67,14.68,8.87
"2023-03-27 08:00:00",65,"Site 2",30.5498,-96.4115,75,12.34,0.168,0.195,0.07,0.159,0.261,0.163,16.4,17.71,18.84,19.38,19.56,19.51,0.103,0.16,0,0.053,0.41,0.045,9.12,10.6,4.65,8.66,14.75,8.85
"2023-03-27 09:00:00",66,"Site 2",30.5498,-96.4115,75,12.48,0.168,0.196,0.07,0.16,0.262,0.164,17,17.64,18.66,19.26,19.5,19.48,0.103,0.16,0,0.052,0.409,0.045,9.15,10.68,4.648,8.68,14.83,8.93
"2023-03-27 10:00:00",67,"Site 2",30.5498,-96.4115,75,12.99,0.17,0.195,0.071,0.158,0.263,0.166,18.17,17.99,18.57,19.15,19.44,19.45,0.1,0.161,0.001,0.053,0.408,0.044,9.21,10.64,4.722,8.59,14.88,9.01
"2023-03-27 11:00:00",68,"Site 2",30.5498,-96.4115,75,13.03,0.171,0.196,0.068,0.159,0.261,0.164,20.61,18.75,18.63,19.08,19.36,19.41,0.099,0.162,0,0.053,0.408,0.045,9.28,10.66,4.593,8.67,14.71,8.93
"2023-03-27 12:00:00",69,"Site 2",30.5498,-96.4115,75,13.49,0.171,0.196,0.07,0.16,0.262,0.164,22.56,20.08,18.92,19.05,19.3,19.38,0.101,0.162,0.001,0.053,0.405,0.046,9.3,10.65,4.647,8.7,14.82,8.92
"2023-03-27 13:00:00",70,"Site 2",30.5498,-96.4115,75,13.56,0.168,0.194,0.068,0.16,0.26,0.164,24.37,21.05,19.37,19.1,19.26,19.35,0.1,0.162,0,0.052,0.407,0.047,9.11,10.59,4.601,8.72,14.69,8.9
"2023-03-27 14:00:00",71,"Site 2",30.5498,-96.4115,75,13.52,0.171,0.196,0.069,0.158,0.261,0.162,27.06,22.6,19.93,19.25,19.26,19.31,0.101,0.162,0.001,0.05,0.401,0.047,9.28,10.67,4.641,8.6,14.74,8.82
"2023-03-27 15:00:00",72,"Site 2",30.5498,-96.4115,75,13.48,0.168,0.194,0.07,0.159,0.261,0.163,29.12,24.07,20.65,19.48,19.27,19.29,0.102,0.161,0,0.046,0.399,0.053,9.1,10.59,4.667,8.63,14.71,8.86
"2023-03-27 16:00:00",73,"Site 2",30.5498,-96.4115,75,13.48,0.165,0.193,0.068,0.158,0.259,0.163,29.45,25.18,21.42,19.78,19.35,19.28,0.102,0.16,0.001,0.044,0.396,0.06,8.99,10.47,4.592,8.6,14.58,8.87
"2023-03-27 17:00:00",74,"Site 2",30.5498,-96.4115,75,13.46,0.163,0.191,0.07,0.157,0.259,0.162,29.57,25.67,22.08,20.14,19.45,19.29,0.102,0.158,0,0.039,0.393,0.063,8.89,10.38,4.669,8.54,14.57,8.81
"2023-03-27 18:00:00",75,"Site 2",30.5498,-96.4115,75,13.45,0.16,0.189,0.07,0.156,0.259,0.163,28.23,25.78,22.6,20.51,19.61,19.32,0.103,0.156,0.001,0.037,0.393,0.069,8.7,10.27,4.674,8.5,14.63,8.88
"2023-03-27 19:00:00",76,"Site 2",30.5498,-96.4115,75,13.51,0.158,0.187,0.071,0.157,0.259,0.164,26.42,25.28,22.89,20.84,19.77,19.37,0.102,0.153,0.001,0.031,0.393,0.068,8.6,10.14,4.689,8.57,14.6,8.93
"2023-03-27 20:00:00",77,"Site 2",30.5498,-96.4115,75,12.76,0.156,0.187,0.068,0.155,0.259,0.163,24.6,24.57,22.96,21.1,19.96,19.44,0.102,0.153,0.001,0.031,0.392,0.071,8.49,10.14,4.586,8.44,14.61,8.86
"2023-03-27 21:00:00",78,"Site 2",30.5498,-96.4115,75,12.7,0.153,0.185,0.069,0.155,0.261,0.164,23.06,23.67,22.82,21.29,20.1,19.53,0.101,0.152,0.001,0.029,0.393,0.071,8.34,10.07,4.641,8.47,14.73,8.93
"2023-03-27 22:00:00",79,"Site 2",30.5498,-96.4115,75,12.66,0.152,0.185,0.068,0.155,0.258,0.164,22.22,22.97,22.58,21.35,20.26,19.61,0.1,0.148,0.002,0.029,0.393,0.072,8.32,10.07,4.59,8.47,14.55,8.93
"2023-03-27 23:00:00",80,"Site 2",30.5498,-96.4115,75,12.64,0.152,0.182,0.069,0.154,0.262,0.164,21.76,22.44,22.32,21.36,20.37,19.69,0.1,0.148,0.002,0.028,0.394,0.073,8.28,9.9,4.617,8.4,14.82,8.93
"2023-03-28 00:00:00",81,"Site 2",30.5498,-96.4115,75,12.61,0.154,0.183,0.067,0.155,0.26,0.164,21.66,22.11,22.06,21.33,20.44,19.77,0.099,0.148,0.003,0.027,0.389,0.074,8.38,9.94,4.569,8.43,14.66,8.93
"2023-03-28 01:00:00",82,"Site 2",30.5498,-96.4115,75,12.59,0.153,0.182,0.065,0.155,0.26,0.164,21.2,21.82,21.85,21.28,20.49,19.84,0.098,0.147,0.002,0.026,0.397,0.075,8.35,9.89,4.483,8.44,14.64,8.94
"2023-03-28 02:00:00",83,"Site 2",30.5498,-96.4115,75,12.56,0.151,0.181,0.066,0.154,0.262,0.163,20.77,21.47,21.66,21.2,20.52,19.9,0.097,0.145,0.003,0.025,0.396,0.076,8.26,9.82,4.52,8.39,14.8,8.88
"2023-03-28 03:00:00",84,"Site 2",30.5498,-96.4115,75,12.53,0.149,0.181,0.067,0.153,0.261,0.164,20.36,21.12,21.44,21.12,20.52,19.94,0.097,0.144,0.001,0.024,0.395,0.075,8.16,9.85,4.54,8.35,14.74,8.92
"2023-03-28 04:00:00",85,"Site 2",30.5498,-96.4115,75,12.49,0.15,0.181,0.065,0.154,0.262,0.164,20.25,20.88,21.24,21.04,20.52,19.98,0.096,0.143,0.002,0.024,0.398,0.076,8.18,9.83,4.478,8.39,14.78,8.91
"2023-03-28 05:00:00",86,"Site 2",30.5498,-96.4115,75,12.46,0.15,0.18,0.065,0.154,0.262,0.163,19.73,20.6,21.05,20.94,20.51,20.01,0.095,0.141,0.001,0.024,0.397,0.075,8.17,9.79,4.492,8.37,14.8,8.85
"2023-03-28 06:00:00",87,"Site 2",30.5498,-96.4115,75,12.42,0.149,0.179,0.065,0.153,0.263,0.163,19.35,20.26,20.86,20.85,20.49,20.02,0.094,0.142,0.001,0.024,0.398,0.084,8.14,9.74,4.477,8.34,14.85,8.86
"2023-03-28 07:00:00",88,"Site 2",30.5498,-96.4115,75,12.39,0.147,0.179,0.065,0.154,0.261,0.163,18.94,19.96,20.65,20.73,20.45,20.05,0.094,0.14,0.001,0.024,0.398,0.078,8.05,9.72,4.49,8.41,14.74,8.85
"2023-03-28 08:00:00",89,"Site 2",30.5498,-96.4115,75,12.39,0.148,0.179,0.065,0.153,0.262,0.164,18.65,19.67,20.44,20.62,20.41,20.05,0.093,0.137,0.001,0.023,0.399,0.078,8.08,9.71,4.479,8.32,14.79,8.9
"2023-03-28 09:00:00",90,"Site 2",30.5498,-96.4115,75,12.58,0.148,0.179,0.066,0.153,0.262,0.165,18.46,19.41,20.23,20.49,20.36,20.03,0.092,0.137,0.002,0.021,0.397,0.078,8.09,9.69,4.497,8.37,14.77,8.94
"2023-03-28 10:00:00",91,"Site 2",30.5498,-96.4115,75,12.92,0.147,0.177,0.066,0.151,0.26,0.165,18.76,19.3,20.05,20.37,20.31,20.02,0.092,0.137,0.001,0.02,0.395,0.077,8.04,9.61,4.504,8.27,14.69,8.99
"2023-03-28 11:00:00",92,"Site 2",30.5498,-96.4115,75,13.15,0.146,0.177,0.063,0.15,0.261,0.163,20.23,19.53,19.94,20.26,20.25,20.01,0.091,0.136,0.001,0.017,0.39,0.078,7.999,9.59,4.413,8.18,14.7,8.88
"2023-03-28 12:00:00",93,"Site 2",30.5498,-96.4115,75,13.59,0.143,0.176,0.064,0.151,0.258,0.162,22.45,20.41,19.99,20.16,20.18,19.99,0.09,0.135,0.001,0.012,0.39,0.079,7.836,9.57,4.425,8.23,14.56,8.82
