"TOA5","CR300-23667","CR300","23667","CR300-CELL205.Std.10.02","CPU:Testbed_code_site_1.CR300","32664","Table_Batt"
"2022-10-09 17:00:00",80,"Site 1",39.10236,-96.60097,335,13.52,30.12
"2022-10-09 18:00:00",81,"Site 1",39.10236,-96.60097,335,13.05,22.36
"2022-10-09 19:00:00",82,"Site 1",39.10236,-96.60097,335,12.97,15.91
"2022-10-09 20:00:00",83,"Site 1",39.10236,-96.60097,335,12.91,13.12
"2022-10-09 21:00:00",84,"Site 1",39.10236,-96.60097,335,12.86,11.69
"2022-10-09 22:00:00",85,"Site 1",39.10236,-96.60097,335,12.84,10.48
"2022-10-09 23:00:00",86,"Site 1",39.10236,-96.60097,335,12.82,9.23
"2022-10-10 00:00:00",87,"Site 1",39.10236,-96.60097,335,12.83,8.23
"2022-10-10 01:00:00",88,"Site 1",39.10236,-96.60097,335,12.79,7.325
"2022-10-10 02:00:00",89,"Site 1",39.10236,-96.60097,335,12.77,6.458
"2022-10-10 03:00:00",90,"Site 1",39.10236,-96.60097,335,12.71,5.804
"2022-10-10 04:00:00",91,"Site 1",39.10236,-96.60097,335,12.73,4.877
"2022-10-10 05:00:00",92,"Site 1",39.10236,-96.60097,335,12.65,4.501
"2022-10-10 06:00:00",93,"Site 1",39.10236,-96.60097,335,12.67,4.042
"2022-10-10 07:00:00",94,"Site 1",39.10236,-96.60097,335,12.66,4.042
"2022-10-10 08:00:00",95,"Site 1",39.10236,-96.60097,335,12.65,10.45
"2022-10-10 09:00:00",96,"Site 1",39.10236,-96.60097,335,13.23,19.69
"2022-10-10 10:00:00",97,"Site 1",39.10236,-96.60097,335,13.59,27.13
"2022-10-10 11:00:00",98,"Site 1",39.10236,-96.60097,335,13.54,31.13
"2022-10-10 12:00:00",99,"Site 1",39.10236,-96.60097,335,13.49,32.31
"2022-10-10 13:00:00",100,"Site 1",39.10236,-96.60097,335,13.46,33.41
"2022-10-10 14:00:00",101,"Site 1",39.10236,-96.60097,335,13.47,33.59
"2022-10-10 15:00:00",102,"Site 1",39.10236,-96.60097,335,13.47,32.48
"2022-10-10 16:00:00",103,"Site 1",39.10236,-96.60097,335,13.46,32.83
"2022-10-10 17:00:00",104,"Site 1",39.10236,-96.60097,335,13.46,32.76
"2022-10-10 18:00:00",105,"Site 1",39.10236,-96.60097,335,13.04,26.31
"2022-10-10 19:00:00",106,"Site 1",39.10236,-96.60097,335,12.96,22.44
"2022-10-10 20:00:00",107,"Site 1",39.10236,-96.60097,335,12.94,23.29
"2022-10-10 21:00:00",108,"Site 1",39.10236,-96.60097,335,12.92,22.15
"2022-10-10 22:00:00",109,"Site 1",39.10236,-96.60097,335,12.9,21.19
"2022-10-10 23:00:00",110,"Site 1",39.10236,-96.60097,335,12.87,20.74
"2022-10-11 00:00:00",111,"Site 1",39.10236,-96.60097,335,12.87,20.99
"2022-10-11 01:00:00",112,"Site 1",39.10236,-96.60097,335,12.84,21.31
"2022-10-11 02:00:00",113,"Site 1",39.10236,-96.60097,335,12.8,21.05
"2022-10-11 03:00:00",114,"Site 1",39.10236,-96.60097,335,12.79,20.77
"2022-10-11 04:00:00",115,"Site 1",39.10236,-96.60097,335,12.8,20.3
"2022-10-11 05:00:00",116,"Site 1",39.10236,-96.60097,335,12.77,19.65
"2022-10-11 06:00:00",117,"Site 1",39.10236,-96.60097,335,12.69,19.38
"2022-10-11 07:00:00",118,"Site 1",39.10236,-96.60097,335,12.69,19.78
"2022-10-11 08:00:00",119,"Site 1",39.10236,-96.60097,335,12.76,22.4
"2022-10-11 09:00:00",120,"Site 1",39.10236,-96.60097,335,13.05,23.8
"2022-10-11 10:00:00",121,"Site 1",39.10236,-96.60097,335,13.42,28.76
"2022-10-11 11:00:00",122,"Site 1",39.10236,-96.60097,335,13.51,31.72
"2022-10-11 12:00:00",123,"Site 1",39.10236,-96.60097,335,13.49,32.94
"2022-10-11 13:00:00",124,"Site 1",39.10236,-96.60097,335,13.46,33.84
"2022-10-11 14:00:00",125,"Site 1",39.10236,-96.60097,335,13.46,33.85
"2022-10-11 15:00:00",126,"Site 1",39.10236,-96.60097,335,13.43,33.86
"2022-10-11 16:00:00",127,"Site 1",39.10236,-96.60097,335,13.46,34.08
"2022-10-11 17:00:00",128,"Site 1",39.10236,-96.60097,335,13.39,32.44
"2022-10-11 18:00:00",129,"Site 1",39.10236,-96.60097,335,13.05,28.81
"2022-10-11 19:00:00",130,"Site 1",39.10236,-96.60097,335,12.97,27.33
"2022-10-11 20:00:00",131,"Site 1",39.10236,-96.60097,335,12.91,25.93
"2022-10-11 21:00:00",132,"Site 1",39.10236,-96.60097,335,12.9,25.09
"2022-10-11 22:00:00",133,"Site 1",39.10236,-96.60097,335,12.89,24.04
"2022-10-11 23:00:00",134,"Site 1",39.10236,-96.60097,335,12.85,23.64
"2022-10-12 00:00:00",135,"Site 1",39.10236,-96.60097,335,12.84,23.23
"2022-10-12 01:00:00",136,"Site 1",39.10236,-96.60097,335,12.86,23.44
"2022-10-12 02:00:00",137,"Site 1",39.10236,-96.60097,335,12.81,17.95
"2022-10-12 03:00:00",138,"Site 1",39.10236,-96.60097,335,12.78,16.96
"2022-10-12 04:00:00",139,"Site 1",39.10236,-96.60097,335,12.74,16.14
"2022-10-12 05:00:00",140,"Site 1",39.10236,-96.60097,335,12.71,13.77
"2022-10-12 06:00:00",141,"Site 1",39.10236,-96.60097,335,12.67,12.06
"2022-10-12 07:00:00",142,"Site 1",39.10236,-96.60097,335,12.64,10.26
"2022-10-12 08:00:00",143,"Site 1",39.10236,-96.60097,335,12.72,14.6
"2022-10-12 09:00:00",144,"Site 1",39.10236,-96.60097,335,13.16,20.39
"2022-10-12 10:00:00",145,"Site 1",39.10236,-96.60097,335,13.65,24.64
"2022-10-12 11:00:00",146,"Site 1",39.10236,-96.60097,335,13.6,26.4
"2022-10-12 12:00:00",147,"Site 1",39.10236,-96.60097,335,13.6,26.59
"2022-10-12 13:00:00",148,"Site 1",39.10236,-96.60097,335,13.58,26.49
"2022-10-12 14:00:00",149,"Site 1",39.10236,-96.60097,335,13.56,27.31
"2022-10-12 15:00:00",150,"Site 1",39.10236,-96.60097,335,13.58,28
"2022-10-12 16:00:00",151,"Site 1",39.10236,-96.60097,335,13.36,25.26
"2022-10-12 17:00:00",152,"Site 1",39.10236,-96.60097,335,13.29,22.95
"2022-10-12 18:00:00",153,"Site 1",39.10236,-96.60097,335,12.98,20.53
"2022-10-12 19:00:00",154,"Site 1",39.10236,-96.60097,335,12.94,18.52
"2022-10-12 20:00:00",155,"Site 1",39.10236,-96.60097,335,12.92,17
"2022-10-12 21:00:00",156,"Site 1",39.10236,-96.60097,335,12.88,12.86
"2022-10-12 22:00:00",157,"Site 1",39.10236,-96.60097,335,12.85,9.33
"2022-10-12 23:00:00",158,"Site 1",39.10236,-96.60097,335,12.84,7.629
"2022-10-13 00:00:00",159,"Site 1",39.10236,-96.60097,335,12.79,6.978
"2022-10-13 01:00:00",160,"Site 1",39.10236,-96.60097,335,12.77,6.231
"2022-10-13 02:00:00",161,"Site 1",39.10236,-96.60097,335,12.7,5.503
"2022-10-13 03:00:00",162,"Site 1",39.10236,-96.60097,335,12.7,4.94
"2022-10-13 04:00:00",163,"Site 1",39.10236,-96.60097,335,12.63,5.162
"2022-10-13 05:00:00",164,"Site 1",39.10236,-96.60097,335,12.62,5.572
"2022-10-13 06:00:00",165,"Site 1",39.10236,-96.60097,335,12.59,5.84
"2022-10-13 07:00:00",166,"Site 1",39.10236,-96.60097,335,12.54,5.675
"2022-10-13 08:00:00",167,"Site 1",39.10236,-96.60097,335,12.65,11.98
"2022-10-13 09:00:00",168,"Site 1",39.10236,-96.60097,335,13.24,18.82
"2022-10-13 10:00:00",169,"Site 1",39.10236,-96.60097,335,13.68,22.89
"2022-10-13 11:00:00",170,"Site 1",39.10236,-96.60097,335,13.64,24.2
"2022-10-13 12:00:00",171,"Site 1",39.10236,-96.60097,335,13.64,24.56
"2022-10-13 13:00:00",172,"Site 1",39.10236,-96.60097,335,13.63,24.62
"2022-10-13 14:00:00",173,"Site 1",39.10236,-96.60097,335,13.63,24.39
"2022-10-13 15:00:00",174,"Site 1",39.10236,-96.60097,335,13.63,24.25
"2022-10-13 16:00:00",175,"Site 1",39.10236,-96.60097,335,13.62,24.02
"2022-10-13 17:00:00",176,"Site 1",39.10236,-96.60097,335,13.63,23.37
"2022-10-13 18:00:00",177,"Site 1",39.10236,-96.60097,335,13,17.88
"2022-10-13 19:00:00",178,"Site 1",39.10236,-96.60097,335,12.96,12.39
"2022-10-13 20:00:00",179,"Site 1",39.10236,-96.60097,335,12.91,8.71
"2022-10-13 21:00:00",180,"Site 1",39.10236,-96.60097,335,12.89,6.767
"2022-10-13 22:00:00",181,"Site 1",39.10236,-96.60097,335,12.82,5.513
"2022-10-13 23:00:00",182,"Site 1",39.10236,-96.60097,335,12.8,3.983
"2022-10-14 00:00:00",183,"Site 1",39.10236,-96.60097,335,12.8,3.406
"2022-10-14 01:00:00",184,"Site 1",39.10236,-96.60097,335,12.77,3.053
"2022-10-14 02:00:00",185,"Site 1",39.10236,-96.60097,335,12.74,3.01
"2022-10-14 03:00:00",186,"Site 1",39.10236,-96.60097,335,12.71,3.089
"2022-10-14 04:00:00",187,"Site 1",39.10236,-96.60097,335,12.69,3.126
"2022-10-14 05:00:00",188,"Site 1",39.10236,-96.60097,335,12.66,3.108
"2022-10-14 06:00:00",189,"Site 1",39.10236,-96.60097,335,12.64,3.086
"2022-10-14 07:00:00",190,"Site 1",39.10236,-96.60097,335,12.57,6.827
"2022-10-14 08:00:00",191,"Site 1",39.10236,-96.60097,335,12.65,10.59
"2022-10-14 09:00:00",192,"Site 1",39.10236,-96.60097,335,13.22,18.97
"2022-10-14 10:00:00",193,"Site 1",39.10236,-96.60097,335,13.65,24.34
"2022-10-14 11:00:00",194,"Site 1",39.10236,-96.60097,335,13.6,27.32
"2022-10-14 12:00:00",195,"Site 1",39.10236,-96.60097,335,13.54,27.7
"2022-10-14 13:00:00",196,"Site 1",39.10236,-96.60097,335,13.56,28.69
"2022-10-14 14:00:00",197,"Site 1",39.10236,-96.60097,335,13.53,30.12
"2022-10-14 15:00:00",198,"Site 1",39.10236,-96.60097,335,13.47,28.13
"2022-10-14 16:00:00",199,"Site 1",39.10236,-96.60097,335,13.46,29.88
"2022-10-14 17:00:00",200,"Site 1",39.10236,-96.60097,335,13.32,27.37
"2022-10-14 18:00:00",201,"Site 1",39.10236,-96.60097,335,13.02,24.55
"2022-10-14 19:00:00",202,"Site 1",39.10236,-96.60097,335,12.99,22.36
"2022-10-14 20:00:00",203,"Site 1",39.10236,-96.60097,335,12.95,19.76
"2022-10-14 21:00:00",204,"Site 1",39.10236,-96.60097,335,12.91,17.8
"2022-10-14 22:00:00",205,"Site 1",39.10236,-96.60097,335,12.86,15.19
"2022-10-14 23:00:00",206,"Site 1",39.10236,-96.60097,335,12.83,11.51
"2022-10-15 00:00:00",207,"Site 1",39.10236,-96.60097,335,12.86,11.62
"2022-10-15 01:00:00",208,"Site 1",39.10236,-96.60097,335,12.78,10.02
"2022-10-15 02:00:00",209,"Site 1",39.10236,-96.60097,335,12.77,7.017
"2022-10-15 03:00:00",210,"Site 1",39.10236,-96.60097,335,12.73,4.76
"2022-10-15 04:00:00",211,"Site 1",39.10236,-96.60097,335,12.68,3.918
"2022-10-15 05:00:00",212,"Site 1",39.10236,-96.60097,335,12.64,3.53
"2022-10-15 06:00:00",213,"Site 1",39.10236,-96.60097,335,12.58,3.125
"2022-10-15 07:00:00",214,"Site 1",39.10236,-96.60097,335,12.6,3.217
"2022-10-15 08:00:00",215,"Site 1",39.10236,-96.60097,335,12.61,8.97
"2022-10-15 09:00:00",216,"Site 1",39.10236,-96.60097,335,13.31,17.63
"2022-10-15 10:00:00",217,"Site 1",39.10236,-96.60097,335,13.68,23.86
"2022-10-15 11:00:00",218,"Site 1",39.10236,-96.60097,335,13.62,26.02
"2022-10-15 12:00:00",219,"Site 1",39.10236,-96.60097,335,13.59,27.18
"2022-10-15 13:00:00",220,"Site 1",39.10236,-96.60097,335,13.57,27.42
"2022-10-15 14:00:00",221,"Site 1",39.10236,-96.60097,335,13.57,26.85
"2022-10-15 15:00:00",222,"Site 1",39.10236,-96.60097,335,13.57,26.74
"2022-10-15 16:00:00",223,"Site 1",39.10236,-96.60097,335,13.58,27.88
"2022-10-15 17:00:00",224,"Site 1",39.10236,-96.60097,335,13.33,24.62
"2022-10-15 18:00:00",225,"Site 1",39.10236,-96.60097,335,13.01,19.47
"2022-10-15 19:00:00",226,"Site 1",39.10236,-96.60097,335,12.98,16.02
"2022-10-15 20:00:00",227,"Site 1",39.10236,-96.60097,335,12.9,14.1
"2022-10-15 21:00:00",228,"Site 1",39.10236,-96.60097,335,12.9,12.73
"2022-10-15 22:00:00",229,"Site 1",39.10236,-96.60097,335,12.9,11.18
"2022-10-15 23:00:00",230,"Site 1",39.10236,-96.60097,335,12.85,9.94
"2022-10-16 00:00:00",231,"Site 1",39.10236,-96.60097,335,12.84,9.01
"2022-10-16 01:00:00",232,"Site 1",39.10236,-96.60097,335,12.77,8.41
"2022-10-16 02:00:00",233,"Site 1",39.10236,-96.60097,335,12.78,7.976
"2022-10-16 03:00:00",234,"Site 1",39.10236,-96.60097,335,12.71,7.449
"2022-10-16 04:00:00",235,"Site 1",39.10236,-96.60097,335,12.73,6.517
"2022-10-16 05:00:00",236,"Site 1",39.10236,-96.60097,335,12.68,5.772
"2022-10-16 06:00:00",237,"Site 1",39.10236,-96.60097,335,12.61,4.838
"2022-10-16 07:00:00",238,"Site 1",39.10236,-96.60097,335,12.6,4.61
"2022-10-16 08:00:00",239,"Site 1",39.10236,-96.60097,335,12.67,8.92
"2022-10-16 09:00:00",240,"Site 1",39.10236,-96.60097,335,13.24,13.68
"2022-10-16 10:00:00",241,"Site 1",39.10236,-96.60097,335,13.77,19.93
"2022-10-16 11:00:00",242,"Site 1",39.10236,-96.60097,335,13.71,22.29
"2022-10-16 12:00:00",243,"Site 1",39.10236,-96.60097,335,13.63,24.96
"2022-10-16 13:00:00",244,"Site 1",39.10236,-96.60097,335,13.62,25.21
"2022-10-16 14:00:00",245,"Site 1",39.10236,-96.60097,335,13.62,24.02
"2022-10-16 15:00:00",246,"Site 1",39.10236,-96.60097,335,13.63,23.35
"2022-10-16 16:00:00",247,"Site 1",39.10236,-96.60097,335,13.63,23.29
"2022-10-16 17:00:00",248,"Site 1",39.10236,-96.60097,335,13.66,22.37
"2022-10-16 18:00:00",249,"Site 1",39.10236,-96.60097,335,13.02,17.15
"2022-10-16 19:00:00",250,"Site 1",39.10236,-96.60097,335,12.98,15.11
"2022-10-16 20:00:00",251,"Site 1",39.10236,-96.60097,335,12.95,13.13
"2022-10-16 21:00:00",252,"Site 1",39.10236,-96.60097,335,12.91,12.77
"2022-10-16 22:00:00",253,"Site 1",39.10236,-96.60097,335,12.88,11.18
"2022-10-16 23:00:00",254,"Site 1",39.10236,-96.60097,335,12.86,9.41
"2022-10-17 00:00:00",255,"Site 1",39.10236,-96.60097,335,12.82,7.664
"2022-10-17 01:00:00",256,"Site 1",39.10236,-96.60097,335,12.79,4.91
"2022-10-17 02:00:00",257,"Site 1",39.10236,-96.60097,335,12.78,2.318
"2022-10-17 03:00:00",258,"Site 1",39.10236,-96.60097,335,12.72,0.811
"2022-10-17 04:00:00",259,"Site 1",39.10236,-96.60097,335,12.67,-0.167
"2022-10-17 05:00:00",260,"Site 1",39.10236,-96.60097,335,12.62,-0.674
"2022-10-17 06:00:00",261,"Site 1",39.10236,-96.60097,335,12.54,-1.181
"2022-10-17 07:00:00",262,"Site 1",39.10236,-96.60097,335,12.52,-1.466
"2022-10-17 08:00:00",263,"Site 1",39.10236,-96.60097,335,12.61,4.105
"2022-10-17 09:00:00",264,"Site 1",39.10236,-96.60097,335,13.5,11.85
"2022-10-17 10:00:00",265,"Site 1",39.10236,-96.60097,335,13.87,14.57
"2022-10-17 11:00:00",266,"Site 1",39.10236,-96.60097,335,13.83,15.89
"2022-10-17 12:00:00",267,"Site 1",39.10236,-96.60097,335,13.81,16.25
"2022-10-17 13:00:00",268,"Site 1",39.10236,-96.60097,335,13.8,16.7
"2022-10-17 14:00:00",269,"Site 1",39.10236,-96.60097,335,13.81,16.68
"2022-10-17 15:00:00",270,"Site 1",39.10236,-96.60097,335,13.81,16.9
"2022-10-17 16:00:00",271,"Site 1",39.10236,-96.60097,335,13.82,16.91
"2022-10-17 17:00:00",272,"Site 1",39.10236,-96.60097,335,13.81,16.37
"2022-10-17 18:00:00",273,"Site 1",39.10236,-96.60097,335,13.05,11.09
"2022-10-17 19:00:00",274,"Site 1",39.10236,-96.60097,335,12.94,5.95
"2022-10-17 20:00:00",275,"Site 1",39.10236,-96.60097,335,12.91,2.387
"2022-10-17 21:00:00",276,"Site 1",39.10236,-96.60097,335,12.85,0.537
"2022-10-17 22:00:00",277,"Site 1",39.10236,-96.60097,335,12.82,-0.229
"2022-10-17 23:00:00",278,"Site 1",39.10236,-96.60097,335,12.85,0.089
"2022-10-18 00:00:00",279,"Site 1",39.10236,-96.60097,335,12.78,2.33
"2022-10-18 01:00:00",280,"Site 1",39.10236,-96.60097,335,12.78,2.381
"2022-10-18 02:00:00",281,"Site 1",39.10236,-96.60097,335,12.76,2.192
"2022-10-18 03:00:00",282,"Site 1",39.10236,-96.60097,335,12.72,1.001
"2022-10-18 04:00:00",283,"Site 1",39.10236,-96.60097,335,12.65,-0.443
"2022-10-18 05:00:00",284,"Site 1",39.10236,-96.60097,335,12.56,-1.398
"2022-10-18 06:00:00",285,"Site 1",39.10236,-96.60097,335,12.55,-3.913
"2022-10-18 07:00:00",286,"Site 1",39.10236,-96.60097,335,12.47,-5.201
"2022-10-18 08:00:00",287,"Site 1",39.10236,-96.60097,335,12.49,0.587
"2022-10-18 09:00:00",288,"Site 1",39.10236,-96.60097,335,13.71,8.73
"2022-10-18 10:00:00",289,"Site 1",39.10236,-96.60097,335,13.94,11.37
"2022-10-18 11:00:00",290,"Site 1",39.10236,-96.60097,335,13.9,12.48
"2022-10-18 12:00:00",291,"Site 1",39.10236,-96.60097,335,13.9,12.96
"2022-10-18 13:00:00",292,"Site 1",39.10236,-96.60097,335,13.9,13.18
"2022-10-18 14:00:00",293,"Site 1",39.10236,-96.60097,335,13.91,13.09
"2022-10-18 15:00:00",294,"Site 1",39.10236,-96.60097,335,13.88,13.33
"2022-10-18 16:00:00",295,"Site 1",39.10236,-96.60097,335,13.88,13.42
"2022-10-18 17:00:00",296,"Site 1",39.10236,-96.60097,335,13.88,13
"2022-10-18 18:00:00",297,"Site 1",39.10236,-96.60097,335,13.03,6.991
"2022-10-18 19:00:00",298,"Site 1",39.10236,-96.60097,335,12.94,0.993
"2022-10-18 20:00:00",299,"Site 1",39.10236,-96.60097,335,12.92,-1.458
"2022-10-18 21:00:00",300,"Site 1",39.10236,-96.60097,335,12.88,-3.145
"2022-10-18 22:00:00",301,"Site 1",39.10236,-96.60097,335,12.82,-4.2
"2022-10-18 23:00:00",302,"Site 1",39.10236,-96.60097,335,12.81,-5.049
"2022-10-19 00:00:00",303,"Site 1",39.10236,-96.60097,335,12.73,-5.78
"2022-10-19 01:00:00",304,"Site 1",39.10236,-96.60097,335,12.73,-6.205
"2022-10-19 02:00:00",305,"Site 1",39.10236,-96.60097,335,12.66,-6.47
"2022-10-19 03:00:00",306,"Site 1",39.10236,-96.60097,335,12.63,-6.601
"2022-10-19 04:00:00",307,"Site 1",39.10236,-96.60097,335,12.59,-6.866
"2022-10-19 05:00:00",308,"Site 1",39.10236,-96.60097,335,12.51,-6.644
"2022-10-19 06:00:00",309,"Site 1",39.10236,-96.60097,335,12.41,-6.641
"2022-10-19 07:00:00",310,"Site 1",39.10236,-96.60097,335,12.4,-5.815
"2022-10-19 08:00:00",311,"Site 1",39.10236,-96.60097,335,12.52,0.287
"2022-10-19 09:00:00",312,"Site 1",39.10236,-96.60097,335,13.62,9.83
"2022-10-19 10:00:00",313,"Site 1",39.10236,-96.60097,335,13.84,15.59
"2022-10-19 11:00:00",314,"Site 1",39.10236,-96.60097,335,13.78,18.92
"2022-10-19 12:00:00",315,"Site 1",39.10236,-96.60097,335,13.75,20.63
"2022-10-19 13:00:00",316,"Site 1",39.10236,-96.60097,335,13.7,21.7
"2022-10-19 14:00:00",317,"Site 1",39.10236,-96.60097,335,13.69,22.56
"2022-10-19 15:00:00",318,"Site 1",39.10236,-96.60097,335,13.65,23.26
