"TOA5","CR300-23666","CR300","23666","CR300-CELL205.Std.10.02","CPU:Testbed_code_site_2.CR300","5761","Table_CS655"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","CS655_VWC_5_Avg","CS655_EC_5_Avg","CS655_Temp_5_Avg","CS655_Perm_5_Avg","CS655_PA_5_Avg","CS655_VR_5_Avg","CS655_VWC_20_Avg","CS655_EC_20_Avg","CS655_Temp_20_Avg","CS655_Perm_20_Avg","CS655_PA_20_Avg","CS655_VR_20_Avg","CS655_VWC_40_Avg","CS655_EC_40_Avg","CS655_Temp_40_Avg","CS655_Perm_40_Avg","CS655_PA_40_Avg","CS655_VR_40_Avg"
"TS","RN","name","decdegrees","decdegrees","m","m^3/m^3","dS/m","Deg c","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg c","unitless","nSec","unitless"
"","","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-06-07 19:00:00",0,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.74,1.817,1.135,1.001,0,0,22.82,1.004,1.078,1,0,0,22.75,1.054,1.066,1
"2022-06-07 20:00:00",1,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.25,1.814,1.135,1.001,0,0,22.56,1,1.077,1,0,0,22.6,1.052,1.066,1
"2022-06-07 21:00:00",2,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.84,1.813,1.135,1.001,0,0,22.18,1,1.077,1,0,0,22.28,1.052,1.066,1
"2022-06-07 22:00:00",3,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.56,1.813,1.135,1.001,0,0,21.85,1,1.077,1,0,0,21.99,1.052,1.066,1
"2022-06-07 23:00:00",4,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.4,1.814,1.135,1.001,0,0,21.6,1,1.077,1,0,0,21.76,1.052,1.066,1
"2022-06-08 00:00:00",5,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.62,1.813,1.135,1.001,0,0,21.58,1,1.077,1,0,0,21.67,1.053,1.066,1
"2022-06-08 01:00:00",6,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.85,1.814,1.135,1.001,0,0,21.74,1,1.077,1,0,0,21.76,1.053,1.066,1
"2022-06-08 02:00:00",7,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.77,1.814,1.135,1.001,0,0,21.77,1,1.077,1,0,0,21.8,1.052,1.066,1
"2022-06-08 03:00:00",8,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.72,1.814,1.135,1.001,0,0,21.74,1,1.077,1,0,0,21.79,1.052,1.066,1
"2022-06-08 04:00:00",9,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.69,1.813,1.135,1.002,0,0,21.73,1,1.077,1,0,0,21.78,1.052,1.066,1
"2022-06-08 05:00:00",10,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.7,1.814,1.135,1.001,0,0,21.71,1,1.077,1,0,0,21.75,1.053,1.066,1
"2022-06-08 06:00:00",11,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.69,1.814,1.135,1.001,0,0,21.7,1,1.077,1,0,0,21.75,1.052,1.066,1
"2022-06-08 07:00:00",12,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.65,1.814,1.135,1.001,0,0,21.67,1,1.077,1,0,0,21.73,1.053,1.066,1
"2022-06-08 08:00:00",13,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.68,1.814,1.135,1.001,0,0,21.66,1,1.077,1,0,0,21.71,1.053,1.066,1
"2022-06-08 09:00:00",14,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.93,1.814,1.135,1.001,0,0,21.85,1,1.077,1,0,0,21.8,1.053,1.066,1
"2022-06-08 10:00:00",15,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.03,1.815,1.135,1.001,0,0,22,1,1.077,1,0,0,21.92,1.052,1.066,1
"2022-06-08 11:00:00",16,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.12,1.814,1.135,1.001,0,0,22.1,1,1.077,1,0,0,22.02,1.053,1.066,1
"2022-06-08 12:00:00",17,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.35,1.815,1.135,1.001,0,0,22.26,1,1.077,1,0,0,22.16,1.052,1.066,1
"2022-06-08 13:00:00",18,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.49,1.815,1.135,1.001,0,0,22.42,1,1.077,1,0,0,22.29,1.053,1.066,1
"2022-06-08 14:00:00",19,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.45,1.814,1.135,1.001,0,0,22.47,1,1.077,1,0,0,22.38,1.053,1.066,1
"2022-06-08 15:00:00",20,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.46,1.814,1.135,1.001,0,0,22.48,1,1.077,1,0,0,22.4,1.053,1.066,1
"2022-06-08 16:00:00",21,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.47,1.815,1.135,1.001,0,0,22.5,1,1.077,1,0,0,22.42,1.053,1.066,1
"2022-06-08 17:00:00",22,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.63,1.816,1.135,1.001,0,0,22.57,1,1.078,1,0,0,22.47,1.057,1.066,1
"2022-06-08 18:00:00",23,"Testbed Site 2",39.12561,-96.6388,326,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-08 19:00:00",24,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.62,1.815,1.135,1.001,0,0,22.7,1.019,1.08,1,0,0,22.62,1.07,1.067,1
"2022-06-08 20:00:00",25,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.24,1.807,1.134,1.001,0,0,22.46,1.011,1.08,1,0,0,22.51,1.07,1.067,1
"2022-06-08 21:00:00",26,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,22.03,1.795,1.134,1.001,0,0,22.23,1.002,1.079,1,0,0,22.31,1.071,1.067,1
"2022-06-08 22:00:00",27,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.9,1.794,1.134,1.001,0,0,22.06,1.002,1.079,1,0,0,22.13,1.07,1.067,1
"2022-06-08 23:00:00",28,"Testbed Site 2",39.12561,-96.6388,326,0,0.001,21.79,1.795,1.134,1.001,0,0,21.93,1.003,1.079,1,0,0,22.02,1.071,1.067,1
