"TOA5","CR300-10553","CR300","10553","CR300-CELL205.Std.10.04","CPU:Testbed_code_site_2.CR300","59139","Table_Teros12"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Teros12_VWC_5_Avg","Teros12_Perm_5_Avg","Teros12_RAW_5_Avg","Teros12_Temp_5_Avg","Teros12_EC_5_Avg","Teros12_VWC_20_Avg","Teros12_Perm_20_Avg","Teros12_RAW_20_Avg","Teros12_Temp_20_Avg","Teros12_EC_20_Avg","Teros12_VWC_40_Avg","Teros12_Perm_40_Avg","Teros12_RAW_40_Avg","Teros12_Temp_40_Avg","Teros12_EC_40_Avg"
"TS","RN","name","decdegrees","decdegrees","m","m^3/m^3","unitless","unitless","Deg c","dS/m","m^3/m^3","unitless","unitless","Deg c","dS/m","m^3/m^3","unitless","unitless","Deg c","dS/m"
"","","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-06-30 10:00:00",0,"Testbed Site 2",39.10245,-96.59987,335,0.276,13.17,2504,23.5,207,0.344,17.51,2680,25.65,364.5,0.373,19.89,2755,25.55,516
"2022-06-30 11:00:00",1,"Testbed Site 2",39.10245,-96.59987,335,0.275,13.15,2502,23.77,208,0.344,17.49,2679,25.47,367.7,0.373,19.87,2754,25.5,520.3
"2022-06-30 12:00:00",2,"Testbed Site 2",39.10245,-96.59987,335,0.275,13.13,2501,24.4,209.3,0.344,17.48,2679,25.33,366.7,0.373,19.85,2754,25.4,519.7
"2022-06-30 13:00:00",3,"Testbed Site 2",39.10245,-96.59987,335,0.274,13.11,2500,24.83,206.7,0.344,17.52,2681,25.2,371,0.373,19.84,2754,25.3,515.7
"2022-06-30 14:00:00",4,"Testbed Site 2",39.10245,-96.59987,335,0.274,13.07,2499,25.73,210.7,0.344,17.49,2680,25.2,370.7,0.373,19.85,2754,25.2,512
"2022-06-30 15:00:00",5,"Testbed Site 2",39.10245,-96.59987,335,0.273,13.03,2497,27.07,209.7,0.344,17.52,2680,25.2,369.3,0.373,19.88,2755,25.1,519
"2022-06-30 16:00:00",6,"Testbed Site 2",39.10245,-96.59987,335,0.272,12.99,2495,28.4,213.3,0.344,17.52,2680,25.33,363.7,0.373,19.85,2754,25.03,519.7
"2022-06-30 17:00:00",7,"Testbed Site 2",39.10245,-96.59987,335,0.271,12.95,2493,29.4,214,0.343,17.46,2678,25.6,367,0.373,19.84,2754,25,512.3
