"TOA5","CR300-23667","CR300","23667","CR300-CELL205.Std.10.02","CPU:Testbed_codeSeparateTables-NoDelay.CR300","57864","Table_SoilVue"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","SoilVue_VWC_5_Avg","SoilVue_Perm_5_Avg","SoilVue_Temp_5_Avg","SoilVue_EC_5_Avg","SoilVue_VWC_10_Avg","SoilVue_Perm_10_Avg","SoilVue_Temp_10_Avg","SoilVue_EC_10_Avg","SoilVue_VWC_20_Avg","SoilVue_Perm_20_Avg","SoilVue_Temp_20_Avg","SoilVue_EC_20_Avg","SoilVue_VWC_30_Avg","SoilVue_Perm_30_Avg","SoilVue_Temp_30_Avg","SoilVue_EC_30_Avg","SoilVue_VWC_40_Avg","SoilVue_Perm_40_Avg","SoilVue_Temp_40_Avg","SoilVue_EC_40_Avg","SoilVue_VWC_50_Avg","SoilVue_Perm_50_Avg","SoilVue_Temp_50_Avg","SoilVue_EC_50_Avg"
"TS","RN","name","decdegrees","decdegrees","m","m^3/m^3","unitless","Deg c","dS/m","m^3/m^3","unitless","Deg c","dS/m","m^3/m^3","unitless","Deg c","dS/m","m^3/m^3","unitless","Deg c","dS/m","m^3/m^3","unitless","Deg c","dS/m","m^3/m^3","unitless","Deg c","dS/m"
"","","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-06-01 12:36:00",65,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.168,22.14,0.003,0,1.255,22.17,0.007,0,1.325,22.35,0.013,0,1.385,23.39,0.005,0,1.197,23,0.011,0,1.346,22.4,0.011
"2022-06-01 12:38:00",66,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.217,22.14,0.004,0,1.263,22.17,0.007,0,1.291,22.35,0.011,0,1.433,23.39,0.006,0,1.142,23,0.009,0,1.317,22.4,0.011
"2022-06-01 12:40:00",67,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.189,22.14,0.005,0,1.215,22.17,0.007,0,1.368,22.35,0.01,0,1.415,23.42,0.006,0,1.189,23,0.009,0,1.322,22.43,0.01
"2022-06-01 12:42:00",68,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.139,22.14,0.003,0,1.214,22.17,0.008,0,1.332,22.35,0.01,0,1.438,23.42,0.006,0,1.154,23,0.01,0,1.344,22.43,0.011
"2022-06-01 12:44:00",69,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.211,22.17,0.004,0,1.21,22.17,0.005,0,1.315,22.38,0.011,0,1.418,23.42,0.003,0,1.183,23,0.01,0,1.306,22.43,0.014
"2022-06-01 12:46:00",70,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.218,22.17,0.004,0,1.172,22.2,0.008,0,1.325,22.38,0.011,0,1.413,23.42,0.004,0,1.136,23,0.009,0,1.296,22.43,0.008
"2022-06-01 12:48:00",71,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.251,22.17,0.003,0,1.209,22.2,0.005,0,1.32,22.38,0.011,0,1.449,23.45,0.009,0,1.182,23.03,0.01,0,1.34,22.43,0.01
"2022-06-01 12:50:00",72,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.205,22.17,0.004,0,1.231,22.2,0.007,0,1.322,22.38,0.012,0,1.418,23.45,0.005,0,1.153,23.03,0.011,0,1.275,22.43,0.009
"2022-06-01 12:52:00",73,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.194,22.17,0.004,0,1.215,22.2,0.007,0,1.301,22.38,0.009,0,1.44,23.45,0.005,0,1.165,23.03,0.007,0,1.37,22.46,0.01
"2022-06-01 12:54:00",74,"Ashland Bottoms S1",39.12561,-96.6388,326,0,1.219,22.17,0.004,0,1.195,22.2,0.006,0,1.352,22.38,0.012,0,1.404,23.45,0.004,0,1.197,23.03,0.011,0,1.318,22.46,0.01
