"TOA5","CR300-10553","CR300","10553","CR300-CELL205.Std.10.04","CPU:Testbed_code_site_2.CR300","59139","Table_Teros21"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Teros21_Matric_P_5_Avg","Teros21_Temp_5_Avg","Teros21_Matric_P_20_Avg","Teros21_Temp_20_Avg","Teros21_Matric_P_40_Avg","Teros21_Temp_40_Avg"
"TS","RN","name","decdegrees","decdegrees","m","kPa","Deg c","kPa","Deg c","kPa","Deg c"
"","","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-06-30 10:00:00",0,"Testbed Site 2",39.10245,-96.59987,335,-30.2,22.9,-21.7,25.45,-15.6,25.15
"2022-06-30 11:00:00",1,"Testbed Site 2",39.10245,-96.59987,335,-30.2,23.43,-21.7,25.23,-15.5,25.07
"2022-06-30 12:00:00",2,"Testbed Site 2",39.10245,-96.59987,335,-30.13,24.53,-21.7,25.07,-15.43,25
"2022-06-30 13:00:00",3,"Testbed Site 2",39.10245,-96.59987,335,-30.13,24.97,-21.7,25,-15.27,24.9
"2022-06-30 14:00:00",4,"Testbed Site 2",39.10245,-96.59987,335,-30.13,25.77,-21.6,24.9,-15.17,24.83
"2022-06-30 15:00:00",5,"Testbed Site 2",39.10245,-96.59987,335,-30.1,27.6,-21.57,24.9,-15.07,24.77
"2022-06-30 16:00:00",6,"Testbed Site 2",39.10245,-96.59987,335,-30.2,29.23,-21.57,25,-14.97,24.7
"2022-06-30 17:00:00",7,"Testbed Site 2",39.10245,-96.59987,335,-30.4,30.53,-21.53,25.17,-14.87,24.63
"2022-06-30 18:00:00",8,"Testbed Site 2",39.10245,-96.59987,335,-30.63,31.23,-21.43,25.4,-14.8,24.6
"2022-06-30 19:00:00",9,"Testbed Site 2",39.10245,-96.59987,335,-30.83,31.43,-21.23,25.7,-14.7,24.57
"2022-06-30 20:00:00",10,"Testbed Site 2",39.10245,-96.59987,335,-30.97,31.17,-21.2,26,-14.6,24.5
"2022-06-30 21:00:00",11,"Testbed Site 2",39.10245,-96.59987,335,-31.1,30.5,-21.03,26.27,-14.53,24.53
"2022-06-30 22:00:00",12,"Testbed Site 2",39.10245,-96.59987,335,-31.07,29.73,-20.97,26.47,-14.4,24.6
"2022-06-30 23:00:00",13,"Testbed Site 2",39.10245,-96.59987,335,-31,29,-20.9,26.6,-14.3,24.6
"2022-07-01 00:00:00",14,"Testbed Site 2",39.10245,-96.59987,335,-30.87,28.37,-20.87,26.7,-14.27,24.6
"2022-07-01 01:00:00",15,"Testbed Site 2",39.10245,-96.59987,335,-30.8,27.8,-20.8,26.7,-14.2,24.7
"2022-07-01 02:00:00",16,"Testbed Site 2",39.10245,-96.59987,335,-30.6,27.33,-20.8,26.7,-14.07,24.7
"2022-07-01 03:00:00",17,"Testbed Site 2",39.10245,-96.59987,335,-30.5,26.97,-20.73,26.63,-13.97,24.77
"2022-07-01 04:00:00",18,"Testbed Site 2",39.10245,-96.59987,335,-30.4,26.6,-20.73,26.57,-13.87,24.8
"2022-07-01 05:00:00",19,"Testbed Site 2",39.10245,-96.59987,335,-30.2,26.3,-20.7,26.47,-13.8,24.8
"2022-07-01 06:00:00",20,"Testbed Site 2",39.10245,-96.59987,335,-30.13,26,-20.7,26.37,-13.7,24.8
"2022-07-01 07:00:00",21,"Testbed Site 2",39.10245,-96.59987,335,-30.07,25.77,-20.7,26.27,-13.6,24.8
"2022-07-01 08:00:00",22,"Testbed Site 2",39.10245,-96.59987,335,-29.93,25.53,-20.7,26.17,-13.53,24.8
"2022-07-01 09:00:00",23,"Testbed Site 2",39.10245,-96.59987,335,-29.83,25.43,-20.67,26.07,-13.43,24.8
"2022-07-01 10:00:00",24,"Testbed Site 2",39.10245,-96.59987,335,-29.73,25.57,-20.7,25.97,-13.4,24.8
"2022-07-01 11:00:00",25,"Testbed Site 2",39.10245,-96.59987,335,-29.73,25.93,-20.63,25.87,-13.3,24.8
"2022-07-01 12:00:00",26,"Testbed Site 2",39.10245,-96.59987,335,-29.7,26.37,-20.6,25.8,-13.23,24.8
"2022-07-01 13:00:00",27,"Testbed Site 2",39.10245,-96.59987,335,-29.7,26.8,-20.6,25.8,-13.2,24.8
"2022-07-01 14:00:00",28,"Testbed Site 2",39.10245,-96.59987,335,-29.8,27.47,-20.67,25.8,-13.1,24.8
"2022-07-01 15:00:00",29,"Testbed Site 2",39.10245,-96.59987,335,-29.93,27.63,-20.67,25.8,-13.1,24.8
"2022-07-01 16:00:00",30,"Testbed Site 2",39.10245,-96.59987,335,-30.03,27.63,-20.67,25.8,-13.07,24.77
"2022-07-01 17:00:00",31,"Testbed Site 2",39.10245,-96.59987,335,-30.17,28.07,-20.67,25.9,-13,24.7
"2022-07-01 18:00:00",32,"Testbed Site 2",39.10245,-96.59987,335,-30.33,28.5,-20.63,25.97,-12.97,24.7
"2022-07-01 19:00:00",33,"Testbed Site 2",39.10245,-96.59987,335,-30.5,28.5,-20.63,26.03,-12.9,24.7
"2022-07-01 20:00:00",34,"Testbed Site 2",39.10245,-96.59987,335,-14.23,27.67,-20.53,26.1,-12.87,24.7
