"TOA5","CR300-10553","CR300","10553","CR300-CELL205.Std.10.04","CPU:Testbed_code_site_2.CR300","59139","Table_CS655"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","CS655_VWC_5_Avg","CS655_EC_5_Avg","CS655_Temp_5_Avg","CS655_Perm_5_Avg","CS655_PA_5_Avg","CS655_VR_5_Avg","CS655_VWC_20_Avg","CS655_EC_20_Avg","CS655_Temp_20_Avg","CS655_Perm_20_Avg","CS655_PA_20_Avg","CS655_VR_20_Avg","CS655_VWC_40_Avg","CS655_EC_40_Avg","CS655_Temp_40_Avg","CS655_Perm_40_Avg","CS655_PA_40_Avg","CS655_VR_40_Avg"
"TS","RN","name","decdegrees","decdegrees","m","m^3/m^3","dS/m","Deg c","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg c","unitless","nSec","unitless"
"","","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-06-30 10:00:00",0,"Testbed Site 2",39.10245,-96.59987,335,0.291,0.179,23,15.97,1.647,1.222,0.421,0.396,25.19,27.18,1.896,1.474,0.465,0.6,25.5,32.8,2.004,1.746
"2022-06-30 11:00:00",1,"Testbed Site 2",39.10245,-96.59987,335,0.291,0.18,23.48,16.01,1.648,1.223,0.421,0.394,25.02,27.17,1.895,1.472,0.465,0.599,25.44,32.8,2.004,1.745
"2022-06-30 12:00:00",2,"Testbed Site 2",39.10245,-96.59987,335,0.292,0.187,24.38,16.05,1.649,1.231,0.42,0.393,24.9,27.13,1.894,1.47,0.465,0.598,25.37,32.81,2.004,1.744
"2022-06-30 13:00:00",3,"Testbed Site 2",39.10245,-96.59987,335,0.293,0.191,25.77,16.12,1.651,1.236,0.42,0.393,24.84,27.07,1.893,1.471,0.464,0.597,25.29,32.74,2.003,1.743
"2022-06-30 14:00:00",4,"Testbed Site 2",39.10245,-96.59987,335,0.294,0.198,27.43,16.19,1.654,1.245,0.42,0.395,24.95,27.07,1.893,1.472,0.464,0.596,25.19,32.74,2.003,1.742
"2022-06-30 15:00:00",5,"Testbed Site 2",39.10245,-96.59987,335,0.295,0.204,29.02,16.24,1.656,1.253,0.42,0.397,25.17,27.08,1.894,1.475,0.464,0.595,25.11,32.75,2.003,1.74
"2022-06-30 16:00:00",6,"Testbed Site 2",39.10245,-96.59987,335,0.295,0.211,30.44,16.27,1.657,1.261,0.42,0.401,25.51,27.11,1.894,1.479,0.464,0.595,25.02,32.68,2.002,1.739
"2022-06-30 17:00:00",7,"Testbed Site 2",39.10245,-96.59987,335,0.295,0.216,31.55,16.27,1.657,1.267,0.421,0.404,25.92,27.16,1.896,1.484,0.464,0.594,24.97,32.68,2.002,1.739
"2022-06-30 18:00:00",8,"Testbed Site 2",39.10245,-96.59987,335,0.295,0.218,32.22,16.26,1.657,1.27,0.421,0.408,26.39,27.19,1.896,1.488,0.464,0.593,24.92,32.68,2.002,1.738
"2022-06-30 19:00:00",9,"Testbed Site 2",39.10245,-96.59987,335,0.294,0.218,32.42,16.21,1.656,1.27,0.421,0.409,26.83,27.25,1.897,1.49,0.464,0.593,24.89,32.68,2.002,1.737
"2022-06-30 20:00:00",10,"Testbed Site 2",39.10245,-96.59987,335,0.293,0.216,32.19,16.15,1.654,1.268,0.422,0.412,27.21,27.28,1.898,1.493,0.464,0.593,24.86,32.68,2.002,1.738
"2022-06-30 21:00:00",11,"Testbed Site 2",39.10245,-96.59987,335,0.292,0.213,31.27,16.09,1.652,1.263,0.422,0.418,27.51,27.31,1.899,1.5,0.464,0.593,24.88,32.68,2.002,1.738
"2022-06-30 22:00:00",12,"Testbed Site 2",39.10245,-96.59987,335,0.291,0.209,30.32,16.01,1.65,1.258,0.422,0.413,27.67,27.32,1.899,1.494,0.464,0.593,24.9,32.68,2.002,1.738
"2022-06-30 23:00:00",13,"Testbed Site 2",39.10245,-96.59987,335,0.29,0.205,29.45,15.94,1.648,1.254,0.422,0.416,27.73,27.32,1.899,1.498,0.464,0.594,24.93,32.68,2.002,1.738
"2022-07-01 00:00:00",14,"Testbed Site 2",39.10245,-96.59987,335,0.289,0.202,28.74,15.89,1.647,1.25,0.422,0.416,27.67,27.32,1.899,1.497,0.464,0.594,24.98,32.7,2.002,1.739
"2022-07-01 01:00:00",15,"Testbed Site 2",39.10245,-96.59987,335,0.289,0.197,28.12,15.86,1.646,1.244,0.422,0.415,27.56,27.3,1.899,1.496,0.464,0.595,25.04,32.75,2.003,1.74
"2022-07-01 02:00:00",16,"Testbed Site 2",39.10245,-96.59987,335,0.289,0.196,27.64,15.83,1.645,1.242,0.421,0.416,27.46,27.25,1.898,1.498,0.464,0.596,25.08,32.74,2.003,1.742
"2022-07-01 03:00:00",17,"Testbed Site 2",39.10245,-96.59987,335,0.288,0.194,27.23,15.81,1.644,1.24,0.421,0.412,27.29,27.24,1.897,1.493,0.464,0.597,25.13,32.74,2.003,1.742
"2022-07-01 04:00:00",18,"Testbed Site 2",39.10245,-96.59987,335,0.288,0.194,26.9,15.78,1.643,1.24,0.421,0.413,27.13,27.2,1.897,1.495,0.464,0.597,25.18,32.74,2.003,1.743
"2022-07-01 05:00:00",19,"Testbed Site 2",39.10245,-96.59987,335,0.287,0.192,26.59,15.75,1.643,1.238,0.421,0.406,26.97,27.18,1.896,1.486,0.465,0.591,25.19,32.78,2.003,1.735
"2022-07-01 06:00:00",20,"Testbed Site 2",39.10245,-96.59987,335,0.287,0.19,26.28,15.75,1.642,1.235,0.42,0.408,26.79,27.15,1.896,1.488,0.465,0.597,25.23,32.76,2.003,1.743
"2022-07-01 07:00:00",21,"Testbed Site 2",39.10245,-96.59987,335,0.287,0.19,26.02,15.7,1.641,1.235,0.42,0.41,26.67,27.13,1.895,1.49,0.465,0.598,25.23,32.81,2.004,1.744
"2022-07-01 08:00:00",22,"Testbed Site 2",39.10245,-96.59987,335,0.287,0.188,25.78,15.71,1.641,1.232,0.42,0.402,26.5,27.11,1.894,1.481,0.465,0.598,25.25,32.81,2.004,1.744
"2022-07-01 09:00:00",23,"Testbed Site 2",39.10245,-96.59987,335,0.287,0.189,25.73,15.7,1.641,1.234,0.42,0.406,26.35,27.08,1.894,1.486,0.465,0.598,25.24,32.83,2.004,1.744
"2022-07-01 10:00:00",24,"Testbed Site 2",39.10245,-96.59987,335,0.287,0.188,25.85,15.71,1.641,1.233,0.419,0.402,26.22,27.05,1.893,1.482,0.465,0.598,25.22,32.81,2.004,1.744
