"TOA5","CR300-23666","CR300","23666","CR300-CELL205.Std.10.02","CPU:Testbed_code_site_2.CR300","5761","Table_Teros12"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Teros12_VWC_5_Avg","Teros12_Perm_5_Avg","Teros12_RAW_5_Avg","Teros12_Temp_5_Avg","Teros12_EC_5_Avg","Teros12_VWC_20_Avg","Teros12_Perm_20_Avg","Teros12_RAW_20_Avg","Teros12_Temp_20_Avg","Teros12_EC_20_Avg","Teros12_VWC_40_Avg","Teros12_Perm_40_Avg","Teros12_RAW_40_Avg","Teros12_Temp_40_Avg","Teros12_EC_40_Avg"
"TS","RN","name","decdegrees","decdegrees","m","m^3/m^3","unitless","unitless","Deg c","dS/m","m^3/m^3","unitless","unitless","Deg c","dS/m","m^3/m^3","unitless","unitless","Deg c","dS/m"
"","","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-06-07 19:00:00",0,"Testbed Site 2",39.12561,-96.6388,326,0.013,1.389,1827,22.92,1,0.012,1.364,1825,22.88,0.833,0.013,1.398,1827,22.72,1
"2022-06-07 20:00:00",1,"Testbed Site 2",39.12561,-96.6388,326,0.013,1.403,1828,22.53,1,0.012,1.37,1825,22.61,0.917,0.013,1.395,1827,22.36,1
"2022-06-07 21:00:00",2,"Testbed Site 2",39.12561,-96.6388,326,0.013,1.406,1828,22.15,1,0.012,1.368,1825,22.23,0.917,0.014,1.426,1829,21.99,1
"2022-06-07 22:00:00",3,"Testbed Site 2",39.12561,-96.6388,326,0.013,1.399,1828,21.88,1,0.012,1.363,1825,21.96,0.75,0.016,1.484,1834,21.72,1
"2022-06-07 23:00:00",4,"Testbed Site 2",39.12561,-96.6388,326,0.013,1.403,1828,21.69,0.917,0.012,1.365,1825,21.76,0.75,0.014,1.438,1830,21.56,1
"2022-06-08 00:00:00",5,"Testbed Site 2",39.12561,-96.6388,326,0.014,1.407,1828,21.88,0.917,0.012,1.37,1825,21.9,0.917,0.015,1.46,1832,21.73,0.917
"2022-06-08 01:00:00",6,"Testbed Site 2",39.12561,-96.6388,326,0.013,1.403,1828,22.1,0.833,0.012,1.371,1825,22.12,0.833,0.015,1.448,1831,21.93,1
"2022-06-08 02:00:00",7,"Testbed Site 2",39.12561,-96.6388,326,0.013,1.404,1828,22.04,1,0.013,1.373,1826,22.1,0.583,0.014,1.43,1830,21.89,1
