"TOA5","CR300-23666","CR300","23666","CR300-CELL205.Std.10.02","CPU:Testbed_code_site_2.CR300","5761","Table_Thetaprobe"
"2022-06-08 12:00:00",17,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 13:00:00",18,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 14:00:00",19,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 15:00:00",20,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 16:00:00",21,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 17:00:00",22,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 18:00:00",23,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 19:00:00",24,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.069
"2022-06-08 20:00:00",25,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 21:00:00",26,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 22:00:00",27,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-08 23:00:00",28,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 00:00:00",29,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 01:00:00",30,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 02:00:00",31,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 03:00:00",32,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 04:00:00",33,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 05:00:00",34,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 06:00:00",35,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 07:00:00",36,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 08:00:00",37,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 09:00:00",38,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 10:00:00",39,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 11:00:00",40,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 12:00:00",41,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 13:00:00",42,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 14:00:00",43,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 15:00:00",44,"Testbed Site 2",39.12561,-96.6388,326,-0.07,-0.071,-0.07
"2022-06-09 16:00:00",45,"Testbed Site 2",39.12561,-96.6388,326,-0.068,-0.071,-0.07
"2022-06-29 13:00:00",0,"Testbed Site 1",39.12561,-96.6388,326,0.13,0.186,0.213
"2022-06-29 14:00:00",1,"Testbed Site 1",39.12561,-96.6388,326,0.263,0.359,0.403
"2022-06-29 15:00:00",2,"Testbed Site 1",39.12561,-96.6388,326,0.259,0.352,0.401
"2022-06-29 16:00:00",3,"Testbed Site 1",39.12561,-96.6388,326,0.249,0.342,0.396
"2022-06-29 17:00:00",4,"Testbed Site 1",39.12561,-96.6388,326,0.259,0.344,0.396
"2022-07-01 13:00:00",0,"Testbed Site 3",39.10367,-96.60065,335,0.308,0.385,0.371
"2022-07-01 14:00:00",1,"Testbed Site 3",39.10367,-96.60065,335,0.308,0.385,0.371
"2022-07-01 15:00:00",2,"Testbed Site 3",39.10367,-96.60065,335,0.308,0.385,0.371
"2022-07-01 16:00:00",3,"Testbed Site 3",39.10367,-96.60065,335,0.308,0.385,0.371
"2022-07-01 17:00:00",4,"Testbed Site 3",39.10367,-96.60065,335,0.308,0.385,0.371
"2022-07-01 18:00:00",5,"Testbed Site 3",39.10367,-96.60065,335,0.321,0.385,0.371
"2022-07-01 19:00:00",6,"Testbed Site 3",39.10367,-96.60065,335,0.427,0.385,0.371
"2022-07-01 20:00:00",7,"Testbed Site 3",39.10367,-96.60065,335,0.446,0.391,0.371
"2022-07-01 21:00:00",8,"Testbed Site 3",39.10367,-96.60065,335,0.435,0.404,0.371
"2022-07-01 22:00:00",9,"Testbed Site 3",39.10367,-96.60065,335,0.419,0.405,0.371
"2022-07-01 23:00:00",10,"Testbed Site 3",39.10367,-96.60065,335,0.414,0.405,0.371
"2022-07-02 00:00:00",11,"Testbed Site 3",39.10367,-96.60065,335,0.411,0.405,0.371
"2022-07-02 01:00:00",12,"Testbed Site 3",39.10367,-96.60065,335,0.409,0.405,0.371
"2022-07-02 02:00:00",13,"Testbed Site 3",39.10367,-96.60065,335,0.413,0.405,0.371
"2022-07-02 03:00:00",14,"Testbed Site 3",39.10367,-96.60065,335,0.439,0.407,0.371
"2022-07-02 04:00:00",15,"Testbed Site 3",39.10367,-96.60065,335,0.454,0.411,0.371
"2022-07-02 05:00:00",16,"Testbed Site 3",39.10367,-96.60065,335,0.449,0.414,0.377
"2022-07-02 06:00:00",17,"Testbed Site 3",39.10367,-96.60065,335,0.453,0.414,0.391
"2022-07-02 07:00:00",18,"Testbed Site 3",39.10367,-96.60065,335,0.453,0.416,0.398
"2022-07-02 08:00:00",19,"Testbed Site 3",39.10367,-96.60065,335,0.44,0.415,0.4
"2022-07-02 09:00:00",20,"Testbed Site 3",39.10367,-96.60065,335,0.432,0.414,0.401
"2022-07-02 10:00:00",21,"Testbed Site 3",39.10367,-96.60065,335,0.426,0.413,0.402
"2022-07-02 11:00:00",22,"Testbed Site 3",39.10367,-96.60065,335,0.423,0.413,0.403
"2022-07-02 12:00:00",23,"Testbed Site 3",39.10367,-96.60065,335,0.42,0.412,0.404
"2022-07-02 13:00:00",24,"Testbed Site 3",39.10367,-96.60065,335,0.418,0.412,0.404
"2022-07-02 14:00:00",25,"Testbed Site 3",39.10367,-96.60065,335,0.416,0.412,0.404
"2022-07-02 15:00:00",26,"Testbed Site 3",39.10367,-96.60065,335,0.415,0.412,0.405
"2022-07-02 16:00:00",27,"Testbed Site 3",39.10367,-96.60065,335,0.414,0.412,0.405
"2022-07-02 17:00:00",28,"Testbed Site 3",39.10367,-96.60065,335,0.413,0.412,0.405
"2022-07-02 18:00:00",29,"Testbed Site 3",39.10367,-96.60065,335,0.412,0.412,0.405
"2022-07-02 19:00:00",30,"Testbed Site 3",39.10367,-96.60065,335,0.411,0.412,0.406
"2022-07-02 20:00:00",31,"Testbed Site 3",39.10367,-96.60065,335,0.41,0.412,0.406
"2022-07-02 21:00:00",32,"Testbed Site 3",39.10367,-96.60065,335,0.409,0.412,0.406
"2022-07-02 22:00:00",33,"Testbed Site 3",39.10367,-96.60065,335,0.408,0.412,0.406
"2022-07-02 23:00:00",34,"Testbed Site 3",39.10367,-96.60065,335,0.407,0.412,0.406
"2022-07-03 00:00:00",35,"Testbed Site 3",39.10367,-96.60065,335,0.407,0.412,0.407
"2022-07-03 01:00:00",36,"Testbed Site 3",39.10367,-96.60065,335,0.406,0.412,0.407
"2022-07-03 02:00:00",37,"Testbed Site 3",39.10367,-96.60065,335,0.406,0.412,0.407
"2022-07-03 03:00:00",38,"Testbed Site 3",39.10367,-96.60065,335,0.405,0.412,0.407
"2022-07-03 04:00:00",39,"Testbed Site 3",39.10367,-96.60065,335,0.405,0.412,0.407
"2022-07-03 05:00:00",40,"Testbed Site 3",39.10367,-96.60065,335,0.404,0.412,0.407
"2022-07-03 06:00:00",41,"Testbed Site 3",39.10367,-96.60065,335,0.404,0.412,0.407
"2022-07-03 07:00:00",42,"Testbed Site 3",39.10367,-96.60065,335,0.404,0.412,0.407
"2022-07-03 08:00:00",43,"Testbed Site 3",39.10367,-96.60065,335,0.404,0.412,0.407
"2022-07-03 09:00:00",44,"Testbed Site 3",39.10367,-96.60065,335,0.403,0.412,0.408
"2022-07-03 10:00:00",45,"Testbed Site 3",39.10367,-96.60065,335,0.403,0.411,0.407
"2022-07-03 11:00:00",46,"Testbed Site 3",39.10367,-96.60065,335,0.403,0.411,0.407
"2022-07-03 12:00:00",47,"Testbed Site 3",39.10367,-96.60065,335,0.403,0.411,0.407
"2022-07-03 13:00:00",48,"Testbed Site 3",39.10367,-96.60065,335,0.402,0.411,0.407
"2022-07-03 14:00:00",49,"Testbed Site 3",39.10367,-96.60065,335,0.402,0.411,0.407
"2022-07-03 15:00:00",50,"Testbed Site 3",39.10367,-96.60065,335,0.401,0.411,0.407
"2022-07-03 16:00:00",51,"Testbed Site 3",39.10367,-96.60065,335,0.401,0.411,0.407
"2022-07-03 17:00:00",52,"Testbed Site 3",39.10367,-96.60065,335,0.4,0.411,0.406
"2022-07-03 18:00:00",53,"Testbed Site 3",39.10367,-96.60065,335,0.4,0.411,0.406
"2022-07-03 19:00:00",54,"Testbed Site 3",39.10367,-96.60065,335,0.399,0.411,0.406
"2022-07-03 20:00:00",55,"Testbed Site 3",39.10367,-96.60065,335,0.399,0.411,0.407
"2022-07-03 21:00:00",56,"Testbed Site 3",39.10367,-96.60065,335,0.399,0.411,0.407
"2022-07-03 22:00:00",57,"Testbed Site 3",39.10367,-96.60065,335,0.399,0.411,0.407
"2022-07-03 23:00:00",58,"Testbed Site 3",39.10367,-96.60065,335,0.398,0.411,0.407
"2022-07-04 00:00:00",59,"Testbed Site 3",39.10367,-96.60065,335,0.398,0.411,0.407
"2022-07-04 01:00:00",60,"Testbed Site 3",39.10367,-96.60065,335,0.398,0.411,0.407
"2022-07-04 02:00:00",61,"Testbed Site 3",39.10367,-96.60065,335,0.398,0.411,0.407
"2022-07-04 03:00:00",62,"Testbed Site 3",39.10367,-96.60065,335,0.398,0.411,0.407
"2022-07-04 04:00:00",63,"Testbed Site 3",39.10367,-96.60065,335,0.397,0.411,0.407
"2022-07-04 05:00:00",64,"Testbed Site 3",39.10367,-96.60065,335,0.397,0.411,0.407
"2022-07-04 06:00:00",65,"Testbed Site 3",39.10367,-96.60065,335,0.397,0.411,0.407
"2022-07-04 07:00:00",66,"Testbed Site 3",39.10367,-96.60065,335,0.397,0.411,0.407
"2022-07-04 08:00:00",67,"Testbed Site 3",39.10367,-96.60065,335,0.397,0.411,0.407
"2022-07-04 09:00:00",68,"Testbed Site 3",39.10367,-96.60065,335,0.396,0.411,0.407
"2022-07-04 10:00:00",69,"Testbed Site 3",39.10367,-96.60065,335,0.396,0.411,0.407
"2022-07-04 11:00:00",70,"Testbed Site 3",39.10367,-96.60065,335,0.396,0.411,0.406
"2022-07-04 12:00:00",71,"Testbed Site 3",39.10367,-96.60065,335,0.396,0.411,0.406
"2022-07-04 13:00:00",72,"Testbed Site 3",39.10367,-96.60065,335,0.395,0.411,0.406
"2022-07-04 14:00:00",73,"Testbed Site 3",39.10367,-96.60065,335,0.395,0.411,0.405
"2022-07-04 15:00:00",74,"Testbed Site 3",39.10367,-96.60065,335,0.394,0.411,0.405
"2022-07-04 16:00:00",75,"Testbed Site 3",39.10367,-96.60065,335,0.394,0.411,0.405
"2022-07-04 17:00:00",76,"Testbed Site 3",39.10367,-96.60065,335,0.394,0.411,0.405
"2022-07-04 18:00:00",77,"Testbed Site 3",39.10367,-96.60065,335,0.393,0.411,0.405
"2022-07-04 19:00:00",78,"Testbed Site 3",39.10367,-96.60065,335,0.393,0.411,0.405
"2022-07-04 20:00:00",79,"Testbed Site 3",39.10367,-96.60065,335,0.393,0.411,0.405
"2022-07-04 21:00:00",80,"Testbed Site 3",39.10367,-96.60065,335,0.392,0.411,0.405
"2022-07-04 22:00:00",81,"Testbed Site 3",39.10367,-96.60065,335,0.392,0.411,0.405
"2022-07-04 23:00:00",82,"Testbed Site 3",39.10367,-96.60065,335,0.392,0.411,0.405
"2022-07-05 00:00:00",83,"Testbed Site 3",39.10367,-96.60065,335,0.392,0.411,0.405
"2022-07-05 01:00:00",84,"Testbed Site 3",39.10367,-96.60065,335,0.391,0.411,0.405
"2022-07-05 02:00:00",85,"Testbed Site 3",39.10367,-96.60065,335,0.391,0.411,0.406
"2022-07-05 03:00:00",86,"Testbed Site 3",39.10367,-96.60065,335,0.391,0.411,0.406
"2022-07-05 04:00:00",87,"Testbed Site 3",39.10367,-96.60065,335,0.391,0.411,0.406
"2022-07-05 05:00:00",88,"Testbed Site 3",39.10367,-96.60065,335,0.39,0.411,0.406
"2022-07-05 06:00:00",89,"Testbed Site 3",39.10367,-96.60065,335,0.39,0.411,0.406
"2022-07-05 07:00:00",90,"Testbed Site 3",39.10367,-96.60065,335,0.39,0.411,0.406
"2022-07-05 08:00:00",91,"Testbed Site 3",39.10367,-96.60065,335,0.39,0.41,0.405
"2022-07-05 09:00:00",92,"Testbed Site 3",39.10367,-96.60065,335,0.389,0.41,0.405
"2022-07-05 10:00:00",93,"Testbed Site 3",39.10367,-96.60065,335,0.389,0.41,0.405
"2022-07-05 11:00:00",94,"Testbed Site 3",39.10367,-96.60065,335,0.389,0.41,0.405
"2022-07-05 12:00:00",95,"Testbed Site 3",39.10367,-96.60065,335,0.388,0.41,0.405
"2022-07-05 13:00:00",96,"Testbed Site 3",39.10367,-96.60065,335,0.388,0.41,0.405
"2022-07-05 14:00:00",97,"Testbed Site 3",39.10367,-96.60065,335,0.388,0.41,0.405
"2022-07-05 15:00:00",98,"Testbed Site 3",39.10367,-96.60065,335,0.387,0.41,0.404
"2022-07-05 16:00:00",99,"Testbed Site 3",39.10367,-96.60065,335,0.387,0.41,0.404
"2022-07-05 17:00:00",100,"Testbed Site 3",39.10367,-96.60065,335,0.387,0.41,0.404
"2022-07-05 18:00:00",101,"Testbed Site 3",39.10367,-96.60065,335,0.386,0.41,0.404
"2022-07-05 19:00:00",102,"Testbed Site 3",39.10367,-96.60065,335,0.386,0.41,0.404
"2022-07-05 20:00:00",103,"Testbed Site 3",39.10367,-96.60065,335,0.386,0.41,0.404
"2022-07-05 21:00:00",104,"Testbed Site 3",39.10367,-96.60065,335,0.386,0.41,0.404
"2022-07-05 22:00:00",105,"Testbed Site 3",39.10367,-96.60065,335,0.386,0.41,0.404
"2022-07-05 23:00:00",106,"Testbed Site 3",39.10367,-96.60065,335,0.386,0.411,0.404
"2022-07-06 00:00:00",107,"Testbed Site 3",39.10367,-96.60065,335,0.386,0.41,0.404
"2022-07-06 01:00:00",108,"Testbed Site 3",39.10367,-96.60065,335,0.385,0.41,0.404
"2022-07-06 02:00:00",109,"Testbed Site 3",39.10367,-96.60065,335,0.385,0.409,0.404
"2022-07-06 03:00:00",110,"Testbed Site 3",39.10367,-96.60065,335,0.385,0.409,0.404
"2022-07-06 04:00:00",111,"Testbed Site 3",39.10367,-96.60065,335,0.385,0.41,0.405
"2022-07-06 05:00:00",112,"Testbed Site 3",39.10367,-96.60065,335,0.385,0.409,0.405
"2022-07-06 06:00:00",113,"Testbed Site 3",39.10367,-96.60065,335,0.385,0.409,0.405
"2022-07-06 07:00:00",114,"Testbed Site 3",39.10367,-96.60065,335,0.385,0.409,0.405
"2022-07-06 08:00:00",115,"Testbed Site 3",39.10367,-96.60065,335,0.384,0.409,0.405
"2022-07-06 09:00:00",116,"Testbed Site 3",39.10367,-96.60065,335,0.384,0.409,0.405
"2022-07-06 10:00:00",117,"Testbed Site 3",39.10367,-96.60065,335,0.384,0.409,0.405
"2022-07-06 11:00:00",118,"Testbed Site 3",39.10367,-96.60065,335,0.384,0.409,0.404
"2022-07-06 12:00:00",119,"Testbed Site 3",39.10367,-96.60065,335,0.384,0.409,0.404
"2022-07-06 13:00:00",120,"Testbed Site 3",39.10367,-96.60065,335,0.383,0.409,0.404
"2022-07-06 14:00:00",121,"Testbed Site 3",39.10367,-96.60065,335,0.383,0.408,0.404
"2022-07-06 15:00:00",122,"Testbed Site 3",39.10367,-96.60065,335,0.383,0.408,0.404
"2022-07-06 16:00:00",123,"Testbed Site 3",39.10367,-96.60065,335,0.383,0.408,0.404
"2022-07-06 17:00:00",124,"Testbed Site 3",39.10367,-96.60065,335,0.382,0.408,0.404
"2022-07-06 18:00:00",125,"Testbed Site 3",39.10367,-96.60065,335,0.382,0.408,0.403
"2022-07-06 19:00:00",126,"Testbed Site 3",39.10367,-96.60065,335,0.382,0.408,0.403
"2022-07-06 20:00:00",127,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-06 21:00:00",128,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-06 22:00:00",129,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-06 23:00:00",130,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-07 00:00:00",131,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-07 01:00:00",132,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-07 02:00:00",133,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-07 03:00:00",134,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-07 04:00:00",135,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-07 05:00:00",136,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-07 06:00:00",137,"Testbed Site 3",39.10367,-96.60065,335,0.381,0.408,0.404
"2022-07-07 07:00:00",138,"Testbed Site 3",39.10367,-96.60065,335,0.38,0.408,0.404
"2022-07-07 08:00:00",139,"Testbed Site 3",39.10367,-96.60065,335,0.38,0.408,0.404
"2022-07-07 09:00:00",140,"Testbed Site 3",39.10367,-96.60065,335,0.38,0.408,0.404
"2022-07-07 10:00:00",141,"Testbed Site 3",39.10367,-96.60065,335,0.38,0.408,0.404
"2022-07-07 11:00:00",142,"Testbed Site 3",39.10367,-96.60065,335,0.38,0.407,0.404
"2022-07-07 12:00:00",143,"Testbed Site 3",39.10367,-96.60065,335,0.38,0.407,0.404
"2022-07-07 13:00:00",144,"Testbed Site 3",39.10367,-96.60065,335,0.379,0.407,0.404
"2022-07-07 14:00:00",145,"Testbed Site 3",39.10367,-96.60065,335,0.379,0.407,0.403
"2022-07-07 15:00:00",146,"Testbed Site 3",39.10367,-96.60065,335,0.378,0.407,0.403
"2022-07-07 16:00:00",147,"Testbed Site 3",39.10367,-96.60065,335,0.378,0.407,0.403
"2022-07-07 17:00:00",148,"Testbed Site 3",39.10367,-96.60065,335,0.377,0.407,0.402
"2022-07-07 18:00:00",149,"Testbed Site 3",39.10367,-96.60065,335,0.377,0.407,0.402
"2022-07-07 19:00:00",150,"Testbed Site 3",39.10367,-96.60065,335,0.377,0.407,0.402
"2022-07-07 20:00:00",151,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.407,0.402
"2022-07-07 21:00:00",152,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.407,0.402
"2022-07-07 22:00:00",153,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.407,0.403
"2022-07-07 23:00:00",154,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.407,0.403
"2022-07-08 00:00:00",155,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.407,0.403
"2022-07-08 01:00:00",156,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.406,0.403
"2022-07-08 02:00:00",157,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.406,0.403
"2022-07-08 03:00:00",158,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.406,0.403
"2022-07-08 04:00:00",159,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.406,0.403
"2022-07-08 05:00:00",160,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.406,0.403
"2022-07-08 06:00:00",161,"Testbed Site 3",39.10367,-96.60065,335,0.376,0.406,0.403
"2022-07-08 07:00:00",162,"Testbed Site 3",39.10367,-96.60065,335,0.375,0.406,0.403
"2022-07-08 08:00:00",163,"Testbed Site 3",39.10367,-96.60065,335,0.375,0.406,0.403
"2022-07-08 09:00:00",164,"Testbed Site 3",39.10367,-96.60065,335,0.375,0.406,0.403
"2022-07-08 10:00:00",165,"Testbed Site 3",39.10367,-96.60065,335,0.375,0.406,0.403
"2022-07-08 11:00:00",166,"Testbed Site 3",39.10367,-96.60065,335,0.375,0.406,0.403
"2022-07-08 12:00:00",167,"Testbed Site 3",39.10367,-96.60065,335,0.375,0.406,0.403
"2022-07-08 13:00:00",168,"Testbed Site 3",39.10367,-96.60065,335,0.375,0.405,0.402
"2022-07-08 14:00:00",169,"Testbed Site 3",39.10367,-96.60065,335,0.374,0.405,0.402
"2022-07-08 15:00:00",170,"Testbed Site 3",39.10367,-96.60065,335,0.374,0.405,0.402
"2022-07-08 16:00:00",171,"Testbed Site 3",39.10367,-96.60065,335,0.373,0.405,0.402
"2022-07-08 17:00:00",172,"Testbed Site 3",39.10367,-96.60065,335,0.373,0.405,0.402
"2022-07-08 18:00:00",173,"Testbed Site 3",39.10367,-96.60065,335,0.373,0.405,0.401
"2022-07-08 19:00:00",174,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.405,0.402
"2022-07-08 20:00:00",175,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.405,0.401
"2022-07-08 21:00:00",176,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.405,0.401
"2022-07-08 22:00:00",177,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.405,0.402
"2022-07-08 23:00:00",178,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.405,0.402
"2022-07-09 00:00:00",179,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.405,0.402
"2022-07-09 01:00:00",180,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.404,0.402
"2022-07-09 02:00:00",181,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.404,0.402
"2022-07-09 03:00:00",182,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.404,0.402
"2022-07-09 04:00:00",183,"Testbed Site 3",39.10367,-96.60065,335,0.372,0.404,0.402
"2022-07-09 05:00:00",184,"Testbed Site 3",39.10367,-96.60065,335,0.371,0.404,0.402
"2022-07-09 06:00:00",185,"Testbed Site 3",39.10367,-96.60065,335,0.371,0.404,0.402
"2022-07-09 07:00:00",186,"Testbed Site 3",39.10367,-96.60065,335,0.371,0.404,0.402
"2022-07-09 08:00:00",187,"Testbed Site 3",39.10367,-96.60065,335,0.371,0.404,0.402
"2022-07-09 09:00:00",188,"Testbed Site 3",39.10367,-96.60065,335,0.371,0.404,0.402
"2022-07-09 10:00:00",189,"Testbed Site 3",39.10367,-96.60065,335,0.371,0.404,0.402
"2022-07-09 11:00:00",190,"Testbed Site 3",39.10367,-96.60065,335,0.371,0.403,0.401
"2022-07-09 12:00:00",191,"Testbed Site 3",39.10367,-96.60065,335,0.37,0.403,0.4
"2022-07-09 13:00:00",192,"Testbed Site 3",39.10367,-96.60065,335,0.37,0.403,0.399
"2022-07-09 14:00:00",193,"Testbed Site 3",39.10367,-96.60065,335,0.37,0.403,0.399
"2022-07-09 15:00:00",194,"Testbed Site 3",39.10367,-96.60065,335,0.369,0.403,0.399
"2022-07-09 16:00:00",195,"Testbed Site 3",39.10367,-96.60065,335,0.369,0.403,0.398
"2022-07-09 17:00:00",196,"Testbed Site 3",39.10367,-96.60065,335,0.368,0.403,0.398
"2022-07-09 18:00:00",197,"Testbed Site 3",39.10367,-96.60065,335,0.368,0.403,0.398
"2022-07-09 19:00:00",198,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.403,0.398
"2022-07-09 20:00:00",199,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.403,0.398
"2022-07-09 21:00:00",200,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-09 22:00:00",201,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-09 23:00:00",202,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 00:00:00",203,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 01:00:00",204,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 02:00:00",205,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 03:00:00",206,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 04:00:00",207,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 05:00:00",208,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 06:00:00",209,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 07:00:00",210,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 08:00:00",211,"Testbed Site 3",39.10367,-96.60065,335,0.367,0.402,0.398
"2022-07-10 09:00:00",212,"Testbed Site 3",39.10367,-96.60065,335,0.366,0.401,0.398
"2022-07-10 10:00:00",213,"Testbed Site 3",39.10367,-96.60065,335,0.366,0.401,0.398
